"age","edu"
36,"VOCATIONAL/GRAMMAR"
60,"PRIMARY/NO EDUCATION"
63,"PRIMARY/NO EDUCATION"
18,"VOCATIONAL/GRAMMAR"
52,"POST-SECONDARY OR HIGHER"
18,"VOCATIONAL/GRAMMAR"
60,"PRIMARY/NO EDUCATION"
55,"VOCATIONAL/GRAMMAR"
45,"VOCATIONAL/GRAMMAR"
68,"POST-SECONDARY OR HIGHER"
28,"SECONDARY"
25,"POST-SECONDARY OR HIGHER"
33,"VOCATIONAL/GRAMMAR"
77,"SECONDARY"
68,"PRIMARY/NO EDUCATION"
62,"VOCATIONAL/GRAMMAR"
25,"POST-SECONDARY OR HIGHER"
56,"VOCATIONAL/GRAMMAR"
48,"SECONDARY"
86,"VOCATIONAL/GRAMMAR"
33,"POST-SECONDARY OR HIGHER"
35,"SECONDARY"
20,"VOCATIONAL/GRAMMAR"
60,"VOCATIONAL/GRAMMAR"
50,"SECONDARY"
59,"SECONDARY"
48,"VOCATIONAL/GRAMMAR"
53,"VOCATIONAL/GRAMMAR"
68,"PRIMARY/NO EDUCATION"
35,"POST-SECONDARY OR HIGHER"
72,"VOCATIONAL/GRAMMAR"
34,"POST-SECONDARY OR HIGHER"
26,"SECONDARY"
42,"SECONDARY"
73,"PRIMARY/NO EDUCATION"
49,"VOCATIONAL/GRAMMAR"
56,"SECONDARY"
21,"SECONDARY"
61,"PRIMARY/NO EDUCATION"
89,"PRIMARY/NO EDUCATION"
17,"VOCATIONAL/GRAMMAR"
50,"VOCATIONAL/GRAMMAR"
37,"VOCATIONAL/GRAMMAR"
72,"PRIMARY/NO EDUCATION"
48,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
48,"PRIMARY/NO EDUCATION"
56,"VOCATIONAL/GRAMMAR"
21,"POST-SECONDARY OR HIGHER"
62,"VOCATIONAL/GRAMMAR"
26,"SECONDARY"
17,"VOCATIONAL/GRAMMAR"
30,"SECONDARY"
18,"VOCATIONAL/GRAMMAR"
82,"PRIMARY/NO EDUCATION"
55,"SECONDARY"
74,"SECONDARY"
27,"PRIMARY/NO EDUCATION"
26,"PRIMARY/NO EDUCATION"
80,"PRIMARY/NO EDUCATION"
35,"POST-SECONDARY OR HIGHER"
31,"PRIMARY/NO EDUCATION"
26,"POST-SECONDARY OR HIGHER"
34,"SECONDARY"
48,"SECONDARY"
30,"POST-SECONDARY OR HIGHER"
65,"VOCATIONAL/GRAMMAR"
44,"SECONDARY"
21,"SECONDARY"
22,"SECONDARY"
31,"POST-SECONDARY OR HIGHER"
44,"SECONDARY"
34,"POST-SECONDARY OR HIGHER"
61,"PRIMARY/NO EDUCATION"
42,"VOCATIONAL/GRAMMAR"
64,"PRIMARY/NO EDUCATION"
51,"VOCATIONAL/GRAMMAR"
22,"SECONDARY"
48,"SECONDARY"
88,"SECONDARY"
17,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
28,"POST-SECONDARY OR HIGHER"
48,"POST-SECONDARY OR HIGHER"
20,"VOCATIONAL/GRAMMAR"
61,"PRIMARY/NO EDUCATION"
35,"SECONDARY"
22,"SECONDARY"
66,"POST-SECONDARY OR HIGHER"
40,"VOCATIONAL/GRAMMAR"
89,"SECONDARY"
52,"POST-SECONDARY OR HIGHER"
22,"SECONDARY"
44,"POST-SECONDARY OR HIGHER"
74,"PRIMARY/NO EDUCATION"
33,"POST-SECONDARY OR HIGHER"
63,"VOCATIONAL/GRAMMAR"
22,"SECONDARY"
37,"POST-SECONDARY OR HIGHER"
35,"POST-SECONDARY OR HIGHER"
44,"SECONDARY"
84,"PRIMARY/NO EDUCATION"
55,"POST-SECONDARY OR HIGHER"
24,"VOCATIONAL/GRAMMAR"
51,"VOCATIONAL/GRAMMAR"
21,"SECONDARY"
48,"VOCATIONAL/GRAMMAR"
34,"PRIMARY/NO EDUCATION"
28,"VOCATIONAL/GRAMMAR"
57,"SECONDARY"
59,"PRIMARY/NO EDUCATION"
53,"POST-SECONDARY OR HIGHER"
51,"VOCATIONAL/GRAMMAR"
68,"PRIMARY/NO EDUCATION"
66,"PRIMARY/NO EDUCATION"
75,"VOCATIONAL/GRAMMAR"
25,"SECONDARY"
53,"VOCATIONAL/GRAMMAR"
19,"SECONDARY"
57,"SECONDARY"
26,"VOCATIONAL/GRAMMAR"
55,"POST-SECONDARY OR HIGHER"
47,"VOCATIONAL/GRAMMAR"
82,"PRIMARY/NO EDUCATION"
63,"POST-SECONDARY OR HIGHER"
23,"SECONDARY"
27,"SECONDARY"
49,"SECONDARY"
40,"SECONDARY"
44,"SECONDARY"
45,"VOCATIONAL/GRAMMAR"
63,"VOCATIONAL/GRAMMAR"
46,"VOCATIONAL/GRAMMAR"
62,"VOCATIONAL/GRAMMAR"
46,"POST-SECONDARY OR HIGHER"
72,"VOCATIONAL/GRAMMAR"
33,"SECONDARY"
39,"SECONDARY"
79,"SECONDARY"
32,"SECONDARY"
26,"VOCATIONAL/GRAMMAR"
21,"SECONDARY"
64,"PRIMARY/NO EDUCATION"
53,"POST-SECONDARY OR HIGHER"
27,"POST-SECONDARY OR HIGHER"
59,"SECONDARY"
37,"POST-SECONDARY OR HIGHER"
72,"VOCATIONAL/GRAMMAR"
56,"VOCATIONAL/GRAMMAR"
33,"POST-SECONDARY OR HIGHER"
25,"SECONDARY"
33,"POST-SECONDARY OR HIGHER"
25,"SECONDARY"
49,"SECONDARY"
29,"VOCATIONAL/GRAMMAR"
62,"SECONDARY"
20,"VOCATIONAL/GRAMMAR"
86,"SECONDARY"
83,"PRIMARY/NO EDUCATION"
56,"SECONDARY"
16,"PRIMARY/NO EDUCATION"
22,"SECONDARY"
38,"VOCATIONAL/GRAMMAR"
45,"SECONDARY"
49,"PRIMARY/NO EDUCATION"
28,"SECONDARY"
57,"POST-SECONDARY OR HIGHER"
46,"POST-SECONDARY OR HIGHER"
50,"SECONDARY"
79,"POST-SECONDARY OR HIGHER"
64,"PRIMARY/NO EDUCATION"
39,"POST-SECONDARY OR HIGHER"
21,"SECONDARY"
32,"POST-SECONDARY OR HIGHER"
40,"VOCATIONAL/GRAMMAR"
63,"PRIMARY/NO EDUCATION"
26,"POST-SECONDARY OR HIGHER"
62,"SECONDARY"
38,"POST-SECONDARY OR HIGHER"
37,"SECONDARY"
74,"POST-SECONDARY OR HIGHER"
64,"PRIMARY/NO EDUCATION"
55,"VOCATIONAL/GRAMMAR"
29,"POST-SECONDARY OR HIGHER"
78,"PRIMARY/NO EDUCATION"
53,"POST-SECONDARY OR HIGHER"
60,"SECONDARY"
22,"VOCATIONAL/GRAMMAR"
48,"PRIMARY/NO EDUCATION"
75,"PRIMARY/NO EDUCATION"
41,"VOCATIONAL/GRAMMAR"
25,"POST-SECONDARY OR HIGHER"
27,"POST-SECONDARY OR HIGHER"
24,"POST-SECONDARY OR HIGHER"
83,"SECONDARY"
43,"PRIMARY/NO EDUCATION"
37,"VOCATIONAL/GRAMMAR"
74,"PRIMARY/NO EDUCATION"
33,"POST-SECONDARY OR HIGHER"
41,"SECONDARY"
47,"POST-SECONDARY OR HIGHER"
47,"VOCATIONAL/GRAMMAR"
22,"SECONDARY"
37,"SECONDARY"
56,"VOCATIONAL/GRAMMAR"
21,"SECONDARY"
60,"VOCATIONAL/GRAMMAR"
59,"PRIMARY/NO EDUCATION"
25,"VOCATIONAL/GRAMMAR"
33,"POST-SECONDARY OR HIGHER"
61,"VOCATIONAL/GRAMMAR"
45,"POST-SECONDARY OR HIGHER"
44,"SECONDARY"
82,"PRIMARY/NO EDUCATION"
24,"SECONDARY"
18,"VOCATIONAL/GRAMMAR"
24,"SECONDARY"
44,"SECONDARY"
82,"POST-SECONDARY OR HIGHER"
68,"PRIMARY/NO EDUCATION"
24,"VOCATIONAL/GRAMMAR"
64,"PRIMARY/NO EDUCATION"
61,"SECONDARY"
59,"POST-SECONDARY OR HIGHER"
66,"PRIMARY/NO EDUCATION"
66,"PRIMARY/NO EDUCATION"
55,"VOCATIONAL/GRAMMAR"
47,"POST-SECONDARY OR HIGHER"
32,"POST-SECONDARY OR HIGHER"
48,"PRIMARY/NO EDUCATION"
77,"SECONDARY"
34,"SECONDARY"
65,"POST-SECONDARY OR HIGHER"
26,"VOCATIONAL/GRAMMAR"
47,"POST-SECONDARY OR HIGHER"
37,"SECONDARY"
28,"POST-SECONDARY OR HIGHER"
39,"VOCATIONAL/GRAMMAR"
48,"POST-SECONDARY OR HIGHER"
17,"VOCATIONAL/GRAMMAR"
59,"VOCATIONAL/GRAMMAR"
35,"POST-SECONDARY OR HIGHER"
40,"VOCATIONAL/GRAMMAR"
27,"SECONDARY"
58,"VOCATIONAL/GRAMMAR"
42,"VOCATIONAL/GRAMMAR"
61,"PRIMARY/NO EDUCATION"
33,"SECONDARY"
64,"SECONDARY"
43,"SECONDARY"
59,"SECONDARY"
59,"VOCATIONAL/GRAMMAR"
39,"SECONDARY"
19,NA
51,"POST-SECONDARY OR HIGHER"
70,"SECONDARY"
48,"POST-SECONDARY OR HIGHER"
63,"PRIMARY/NO EDUCATION"
42,"VOCATIONAL/GRAMMAR"
76,"PRIMARY/NO EDUCATION"
48,"VOCATIONAL/GRAMMAR"
68,"PRIMARY/NO EDUCATION"
76,"POST-SECONDARY OR HIGHER"
57,"VOCATIONAL/GRAMMAR"
53,"SECONDARY"
45,"SECONDARY"
56,"SECONDARY"
35,"SECONDARY"
43,"SECONDARY"
78,"VOCATIONAL/GRAMMAR"
60,"POST-SECONDARY OR HIGHER"
44,"SECONDARY"
70,"SECONDARY"
61,"PRIMARY/NO EDUCATION"
75,"SECONDARY"
73,"PRIMARY/NO EDUCATION"
52,"VOCATIONAL/GRAMMAR"
41,"VOCATIONAL/GRAMMAR"
52,"SECONDARY"
55,"VOCATIONAL/GRAMMAR"
43,"POST-SECONDARY OR HIGHER"
34,"SECONDARY"
63,"VOCATIONAL/GRAMMAR"
44,"POST-SECONDARY OR HIGHER"
31,"POST-SECONDARY OR HIGHER"
75,"PRIMARY/NO EDUCATION"
29,"POST-SECONDARY OR HIGHER"
58,"SECONDARY"
50,"SECONDARY"
30,"SECONDARY"
27,"POST-SECONDARY OR HIGHER"
19,"VOCATIONAL/GRAMMAR"
60,"VOCATIONAL/GRAMMAR"
54,"VOCATIONAL/GRAMMAR"
27,"SECONDARY"
36,"VOCATIONAL/GRAMMAR"
88,"PRIMARY/NO EDUCATION"
36,"SECONDARY"
54,"PRIMARY/NO EDUCATION"
40,"POST-SECONDARY OR HIGHER"
68,"POST-SECONDARY OR HIGHER"
38,"SECONDARY"
45,"VOCATIONAL/GRAMMAR"
30,"PRIMARY/NO EDUCATION"
34,"SECONDARY"
52,"SECONDARY"
57,"PRIMARY/NO EDUCATION"
17,"VOCATIONAL/GRAMMAR"
65,"SECONDARY"
42,"POST-SECONDARY OR HIGHER"
23,"SECONDARY"
54,"VOCATIONAL/GRAMMAR"
83,"PRIMARY/NO EDUCATION"
50,"VOCATIONAL/GRAMMAR"
68,"SECONDARY"
46,"SECONDARY"
77,"PRIMARY/NO EDUCATION"
61,"SECONDARY"
41,"POST-SECONDARY OR HIGHER"
78,"SECONDARY"
19,"VOCATIONAL/GRAMMAR"
58,"VOCATIONAL/GRAMMAR"
31,"POST-SECONDARY OR HIGHER"
46,"VOCATIONAL/GRAMMAR"
51,"SECONDARY"
70,"PRIMARY/NO EDUCATION"
42,"VOCATIONAL/GRAMMAR"
24,"VOCATIONAL/GRAMMAR"
17,"VOCATIONAL/GRAMMAR"
49,"VOCATIONAL/GRAMMAR"
51,"VOCATIONAL/GRAMMAR"
50,"VOCATIONAL/GRAMMAR"
55,"SECONDARY"
48,"VOCATIONAL/GRAMMAR"
40,"POST-SECONDARY OR HIGHER"
22,"VOCATIONAL/GRAMMAR"
63,"VOCATIONAL/GRAMMAR"
20,"SECONDARY"
61,"VOCATIONAL/GRAMMAR"
83,"VOCATIONAL/GRAMMAR"
30,"SECONDARY"
36,"SECONDARY"
48,"VOCATIONAL/GRAMMAR"
57,"SECONDARY"
23,"POST-SECONDARY OR HIGHER"
21,"SECONDARY"
29,"VOCATIONAL/GRAMMAR"
20,"SECONDARY"
47,"POST-SECONDARY OR HIGHER"
56,"VOCATIONAL/GRAMMAR"
63,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
37,"POST-SECONDARY OR HIGHER"
58,"VOCATIONAL/GRAMMAR"
35,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
20,"SECONDARY"
78,"PRIMARY/NO EDUCATION"
59,"SECONDARY"
26,"PRIMARY/NO EDUCATION"
45,"VOCATIONAL/GRAMMAR"
78,"PRIMARY/NO EDUCATION"
23,"POST-SECONDARY OR HIGHER"
24,"VOCATIONAL/GRAMMAR"
37,"POST-SECONDARY OR HIGHER"
52,"SECONDARY"
75,"PRIMARY/NO EDUCATION"
60,"VOCATIONAL/GRAMMAR"
73,"PRIMARY/NO EDUCATION"
57,"VOCATIONAL/GRAMMAR"
53,"POST-SECONDARY OR HIGHER"
55,"VOCATIONAL/GRAMMAR"
31,"SECONDARY"
44,"PRIMARY/NO EDUCATION"
46,"PRIMARY/NO EDUCATION"
78,"PRIMARY/NO EDUCATION"
49,"POST-SECONDARY OR HIGHER"
34,"VOCATIONAL/GRAMMAR"
91,"PRIMARY/NO EDUCATION"
58,"VOCATIONAL/GRAMMAR"
54,"SECONDARY"
81,"PRIMARY/NO EDUCATION"
59,"SECONDARY"
68,"PRIMARY/NO EDUCATION"
70,"VOCATIONAL/GRAMMAR"
29,"VOCATIONAL/GRAMMAR"
26,"POST-SECONDARY OR HIGHER"
58,"VOCATIONAL/GRAMMAR"
61,"PRIMARY/NO EDUCATION"
51,"SECONDARY"
48,"VOCATIONAL/GRAMMAR"
47,"SECONDARY"
48,"POST-SECONDARY OR HIGHER"
43,"PRIMARY/NO EDUCATION"
62,"POST-SECONDARY OR HIGHER"
47,"SECONDARY"
47,"PRIMARY/NO EDUCATION"
61,"PRIMARY/NO EDUCATION"
42,"SECONDARY"
55,"VOCATIONAL/GRAMMAR"
57,"VOCATIONAL/GRAMMAR"
77,"VOCATIONAL/GRAMMAR"
57,"SECONDARY"
77,"PRIMARY/NO EDUCATION"
60,"PRIMARY/NO EDUCATION"
61,"PRIMARY/NO EDUCATION"
80,"SECONDARY"
52,"VOCATIONAL/GRAMMAR"
34,"POST-SECONDARY OR HIGHER"
62,"POST-SECONDARY OR HIGHER"
46,"POST-SECONDARY OR HIGHER"
50,"VOCATIONAL/GRAMMAR"
48,"SECONDARY"
68,"VOCATIONAL/GRAMMAR"
37,"POST-SECONDARY OR HIGHER"
65,"SECONDARY"
48,"POST-SECONDARY OR HIGHER"
17,"VOCATIONAL/GRAMMAR"
42,"VOCATIONAL/GRAMMAR"
56,"PRIMARY/NO EDUCATION"
34,"POST-SECONDARY OR HIGHER"
44,"VOCATIONAL/GRAMMAR"
80,"POST-SECONDARY OR HIGHER"
55,"POST-SECONDARY OR HIGHER"
22,"POST-SECONDARY OR HIGHER"
88,"PRIMARY/NO EDUCATION"
48,"PRIMARY/NO EDUCATION"
66,"SECONDARY"
20,"SECONDARY"
37,"VOCATIONAL/GRAMMAR"
51,"POST-SECONDARY OR HIGHER"
24,"SECONDARY"
65,"PRIMARY/NO EDUCATION"
33,"POST-SECONDARY OR HIGHER"
64,"POST-SECONDARY OR HIGHER"
45,"VOCATIONAL/GRAMMAR"
23,"SECONDARY"
52,"VOCATIONAL/GRAMMAR"
76,"PRIMARY/NO EDUCATION"
69,"PRIMARY/NO EDUCATION"
36,"POST-SECONDARY OR HIGHER"
40,"POST-SECONDARY OR HIGHER"
33,"SECONDARY"
27,"SECONDARY"
23,"SECONDARY"
36,"POST-SECONDARY OR HIGHER"
50,"SECONDARY"
63,"SECONDARY"
18,"VOCATIONAL/GRAMMAR"
60,"SECONDARY"
66,"PRIMARY/NO EDUCATION"
23,"VOCATIONAL/GRAMMAR"
54,"VOCATIONAL/GRAMMAR"
57,"SECONDARY"
27,"POST-SECONDARY OR HIGHER"
19,"PRIMARY/NO EDUCATION"
25,"POST-SECONDARY OR HIGHER"
60,"POST-SECONDARY OR HIGHER"
17,"VOCATIONAL/GRAMMAR"
33,"SECONDARY"
69,"SECONDARY"
83,"SECONDARY"
54,"VOCATIONAL/GRAMMAR"
30,"POST-SECONDARY OR HIGHER"
29,"SECONDARY"
30,"VOCATIONAL/GRAMMAR"
42,"VOCATIONAL/GRAMMAR"
27,"POST-SECONDARY OR HIGHER"
80,"POST-SECONDARY OR HIGHER"
56,"VOCATIONAL/GRAMMAR"
46,"SECONDARY"
38,"SECONDARY"
58,"SECONDARY"
64,"VOCATIONAL/GRAMMAR"
44,"VOCATIONAL/GRAMMAR"
44,"SECONDARY"
63,"VOCATIONAL/GRAMMAR"
27,"POST-SECONDARY OR HIGHER"
20,"SECONDARY"
46,"VOCATIONAL/GRAMMAR"
81,"PRIMARY/NO EDUCATION"
41,"POST-SECONDARY OR HIGHER"
91,"PRIMARY/NO EDUCATION"
55,"PRIMARY/NO EDUCATION"
62,"VOCATIONAL/GRAMMAR"
63,"VOCATIONAL/GRAMMAR"
55,"SECONDARY"
63,"SECONDARY"
60,"POST-SECONDARY OR HIGHER"
71,"PRIMARY/NO EDUCATION"
75,"SECONDARY"
45,"SECONDARY"
51,"SECONDARY"
18,"VOCATIONAL/GRAMMAR"
27,"VOCATIONAL/GRAMMAR"
40,"VOCATIONAL/GRAMMAR"
16,"PRIMARY/NO EDUCATION"
51,"POST-SECONDARY OR HIGHER"
43,"VOCATIONAL/GRAMMAR"
44,"POST-SECONDARY OR HIGHER"
27,"VOCATIONAL/GRAMMAR"
62,"POST-SECONDARY OR HIGHER"
54,"PRIMARY/NO EDUCATION"
35,"POST-SECONDARY OR HIGHER"
35,"SECONDARY"
63,"POST-SECONDARY OR HIGHER"
33,"SECONDARY"
67,"PRIMARY/NO EDUCATION"
44,"SECONDARY"
48,"POST-SECONDARY OR HIGHER"
66,"POST-SECONDARY OR HIGHER"
61,"VOCATIONAL/GRAMMAR"
76,"PRIMARY/NO EDUCATION"
18,"VOCATIONAL/GRAMMAR"
57,"POST-SECONDARY OR HIGHER"
59,"POST-SECONDARY OR HIGHER"
37,"SECONDARY"
74,"VOCATIONAL/GRAMMAR"
31,"PRIMARY/NO EDUCATION"
27,"VOCATIONAL/GRAMMAR"
56,"VOCATIONAL/GRAMMAR"
60,"PRIMARY/NO EDUCATION"
77,"POST-SECONDARY OR HIGHER"
24,"POST-SECONDARY OR HIGHER"
56,"PRIMARY/NO EDUCATION"
18,"VOCATIONAL/GRAMMAR"
60,"VOCATIONAL/GRAMMAR"
24,"SECONDARY"
32,"POST-SECONDARY OR HIGHER"
51,"PRIMARY/NO EDUCATION"
28,"POST-SECONDARY OR HIGHER"
60,"VOCATIONAL/GRAMMAR"
36,"SECONDARY"
40,"VOCATIONAL/GRAMMAR"
74,"PRIMARY/NO EDUCATION"
58,"SECONDARY"
59,"SECONDARY"
81,"POST-SECONDARY OR HIGHER"
18,"VOCATIONAL/GRAMMAR"
75,"SECONDARY"
38,"VOCATIONAL/GRAMMAR"
89,"PRIMARY/NO EDUCATION"
23,"SECONDARY"
20,"VOCATIONAL/GRAMMAR"
34,"POST-SECONDARY OR HIGHER"
74,"PRIMARY/NO EDUCATION"
56,"SECONDARY"
57,"POST-SECONDARY OR HIGHER"
48,"PRIMARY/NO EDUCATION"
55,"SECONDARY"
56,"SECONDARY"
51,"SECONDARY"
61,"PRIMARY/NO EDUCATION"
57,"VOCATIONAL/GRAMMAR"
56,"PRIMARY/NO EDUCATION"
55,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
80,"VOCATIONAL/GRAMMAR"
33,"VOCATIONAL/GRAMMAR"
59,"POST-SECONDARY OR HIGHER"
19,"VOCATIONAL/GRAMMAR"
56,"VOCATIONAL/GRAMMAR"
53,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
69,"PRIMARY/NO EDUCATION"
67,"PRIMARY/NO EDUCATION"
25,"SECONDARY"
25,"SECONDARY"
27,"POST-SECONDARY OR HIGHER"
71,"PRIMARY/NO EDUCATION"
49,"POST-SECONDARY OR HIGHER"
45,"PRIMARY/NO EDUCATION"
30,"VOCATIONAL/GRAMMAR"
58,"SECONDARY"
42,"POST-SECONDARY OR HIGHER"
51,"SECONDARY"
63,"POST-SECONDARY OR HIGHER"
26,"POST-SECONDARY OR HIGHER"
74,"VOCATIONAL/GRAMMAR"
42,"PRIMARY/NO EDUCATION"
57,"SECONDARY"
74,"VOCATIONAL/GRAMMAR"
35,"SECONDARY"
31,"SECONDARY"
65,"PRIMARY/NO EDUCATION"
76,"PRIMARY/NO EDUCATION"
74,"POST-SECONDARY OR HIGHER"
41,"VOCATIONAL/GRAMMAR"
75,"VOCATIONAL/GRAMMAR"
21,"SECONDARY"
64,"PRIMARY/NO EDUCATION"
16,"PRIMARY/NO EDUCATION"
31,"POST-SECONDARY OR HIGHER"
67,"SECONDARY"
41,"SECONDARY"
42,"SECONDARY"
52,"VOCATIONAL/GRAMMAR"
81,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
32,"VOCATIONAL/GRAMMAR"
58,"SECONDARY"
76,"PRIMARY/NO EDUCATION"
36,"POST-SECONDARY OR HIGHER"
70,"PRIMARY/NO EDUCATION"
28,"POST-SECONDARY OR HIGHER"
45,"VOCATIONAL/GRAMMAR"
31,"POST-SECONDARY OR HIGHER"
64,"SECONDARY"
63,"SECONDARY"
21,"SECONDARY"
47,"VOCATIONAL/GRAMMAR"
26,"POST-SECONDARY OR HIGHER"
39,"SECONDARY"
30,"SECONDARY"
63,"VOCATIONAL/GRAMMAR"
34,"SECONDARY"
41,"VOCATIONAL/GRAMMAR"
60,"POST-SECONDARY OR HIGHER"
43,"VOCATIONAL/GRAMMAR"
40,"VOCATIONAL/GRAMMAR"
62,"VOCATIONAL/GRAMMAR"
54,"PRIMARY/NO EDUCATION"
56,"SECONDARY"
38,"PRIMARY/NO EDUCATION"
44,"VOCATIONAL/GRAMMAR"
58,"VOCATIONAL/GRAMMAR"
56,"VOCATIONAL/GRAMMAR"
65,"PRIMARY/NO EDUCATION"
58,"SECONDARY"
61,"POST-SECONDARY OR HIGHER"
39,"VOCATIONAL/GRAMMAR"
68,"POST-SECONDARY OR HIGHER"
57,"POST-SECONDARY OR HIGHER"
57,"VOCATIONAL/GRAMMAR"
37,"POST-SECONDARY OR HIGHER"
36,"POST-SECONDARY OR HIGHER"
36,"VOCATIONAL/GRAMMAR"
54,"SECONDARY"
66,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
39,"SECONDARY"
87,"SECONDARY"
40,"SECONDARY"
30,"VOCATIONAL/GRAMMAR"
53,"VOCATIONAL/GRAMMAR"
57,"PRIMARY/NO EDUCATION"
71,"SECONDARY"
17,"VOCATIONAL/GRAMMAR"
46,"VOCATIONAL/GRAMMAR"
31,"POST-SECONDARY OR HIGHER"
68,"PRIMARY/NO EDUCATION"
58,"SECONDARY"
61,"PRIMARY/NO EDUCATION"
46,"VOCATIONAL/GRAMMAR"
61,"PRIMARY/NO EDUCATION"
73,"VOCATIONAL/GRAMMAR"
49,"POST-SECONDARY OR HIGHER"
29,"SECONDARY"
29,"POST-SECONDARY OR HIGHER"
17,"VOCATIONAL/GRAMMAR"
37,"SECONDARY"
43,"VOCATIONAL/GRAMMAR"
54,"POST-SECONDARY OR HIGHER"
59,"PRIMARY/NO EDUCATION"
54,"POST-SECONDARY OR HIGHER"
64,"SECONDARY"
59,"SECONDARY"
48,"VOCATIONAL/GRAMMAR"
22,"SECONDARY"
19,"VOCATIONAL/GRAMMAR"
59,"VOCATIONAL/GRAMMAR"
69,"PRIMARY/NO EDUCATION"
58,"PRIMARY/NO EDUCATION"
20,"VOCATIONAL/GRAMMAR"
77,"SECONDARY"
43,"POST-SECONDARY OR HIGHER"
28,"POST-SECONDARY OR HIGHER"
30,"SECONDARY"
56,"PRIMARY/NO EDUCATION"
66,"SECONDARY"
65,"SECONDARY"
26,"POST-SECONDARY OR HIGHER"
52,"VOCATIONAL/GRAMMAR"
55,"VOCATIONAL/GRAMMAR"
61,"PRIMARY/NO EDUCATION"
61,"POST-SECONDARY OR HIGHER"
35,"POST-SECONDARY OR HIGHER"
19,"VOCATIONAL/GRAMMAR"
72,"SECONDARY"
56,"PRIMARY/NO EDUCATION"
31,"SECONDARY"
22,"SECONDARY"
62,"POST-SECONDARY OR HIGHER"
20,"VOCATIONAL/GRAMMAR"
53,"SECONDARY"
72,"PRIMARY/NO EDUCATION"
18,"VOCATIONAL/GRAMMAR"
34,"POST-SECONDARY OR HIGHER"
66,"PRIMARY/NO EDUCATION"
19,"VOCATIONAL/GRAMMAR"
69,"SECONDARY"
47,"POST-SECONDARY OR HIGHER"
43,"SECONDARY"
54,"PRIMARY/NO EDUCATION"
71,"VOCATIONAL/GRAMMAR"
51,"VOCATIONAL/GRAMMAR"
72,"POST-SECONDARY OR HIGHER"
29,"POST-SECONDARY OR HIGHER"
96,"PRIMARY/NO EDUCATION"
23,"VOCATIONAL/GRAMMAR"
62,"PRIMARY/NO EDUCATION"
18,"VOCATIONAL/GRAMMAR"
21,"SECONDARY"
60,"VOCATIONAL/GRAMMAR"
45,"SECONDARY"
60,"SECONDARY"
46,"VOCATIONAL/GRAMMAR"
59,"POST-SECONDARY OR HIGHER"
26,"SECONDARY"
22,"SECONDARY"
24,"SECONDARY"
21,"POST-SECONDARY OR HIGHER"
89,"VOCATIONAL/GRAMMAR"
67,"VOCATIONAL/GRAMMAR"
55,"VOCATIONAL/GRAMMAR"
49,"VOCATIONAL/GRAMMAR"
69,"VOCATIONAL/GRAMMAR"
35,"POST-SECONDARY OR HIGHER"
76,"PRIMARY/NO EDUCATION"
79,"SECONDARY"
46,"SECONDARY"
64,"PRIMARY/NO EDUCATION"
62,"PRIMARY/NO EDUCATION"
67,"PRIMARY/NO EDUCATION"
32,"POST-SECONDARY OR HIGHER"
38,"PRIMARY/NO EDUCATION"
43,"VOCATIONAL/GRAMMAR"
53,"SECONDARY"
17,"VOCATIONAL/GRAMMAR"
60,"VOCATIONAL/GRAMMAR"
30,"VOCATIONAL/GRAMMAR"
65,"POST-SECONDARY OR HIGHER"
41,"VOCATIONAL/GRAMMAR"
58,"POST-SECONDARY OR HIGHER"
49,"VOCATIONAL/GRAMMAR"
49,"VOCATIONAL/GRAMMAR"
26,"POST-SECONDARY OR HIGHER"
52,"SECONDARY"
55,"SECONDARY"
29,"SECONDARY"
57,"VOCATIONAL/GRAMMAR"
47,"VOCATIONAL/GRAMMAR"
77,"PRIMARY/NO EDUCATION"
50,"VOCATIONAL/GRAMMAR"
51,"VOCATIONAL/GRAMMAR"
66,"POST-SECONDARY OR HIGHER"
68,"PRIMARY/NO EDUCATION"
42,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
25,"POST-SECONDARY OR HIGHER"
55,"VOCATIONAL/GRAMMAR"
20,"VOCATIONAL/GRAMMAR"
77,"VOCATIONAL/GRAMMAR"
21,"SECONDARY"
62,"SECONDARY"
65,"SECONDARY"
21,"SECONDARY"
29,"POST-SECONDARY OR HIGHER"
31,"VOCATIONAL/GRAMMAR"
25,"VOCATIONAL/GRAMMAR"
57,"POST-SECONDARY OR HIGHER"
35,"POST-SECONDARY OR HIGHER"
67,"PRIMARY/NO EDUCATION"
29,"VOCATIONAL/GRAMMAR"
77,"PRIMARY/NO EDUCATION"
39,"POST-SECONDARY OR HIGHER"
82,"SECONDARY"
23,"SECONDARY"
35,"SECONDARY"
60,"SECONDARY"
