"age","edu"
53,"POST-SECONDARY OR HIGHER"
75,"PRIMARY/NO EDUCATION"
35,"SECONDARY"
68,"PRIMARY/NO EDUCATION"
57,"PRIMARY/NO EDUCATION"
22,"SECONDARY"
17,"VOCATIONAL/GRAMMAR"
54,"VOCATIONAL/GRAMMAR"
49,"VOCATIONAL/GRAMMAR"
27,"POST-SECONDARY OR HIGHER"
25,"SECONDARY"
58,"VOCATIONAL/GRAMMAR"
49,"VOCATIONAL/GRAMMAR"
40,"POST-SECONDARY OR HIGHER"
34,"VOCATIONAL/GRAMMAR"
68,"PRIMARY/NO EDUCATION"
44,"VOCATIONAL/GRAMMAR"
22,"SECONDARY"
60,"PRIMARY/NO EDUCATION"
69,"SECONDARY"
22,"SECONDARY"
66,"PRIMARY/NO EDUCATION"
30,"PRIMARY/NO EDUCATION"
59,"POST-SECONDARY OR HIGHER"
20,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
46,"SECONDARY"
51,"POST-SECONDARY OR HIGHER"
40,"PRIMARY/NO EDUCATION"
20,"VOCATIONAL/GRAMMAR"
21,"SECONDARY"
17,"VOCATIONAL/GRAMMAR"
62,"SECONDARY"
69,"PRIMARY/NO EDUCATION"
36,"POST-SECONDARY OR HIGHER"
61,"VOCATIONAL/GRAMMAR"
43,"PRIMARY/NO EDUCATION"
27,"POST-SECONDARY OR HIGHER"
75,"SECONDARY"
46,"VOCATIONAL/GRAMMAR"
30,"POST-SECONDARY OR HIGHER"
34,"VOCATIONAL/GRAMMAR"
32,"POST-SECONDARY OR HIGHER"
45,"POST-SECONDARY OR HIGHER"
41,"SECONDARY"
54,"SECONDARY"
23,"SECONDARY"
22,"SECONDARY"
36,"VOCATIONAL/GRAMMAR"
44,"VOCATIONAL/GRAMMAR"
92,"PRIMARY/NO EDUCATION"
56,"SECONDARY"
66,"PRIMARY/NO EDUCATION"
58,"SECONDARY"
71,"SECONDARY"
78,"POST-SECONDARY OR HIGHER"
27,"SECONDARY"
45,"PRIMARY/NO EDUCATION"
60,"SECONDARY"
33,"VOCATIONAL/GRAMMAR"
69,"SECONDARY"
68,"VOCATIONAL/GRAMMAR"
53,"PRIMARY/NO EDUCATION"
47,"VOCATIONAL/GRAMMAR"
62,"SECONDARY"
19,"VOCATIONAL/GRAMMAR"
43,"VOCATIONAL/GRAMMAR"
34,"PRIMARY/NO EDUCATION"
75,"PRIMARY/NO EDUCATION"
89,"PRIMARY/NO EDUCATION"
47,"POST-SECONDARY OR HIGHER"
18,"VOCATIONAL/GRAMMAR"
59,"VOCATIONAL/GRAMMAR"
30,"POST-SECONDARY OR HIGHER"
51,"SECONDARY"
47,"VOCATIONAL/GRAMMAR"
19,"SECONDARY"
60,"SECONDARY"
55,"SECONDARY"
42,"PRIMARY/NO EDUCATION"
68,"SECONDARY"
55,"SECONDARY"
54,"VOCATIONAL/GRAMMAR"
38,"POST-SECONDARY OR HIGHER"
36,"POST-SECONDARY OR HIGHER"
25,"POST-SECONDARY OR HIGHER"
50,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
49,"VOCATIONAL/GRAMMAR"
50,"SECONDARY"
40,"POST-SECONDARY OR HIGHER"
36,"SECONDARY"
79,"PRIMARY/NO EDUCATION"
20,"VOCATIONAL/GRAMMAR"
47,"PRIMARY/NO EDUCATION"
60,"POST-SECONDARY OR HIGHER"
40,"VOCATIONAL/GRAMMAR"
20,"SECONDARY"
51,"VOCATIONAL/GRAMMAR"
69,"SECONDARY"
51,"SECONDARY"
51,"VOCATIONAL/GRAMMAR"
45,"VOCATIONAL/GRAMMAR"
38,"VOCATIONAL/GRAMMAR"
77,"SECONDARY"
21,"SECONDARY"
36,"SECONDARY"
49,"VOCATIONAL/GRAMMAR"
30,"VOCATIONAL/GRAMMAR"
48,"POST-SECONDARY OR HIGHER"
57,"VOCATIONAL/GRAMMAR"
61,"VOCATIONAL/GRAMMAR"
42,"SECONDARY"
31,"POST-SECONDARY OR HIGHER"
20,"VOCATIONAL/GRAMMAR"
69,"POST-SECONDARY OR HIGHER"
18,"VOCATIONAL/GRAMMAR"
46,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
52,"VOCATIONAL/GRAMMAR"
75,"PRIMARY/NO EDUCATION"
24,"POST-SECONDARY OR HIGHER"
73,"PRIMARY/NO EDUCATION"
24,"SECONDARY"
29,"VOCATIONAL/GRAMMAR"
37,"POST-SECONDARY OR HIGHER"
61,"SECONDARY"
36,"VOCATIONAL/GRAMMAR"
57,"SECONDARY"
45,"VOCATIONAL/GRAMMAR"
30,"POST-SECONDARY OR HIGHER"
22,"SECONDARY"
20,"VOCATIONAL/GRAMMAR"
46,"SECONDARY"
53,"VOCATIONAL/GRAMMAR"
51,"SECONDARY"
89,"VOCATIONAL/GRAMMAR"
53,"SECONDARY"
82,"SECONDARY"
61,"SECONDARY"
65,"POST-SECONDARY OR HIGHER"
60,"POST-SECONDARY OR HIGHER"
74,"SECONDARY"
81,"SECONDARY"
28,"POST-SECONDARY OR HIGHER"
61,"SECONDARY"
30,"SECONDARY"
18,"VOCATIONAL/GRAMMAR"
38,"POST-SECONDARY OR HIGHER"
49,"VOCATIONAL/GRAMMAR"
53,"VOCATIONAL/GRAMMAR"
32,"VOCATIONAL/GRAMMAR"
60,"VOCATIONAL/GRAMMAR"
76,"SECONDARY"
25,"SECONDARY"
51,"POST-SECONDARY OR HIGHER"
40,"SECONDARY"
22,"SECONDARY"
27,"POST-SECONDARY OR HIGHER"
35,"VOCATIONAL/GRAMMAR"
36,"VOCATIONAL/GRAMMAR"
34,"VOCATIONAL/GRAMMAR"
37,"VOCATIONAL/GRAMMAR"
73,"PRIMARY/NO EDUCATION"
43,"SECONDARY"
41,"PRIMARY/NO EDUCATION"
46,"PRIMARY/NO EDUCATION"
60,"VOCATIONAL/GRAMMAR"
23,"SECONDARY"
19,"VOCATIONAL/GRAMMAR"
62,"SECONDARY"
36,"POST-SECONDARY OR HIGHER"
65,"PRIMARY/NO EDUCATION"
22,"SECONDARY"
41,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
48,"POST-SECONDARY OR HIGHER"
59,"SECONDARY"
51,"VOCATIONAL/GRAMMAR"
74,"PRIMARY/NO EDUCATION"
16,"PRIMARY/NO EDUCATION"
65,"VOCATIONAL/GRAMMAR"
51,"VOCATIONAL/GRAMMAR"
29,"POST-SECONDARY OR HIGHER"
82,"SECONDARY"
30,"SECONDARY"
86,"PRIMARY/NO EDUCATION"
74,"SECONDARY"
75,"SECONDARY"
50,"POST-SECONDARY OR HIGHER"
71,"PRIMARY/NO EDUCATION"
64,"PRIMARY/NO EDUCATION"
23,"SECONDARY"
50,"SECONDARY"
22,"POST-SECONDARY OR HIGHER"
25,"POST-SECONDARY OR HIGHER"
78,"PRIMARY/NO EDUCATION"
80,"PRIMARY/NO EDUCATION"
73,"SECONDARY"
45,"VOCATIONAL/GRAMMAR"
17,"VOCATIONAL/GRAMMAR"
41,"VOCATIONAL/GRAMMAR"
24,"POST-SECONDARY OR HIGHER"
42,"SECONDARY"
45,"VOCATIONAL/GRAMMAR"
51,"PRIMARY/NO EDUCATION"
65,"SECONDARY"
57,"VOCATIONAL/GRAMMAR"
36,"POST-SECONDARY OR HIGHER"
60,"PRIMARY/NO EDUCATION"
34,"VOCATIONAL/GRAMMAR"
56,"PRIMARY/NO EDUCATION"
55,"PRIMARY/NO EDUCATION"
76,"PRIMARY/NO EDUCATION"
43,"PRIMARY/NO EDUCATION"
19,"VOCATIONAL/GRAMMAR"
44,"SECONDARY"
69,"PRIMARY/NO EDUCATION"
60,"VOCATIONAL/GRAMMAR"
60,"PRIMARY/NO EDUCATION"
56,"POST-SECONDARY OR HIGHER"
79,"PRIMARY/NO EDUCATION"
89,"PRIMARY/NO EDUCATION"
35,"SECONDARY"
62,"PRIMARY/NO EDUCATION"
62,"SECONDARY"
60,"VOCATIONAL/GRAMMAR"
62,"PRIMARY/NO EDUCATION"
37,"POST-SECONDARY OR HIGHER"
55,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
61,"SECONDARY"
59,"SECONDARY"
72,"VOCATIONAL/GRAMMAR"
46,"SECONDARY"
61,"VOCATIONAL/GRAMMAR"
36,"POST-SECONDARY OR HIGHER"
39,"POST-SECONDARY OR HIGHER"
36,"VOCATIONAL/GRAMMAR"
53,"VOCATIONAL/GRAMMAR"
16,"PRIMARY/NO EDUCATION"
57,"VOCATIONAL/GRAMMAR"
64,"SECONDARY"
50,"SECONDARY"
60,"PRIMARY/NO EDUCATION"
20,"SECONDARY"
17,"VOCATIONAL/GRAMMAR"
37,"SECONDARY"
65,"POST-SECONDARY OR HIGHER"
42,"POST-SECONDARY OR HIGHER"
64,"PRIMARY/NO EDUCATION"
78,"SECONDARY"
41,"SECONDARY"
29,"PRIMARY/NO EDUCATION"
63,"PRIMARY/NO EDUCATION"
80,"PRIMARY/NO EDUCATION"
27,"VOCATIONAL/GRAMMAR"
45,"POST-SECONDARY OR HIGHER"
55,"POST-SECONDARY OR HIGHER"
47,"SECONDARY"
39,"SECONDARY"
54,"SECONDARY"
60,"SECONDARY"
49,"SECONDARY"
49,"VOCATIONAL/GRAMMAR"
65,"POST-SECONDARY OR HIGHER"
56,"PRIMARY/NO EDUCATION"
63,"PRIMARY/NO EDUCATION"
58,"SECONDARY"
60,"PRIMARY/NO EDUCATION"
40,"VOCATIONAL/GRAMMAR"
80,"POST-SECONDARY OR HIGHER"
20,"SECONDARY"
78,"SECONDARY"
76,"SECONDARY"
58,"PRIMARY/NO EDUCATION"
40,"SECONDARY"
27,"POST-SECONDARY OR HIGHER"
17,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
48,"VOCATIONAL/GRAMMAR"
61,"SECONDARY"
64,"PRIMARY/NO EDUCATION"
65,"SECONDARY"
64,"VOCATIONAL/GRAMMAR"
70,"PRIMARY/NO EDUCATION"
18,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
67,"PRIMARY/NO EDUCATION"
81,"POST-SECONDARY OR HIGHER"
57,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
54,"VOCATIONAL/GRAMMAR"
63,"PRIMARY/NO EDUCATION"
18,"VOCATIONAL/GRAMMAR"
69,"VOCATIONAL/GRAMMAR"
81,"SECONDARY"
26,"SECONDARY"
35,"SECONDARY"
19,"VOCATIONAL/GRAMMAR"
45,"POST-SECONDARY OR HIGHER"
37,"VOCATIONAL/GRAMMAR"
75,"PRIMARY/NO EDUCATION"
57,"SECONDARY"
25,"SECONDARY"
19,"VOCATIONAL/GRAMMAR"
65,"PRIMARY/NO EDUCATION"
65,"POST-SECONDARY OR HIGHER"
73,"VOCATIONAL/GRAMMAR"
29,"VOCATIONAL/GRAMMAR"
23,"PRIMARY/NO EDUCATION"
54,"SECONDARY"
31,"POST-SECONDARY OR HIGHER"
52,"VOCATIONAL/GRAMMAR"
71,"POST-SECONDARY OR HIGHER"
24,"SECONDARY"
58,"VOCATIONAL/GRAMMAR"
30,"SECONDARY"
20,"SECONDARY"
33,"POST-SECONDARY OR HIGHER"
28,"VOCATIONAL/GRAMMAR"
65,"POST-SECONDARY OR HIGHER"
45,"PRIMARY/NO EDUCATION"
36,"POST-SECONDARY OR HIGHER"
54,"VOCATIONAL/GRAMMAR"
59,"VOCATIONAL/GRAMMAR"
74,"VOCATIONAL/GRAMMAR"
66,"PRIMARY/NO EDUCATION"
77,"PRIMARY/NO EDUCATION"
59,"SECONDARY"
33,"POST-SECONDARY OR HIGHER"
19,"VOCATIONAL/GRAMMAR"
16,"PRIMARY/NO EDUCATION"
32,"SECONDARY"
20,"VOCATIONAL/GRAMMAR"
58,"VOCATIONAL/GRAMMAR"
65,"PRIMARY/NO EDUCATION"
45,"VOCATIONAL/GRAMMAR"
60,"PRIMARY/NO EDUCATION"
52,"VOCATIONAL/GRAMMAR"
22,"POST-SECONDARY OR HIGHER"
73,"PRIMARY/NO EDUCATION"
29,"VOCATIONAL/GRAMMAR"
51,"SECONDARY"
62,"PRIMARY/NO EDUCATION"
21,"SECONDARY"
64,"PRIMARY/NO EDUCATION"
57,"PRIMARY/NO EDUCATION"
51,"VOCATIONAL/GRAMMAR"
55,"VOCATIONAL/GRAMMAR"
67,"VOCATIONAL/GRAMMAR"
21,"VOCATIONAL/GRAMMAR"
49,"POST-SECONDARY OR HIGHER"
53,"VOCATIONAL/GRAMMAR"
61,"PRIMARY/NO EDUCATION"
39,"VOCATIONAL/GRAMMAR"
33,"POST-SECONDARY OR HIGHER"
31,"POST-SECONDARY OR HIGHER"
50,"SECONDARY"
46,"SECONDARY"
75,"VOCATIONAL/GRAMMAR"
36,"SECONDARY"
40,"SECONDARY"
36,"VOCATIONAL/GRAMMAR"
53,"VOCATIONAL/GRAMMAR"
23,"SECONDARY"
51,"PRIMARY/NO EDUCATION"
20,"VOCATIONAL/GRAMMAR"
63,"PRIMARY/NO EDUCATION"
52,"POST-SECONDARY OR HIGHER"
79,"VOCATIONAL/GRAMMAR"
55,"PRIMARY/NO EDUCATION"
75,"PRIMARY/NO EDUCATION"
48,"SECONDARY"
23,"SECONDARY"
62,"PRIMARY/NO EDUCATION"
58,"VOCATIONAL/GRAMMAR"
61,"PRIMARY/NO EDUCATION"
24,"VOCATIONAL/GRAMMAR"
56,"VOCATIONAL/GRAMMAR"
17,"VOCATIONAL/GRAMMAR"
64,"SECONDARY"
51,"SECONDARY"
60,"VOCATIONAL/GRAMMAR"
55,"POST-SECONDARY OR HIGHER"
21,"SECONDARY"
45,"PRIMARY/NO EDUCATION"
48,"VOCATIONAL/GRAMMAR"
48,"POST-SECONDARY OR HIGHER"
42,"SECONDARY"
45,"VOCATIONAL/GRAMMAR"
62,"PRIMARY/NO EDUCATION"
36,"VOCATIONAL/GRAMMAR"
70,"PRIMARY/NO EDUCATION"
52,"VOCATIONAL/GRAMMAR"
42,"VOCATIONAL/GRAMMAR"
47,"VOCATIONAL/GRAMMAR"
70,"PRIMARY/NO EDUCATION"
83,"VOCATIONAL/GRAMMAR"
81,"PRIMARY/NO EDUCATION"
74,"PRIMARY/NO EDUCATION"
54,"VOCATIONAL/GRAMMAR"
52,"VOCATIONAL/GRAMMAR"
40,"SECONDARY"
35,"SECONDARY"
49,"SECONDARY"
35,"PRIMARY/NO EDUCATION"
59,"VOCATIONAL/GRAMMAR"
56,"VOCATIONAL/GRAMMAR"
65,"PRIMARY/NO EDUCATION"
57,"POST-SECONDARY OR HIGHER"
27,"SECONDARY"
80,"SECONDARY"
76,"PRIMARY/NO EDUCATION"
21,"POST-SECONDARY OR HIGHER"
19,"VOCATIONAL/GRAMMAR"
19,"PRIMARY/NO EDUCATION"
45,"PRIMARY/NO EDUCATION"
39,"PRIMARY/NO EDUCATION"
51,"VOCATIONAL/GRAMMAR"
75,"PRIMARY/NO EDUCATION"
48,"VOCATIONAL/GRAMMAR"
21,"SECONDARY"
35,"VOCATIONAL/GRAMMAR"
26,"SECONDARY"
88,"PRIMARY/NO EDUCATION"
88,"PRIMARY/NO EDUCATION"
34,"VOCATIONAL/GRAMMAR"
37,"SECONDARY"
78,"PRIMARY/NO EDUCATION"
23,"VOCATIONAL/GRAMMAR"
59,"SECONDARY"
25,"POST-SECONDARY OR HIGHER"
17,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
32,"VOCATIONAL/GRAMMAR"
23,"VOCATIONAL/GRAMMAR"
40,"VOCATIONAL/GRAMMAR"
48,"POST-SECONDARY OR HIGHER"
64,"VOCATIONAL/GRAMMAR"
52,"VOCATIONAL/GRAMMAR"
54,"POST-SECONDARY OR HIGHER"
72,"PRIMARY/NO EDUCATION"
25,"SECONDARY"
47,"SECONDARY"
86,"PRIMARY/NO EDUCATION"
20,"VOCATIONAL/GRAMMAR"
32,"POST-SECONDARY OR HIGHER"
33,"SECONDARY"
48,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
70,"POST-SECONDARY OR HIGHER"
70,"VOCATIONAL/GRAMMAR"
46,"SECONDARY"
70,"SECONDARY"
51,"PRIMARY/NO EDUCATION"
35,"SECONDARY"
63,"VOCATIONAL/GRAMMAR"
55,"SECONDARY"
57,"PRIMARY/NO EDUCATION"
58,"VOCATIONAL/GRAMMAR"
31,"VOCATIONAL/GRAMMAR"
22,"SECONDARY"
35,"VOCATIONAL/GRAMMAR"
24,"VOCATIONAL/GRAMMAR"
47,"VOCATIONAL/GRAMMAR"
30,"VOCATIONAL/GRAMMAR"
60,"SECONDARY"
51,"VOCATIONAL/GRAMMAR"
62,"VOCATIONAL/GRAMMAR"
55,"VOCATIONAL/GRAMMAR"
28,"POST-SECONDARY OR HIGHER"
22,"SECONDARY"
58,"VOCATIONAL/GRAMMAR"
80,"PRIMARY/NO EDUCATION"
73,"VOCATIONAL/GRAMMAR"
28,"POST-SECONDARY OR HIGHER"
88,"PRIMARY/NO EDUCATION"
64,"SECONDARY"
74,"SECONDARY"
52,"SECONDARY"
83,"PRIMARY/NO EDUCATION"
57,"POST-SECONDARY OR HIGHER"
22,"SECONDARY"
78,"SECONDARY"
46,"POST-SECONDARY OR HIGHER"
43,"VOCATIONAL/GRAMMAR"
68,"SECONDARY"
56,"POST-SECONDARY OR HIGHER"
21,"SECONDARY"
29,"VOCATIONAL/GRAMMAR"
61,"VOCATIONAL/GRAMMAR"
19,"VOCATIONAL/GRAMMAR"
21,"SECONDARY"
51,"POST-SECONDARY OR HIGHER"
87,"PRIMARY/NO EDUCATION"
61,"SECONDARY"
32,"PRIMARY/NO EDUCATION"
25,"SECONDARY"
52,"VOCATIONAL/GRAMMAR"
78,"VOCATIONAL/GRAMMAR"
26,"POST-SECONDARY OR HIGHER"
57,"VOCATIONAL/GRAMMAR"
41,"SECONDARY"
36,"POST-SECONDARY OR HIGHER"
57,"VOCATIONAL/GRAMMAR"
60,"SECONDARY"
59,"VOCATIONAL/GRAMMAR"
61,"PRIMARY/NO EDUCATION"
51,"POST-SECONDARY OR HIGHER"
22,"SECONDARY"
38,"VOCATIONAL/GRAMMAR"
36,"VOCATIONAL/GRAMMAR"
63,"VOCATIONAL/GRAMMAR"
55,"POST-SECONDARY OR HIGHER"
74,"PRIMARY/NO EDUCATION"
23,"POST-SECONDARY OR HIGHER"
27,"VOCATIONAL/GRAMMAR"
20,"VOCATIONAL/GRAMMAR"
48,"VOCATIONAL/GRAMMAR"
17,"SECONDARY"
50,"VOCATIONAL/GRAMMAR"
62,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
57,"VOCATIONAL/GRAMMAR"
48,"SECONDARY"
46,"POST-SECONDARY OR HIGHER"
30,"POST-SECONDARY OR HIGHER"
51,"VOCATIONAL/GRAMMAR"
42,"POST-SECONDARY OR HIGHER"
46,"SECONDARY"
20,"SECONDARY"
65,"SECONDARY"
34,"VOCATIONAL/GRAMMAR"
30,"POST-SECONDARY OR HIGHER"
36,"SECONDARY"
36,"POST-SECONDARY OR HIGHER"
50,"VOCATIONAL/GRAMMAR"
34,"SECONDARY"
49,"VOCATIONAL/GRAMMAR"
44,"VOCATIONAL/GRAMMAR"
48,"VOCATIONAL/GRAMMAR"
55,"SECONDARY"
56,"PRIMARY/NO EDUCATION"
55,"POST-SECONDARY OR HIGHER"
57,"SECONDARY"
31,"VOCATIONAL/GRAMMAR"
45,"VOCATIONAL/GRAMMAR"
62,"VOCATIONAL/GRAMMAR"
63,"SECONDARY"
20,"VOCATIONAL/GRAMMAR"
63,"VOCATIONAL/GRAMMAR"
55,"SECONDARY"
49,"PRIMARY/NO EDUCATION"
57,"VOCATIONAL/GRAMMAR"
62,"POST-SECONDARY OR HIGHER"
64,"SECONDARY"
26,"SECONDARY"
23,"SECONDARY"
45,"VOCATIONAL/GRAMMAR"
27,"SECONDARY"
26,"SECONDARY"
63,"VOCATIONAL/GRAMMAR"
34,"SECONDARY"
81,"POST-SECONDARY OR HIGHER"
65,"VOCATIONAL/GRAMMAR"
63,"SECONDARY"
57,"SECONDARY"
44,"VOCATIONAL/GRAMMAR"
29,"POST-SECONDARY OR HIGHER"
63,"PRIMARY/NO EDUCATION"
76,"PRIMARY/NO EDUCATION"
60,"VOCATIONAL/GRAMMAR"
64,"SECONDARY"
42,"VOCATIONAL/GRAMMAR"
66,"SECONDARY"
44,"POST-SECONDARY OR HIGHER"
51,"VOCATIONAL/GRAMMAR"
35,"POST-SECONDARY OR HIGHER"
78,"PRIMARY/NO EDUCATION"
62,"PRIMARY/NO EDUCATION"
30,"POST-SECONDARY OR HIGHER"
62,"VOCATIONAL/GRAMMAR"
70,"PRIMARY/NO EDUCATION"
29,"VOCATIONAL/GRAMMAR"
70,"PRIMARY/NO EDUCATION"
42,"VOCATIONAL/GRAMMAR"
17,"VOCATIONAL/GRAMMAR"
57,"PRIMARY/NO EDUCATION"
47,"POST-SECONDARY OR HIGHER"
44,"SECONDARY"
76,"PRIMARY/NO EDUCATION"
28,"VOCATIONAL/GRAMMAR"
77,"SECONDARY"
64,"PRIMARY/NO EDUCATION"
46,"PRIMARY/NO EDUCATION"
23,"POST-SECONDARY OR HIGHER"
69,"POST-SECONDARY OR HIGHER"
84,"PRIMARY/NO EDUCATION"
62,"SECONDARY"
28,"POST-SECONDARY OR HIGHER"
52,"VOCATIONAL/GRAMMAR"
41,"SECONDARY"
52,"SECONDARY"
52,"VOCATIONAL/GRAMMAR"
30,"POST-SECONDARY OR HIGHER"
39,"SECONDARY"
63,"VOCATIONAL/GRAMMAR"
23,"SECONDARY"
46,"VOCATIONAL/GRAMMAR"
40,"POST-SECONDARY OR HIGHER"
57,"POST-SECONDARY OR HIGHER"
34,"VOCATIONAL/GRAMMAR"
23,"POST-SECONDARY OR HIGHER"
54,"VOCATIONAL/GRAMMAR"
32,"SECONDARY"
50,"VOCATIONAL/GRAMMAR"
41,"POST-SECONDARY OR HIGHER"
43,"SECONDARY"
32,"POST-SECONDARY OR HIGHER"
62,"PRIMARY/NO EDUCATION"
50,"PRIMARY/NO EDUCATION"
67,"PRIMARY/NO EDUCATION"
21,"PRIMARY/NO EDUCATION"
70,"SECONDARY"
37,"SECONDARY"
55,"SECONDARY"
42,"VOCATIONAL/GRAMMAR"
44,"POST-SECONDARY OR HIGHER"
58,"VOCATIONAL/GRAMMAR"
20,"VOCATIONAL/GRAMMAR"
38,"VOCATIONAL/GRAMMAR"
82,"VOCATIONAL/GRAMMAR"
59,"SECONDARY"
23,"VOCATIONAL/GRAMMAR"
17,"VOCATIONAL/GRAMMAR"
54,"SECONDARY"
79,"PRIMARY/NO EDUCATION"
53,"SECONDARY"
54,"VOCATIONAL/GRAMMAR"
78,"PRIMARY/NO EDUCATION"
34,"POST-SECONDARY OR HIGHER"
61,"PRIMARY/NO EDUCATION"
76,"SECONDARY"
83,"PRIMARY/NO EDUCATION"
18,"VOCATIONAL/GRAMMAR"
57,"PRIMARY/NO EDUCATION"
61,"PRIMARY/NO EDUCATION"
57,"VOCATIONAL/GRAMMAR"
55,"SECONDARY"
23,"SECONDARY"
61,"PRIMARY/NO EDUCATION"
57,"VOCATIONAL/GRAMMAR"
22,"SECONDARY"
69,"VOCATIONAL/GRAMMAR"
21,"POST-SECONDARY OR HIGHER"
24,"POST-SECONDARY OR HIGHER"
48,"PRIMARY/NO EDUCATION"
17,"VOCATIONAL/GRAMMAR"
56,"POST-SECONDARY OR HIGHER"
74,"PRIMARY/NO EDUCATION"
61,"POST-SECONDARY OR HIGHER"
84,"SECONDARY"
60,"PRIMARY/NO EDUCATION"
42,"SECONDARY"
40,"POST-SECONDARY OR HIGHER"
33,"VOCATIONAL/GRAMMAR"
27,"VOCATIONAL/GRAMMAR"
56,"SECONDARY"
31,"PRIMARY/NO EDUCATION"
74,"SECONDARY"
64,"PRIMARY/NO EDUCATION"
40,"POST-SECONDARY OR HIGHER"
54,"POST-SECONDARY OR HIGHER"
79,"SECONDARY"
61,"SECONDARY"
64,"SECONDARY"
73,"PRIMARY/NO EDUCATION"
34,"VOCATIONAL/GRAMMAR"
18,"VOCATIONAL/GRAMMAR"
47,"VOCATIONAL/GRAMMAR"
75,"PRIMARY/NO EDUCATION"
57,"SECONDARY"
18,"VOCATIONAL/GRAMMAR"
29,"PRIMARY/NO EDUCATION"
25,"POST-SECONDARY OR HIGHER"
62,"PRIMARY/NO EDUCATION"
20,"VOCATIONAL/GRAMMAR"
56,"SECONDARY"
20,"VOCATIONAL/GRAMMAR"
54,"SECONDARY"
57,"SECONDARY"
67,"SECONDARY"
61,"POST-SECONDARY OR HIGHER"
58,"VOCATIONAL/GRAMMAR"
23,"SECONDARY"
24,"SECONDARY"
57,"VOCATIONAL/GRAMMAR"
65,"PRIMARY/NO EDUCATION"
20,"VOCATIONAL/GRAMMAR"
49,"VOCATIONAL/GRAMMAR"
46,"VOCATIONAL/GRAMMAR"
44,"POST-SECONDARY OR HIGHER"
69,"PRIMARY/NO EDUCATION"
38,"SECONDARY"
51,"POST-SECONDARY OR HIGHER"
57,"VOCATIONAL/GRAMMAR"
22,"SECONDARY"
57,"VOCATIONAL/GRAMMAR"
33,"SECONDARY"
33,"SECONDARY"
17,"VOCATIONAL/GRAMMAR"
21,"SECONDARY"
59,"POST-SECONDARY OR HIGHER"
42,"SECONDARY"
58,"PRIMARY/NO EDUCATION"
58,"VOCATIONAL/GRAMMAR"
17,"SECONDARY"
53,"POST-SECONDARY OR HIGHER"
34,"POST-SECONDARY OR HIGHER"
90,"PRIMARY/NO EDUCATION"
36,"VOCATIONAL/GRAMMAR"
37,"POST-SECONDARY OR HIGHER"
62,"VOCATIONAL/GRAMMAR"
54,"VOCATIONAL/GRAMMAR"
52,"POST-SECONDARY OR HIGHER"
64,"PRIMARY/NO EDUCATION"
49,"VOCATIONAL/GRAMMAR"
60,"SECONDARY"
30,"POST-SECONDARY OR HIGHER"
33,"POST-SECONDARY OR HIGHER"
42,"POST-SECONDARY OR HIGHER"
62,"PRIMARY/NO EDUCATION"
36,"POST-SECONDARY OR HIGHER"
46,"PRIMARY/NO EDUCATION"
68,"SECONDARY"
35,"POST-SECONDARY OR HIGHER"
92,"PRIMARY/NO EDUCATION"
31,"VOCATIONAL/GRAMMAR"
37,"POST-SECONDARY OR HIGHER"
48,"VOCATIONAL/GRAMMAR"
76,"PRIMARY/NO EDUCATION"
18,"VOCATIONAL/GRAMMAR"
24,"SECONDARY"
63,"SECONDARY"
27,"VOCATIONAL/GRAMMAR"
47,"POST-SECONDARY OR HIGHER"
26,"SECONDARY"
48,"SECONDARY"
33,"POST-SECONDARY OR HIGHER"
70,"POST-SECONDARY OR HIGHER"
73,"VOCATIONAL/GRAMMAR"
35,"SECONDARY"
60,"PRIMARY/NO EDUCATION"
56,"SECONDARY"
40,"SECONDARY"
35,"SECONDARY"
46,"VOCATIONAL/GRAMMAR"
17,"VOCATIONAL/GRAMMAR"
55,"POST-SECONDARY OR HIGHER"
33,"POST-SECONDARY OR HIGHER"
17,"PRIMARY/NO EDUCATION"
16,"PRIMARY/NO EDUCATION"
55,"SECONDARY"
81,NA
42,"VOCATIONAL/GRAMMAR"
56,"POST-SECONDARY OR HIGHER"
42,"VOCATIONAL/GRAMMAR"
31,"POST-SECONDARY OR HIGHER"
61,"VOCATIONAL/GRAMMAR"
50,"VOCATIONAL/GRAMMAR"
42,"PRIMARY/NO EDUCATION"
61,"PRIMARY/NO EDUCATION"
80,"SECONDARY"
36,"PRIMARY/NO EDUCATION"
69,"VOCATIONAL/GRAMMAR"
32,"POST-SECONDARY OR HIGHER"
49,"VOCATIONAL/GRAMMAR"
77,"PRIMARY/NO EDUCATION"
