sex,age,income,edu
MALE,32,566.0,PRIMARY/NO EDUCATION
FEMALE,66,800.0,SECONDARY
FEMALE,48,540.0,VOCATIONAL/GRAMMAR
FEMALE,29,124.0,POST-SECONDARY OR HIGHER
MALE,52,,PRIMARY/NO EDUCATION
MALE,74,447.0,
MALE,37,1304.0,POST-SECONDARY OR HIGHER
MALE,87,775.0,POST-SECONDARY OR HIGHER
FEMALE,25,666.0,VOCATIONAL/GRAMMAR
FEMALE,53,34.0,PRIMARY/NO EDUCATION
MALE,46,1252.0,VOCATIONAL/GRAMMAR
FEMALE,37,2089.0,SECONDARY
MALE,16,1214.0,POST-SECONDARY OR HIGHER
MALE,42,1566.0,VOCATIONAL/GRAMMAR
MALE,35,1129.0,SECONDARY
FEMALE,56,544.0,SECONDARY
FEMALE,16,1843.0,SECONDARY
MALE,66,606.0,VOCATIONAL/GRAMMAR
FEMALE,23,1385.0,SECONDARY
FEMALE,22,1055.0,VOCATIONAL/GRAMMAR
FEMALE,28,6.0,POST-SECONDARY OR HIGHER
MALE,16,950.0,SECONDARY
FEMALE,62,-8.0,VOCATIONAL/GRAMMAR
FEMALE,58,-8.0,POST-SECONDARY OR HIGHER
MALE,16,114.0,SECONDARY
FEMALE,93,1608.0,SECONDARY
FEMALE,27,628.0,VOCATIONAL/GRAMMAR
MALE,25,986.0,POST-SECONDARY OR HIGHER
MALE,16,1896.0,SECONDARY
FEMALE,57,2033.0,SECONDARY
FEMALE,20,-8.0,PRIMARY/NO EDUCATION
FEMALE,65,-8.0,SECONDARY
FEMALE,31,2123.0,SECONDARY
FEMALE,71,3815.0,VOCATIONAL/GRAMMAR
FEMALE,64,1100.0,PRIMARY/NO EDUCATION
FEMALE,20,-8.0,
MALE,42,1263.0,POST-SECONDARY OR HIGHER
MALE,21,1184.0,VOCATIONAL/GRAMMAR
FEMALE,16,1347.0,VOCATIONAL/GRAMMAR
FEMALE,20,,VOCATIONAL/GRAMMAR
FEMALE,28,1281.0,PRIMARY/NO EDUCATION
FEMALE,20,752.0,PRIMARY/NO EDUCATION
MALE,16,764.0,SECONDARY
FEMALE,42,1521.0,VOCATIONAL/GRAMMAR
MALE,45,1862.0,SECONDARY
FEMALE,71,295.0,SECONDARY
FEMALE,50,993.0,VOCATIONAL/GRAMMAR
MALE,42,671.0,POST-SECONDARY OR HIGHER
MALE,30,1016.0,POST-SECONDARY OR HIGHER
FEMALE,22,604.0,SECONDARY
MALE,27,,SECONDARY
FEMALE,32,1151.0,VOCATIONAL/GRAMMAR
MALE,40,2126.0,PRIMARY/NO EDUCATION
FEMALE,26,1049.0,PRIMARY/NO EDUCATION
FEMALE,21,1949.0,POST-SECONDARY OR HIGHER
MALE,49,1119.0,VOCATIONAL/GRAMMAR
MALE,75,413.0,VOCATIONAL/GRAMMAR
FEMALE,16,,POST-SECONDARY OR HIGHER
FEMALE,48,1548.0,PRIMARY/NO EDUCATION
FEMALE,28,3351.0,SECONDARY
MALE,48,741.0,VOCATIONAL/GRAMMAR
MALE,32,2201.0,VOCATIONAL/GRAMMAR
MALE,29,666.0,SECONDARY
FEMALE,62,975.0,POST-SECONDARY OR HIGHER
FEMALE,34,1308.0,VOCATIONAL/GRAMMAR
FEMALE,31,94.0,SECONDARY
MALE,39,,POST-SECONDARY OR HIGHER
FEMALE,63,1762.0,POST-SECONDARY OR HIGHER
FEMALE,52,1247.0,SECONDARY
MALE,58,271.0,
FEMALE,48,,POST-SECONDARY OR HIGHER
FEMALE,56,1059.0,VOCATIONAL/GRAMMAR
FEMALE,23,1274.0,POST-SECONDARY OR HIGHER
FEMALE,53,107.0,VOCATIONAL/GRAMMAR
MALE,45,1262.0,
MALE,52,653.0,SECONDARY
MALE,17,416.0,SECONDARY
MALE,37,1152.0,VOCATIONAL/GRAMMAR
FEMALE,61,1553.0,VOCATIONAL/GRAMMAR
MALE,23,,SECONDARY
FEMALE,16,1451.0,SECONDARY
FEMALE,25,1576.0,POST-SECONDARY OR HIGHER
FEMALE,95,2019.0,SECONDARY
MALE,77,336.0,
MALE,66,237.0,POST-SECONDARY OR HIGHER
FEMALE,60,1908.0,VOCATIONAL/GRAMMAR
FEMALE,20,959.0,POST-SECONDARY OR HIGHER
MALE,43,2026.0,POST-SECONDARY OR HIGHER
MALE,46,-8.0,VOCATIONAL/GRAMMAR
MALE,27,716.0,POST-SECONDARY OR HIGHER
FEMALE,20,-8.0,VOCATIONAL/GRAMMAR
FEMALE,17,1139.0,POST-SECONDARY OR HIGHER
MALE,61,-8.0,POST-SECONDARY OR HIGHER
MALE,79,1541.0,SECONDARY
MALE,72,1211.0,VOCATIONAL/GRAMMAR
FEMALE,49,1647.0,SECONDARY
MALE,51,787.0,PRIMARY/NO EDUCATION
FEMALE,66,1390.0,POST-SECONDARY OR HIGHER
MALE,62,1502.0,SECONDARY
MALE,25,1471.0,SECONDARY
FEMALE,88,1132.0,SECONDARY
FEMALE,59,106.0,POST-SECONDARY OR HIGHER
FEMALE,70,1270.0,SECONDARY
FEMALE,19,186.0,SECONDARY
FEMALE,26,469.0,VOCATIONAL/GRAMMAR
FEMALE,68,768.0,
MALE,60,948.0,PRIMARY/NO EDUCATION
FEMALE,63,1448.0,POST-SECONDARY OR HIGHER
FEMALE,33,895.0,PRIMARY/NO EDUCATION
MALE,19,283.0,SECONDARY
MALE,16,,VOCATIONAL/GRAMMAR
MALE,63,1179.0,VOCATIONAL/GRAMMAR
MALE,36,924.0,VOCATIONAL/GRAMMAR
FEMALE,25,376.0,VOCATIONAL/GRAMMAR
FEMALE,45,600.0,POST-SECONDARY OR HIGHER
MALE,26,125.0,POST-SECONDARY OR HIGHER
FEMALE,47,903.0,POST-SECONDARY OR HIGHER
FEMALE,31,,PRIMARY/NO EDUCATION
MALE,18,364.0,VOCATIONAL/GRAMMAR
MALE,19,,POST-SECONDARY OR HIGHER
FEMALE,25,-8.0,SECONDARY
FEMALE,53,3417.0,SECONDARY
FEMALE,29,1447.0,SECONDARY
FEMALE,28,1069.0,PRIMARY/NO EDUCATION
MALE,49,1098.0,SECONDARY
MALE,35,,VOCATIONAL/GRAMMAR
MALE,22,1573.0,PRIMARY/NO EDUCATION
FEMALE,25,1221.0,VOCATIONAL/GRAMMAR
FEMALE,32,1601.0,PRIMARY/NO EDUCATION
MALE,76,1304.0,POST-SECONDARY OR HIGHER
FEMALE,20,915.0,SECONDARY
FEMALE,79,,VOCATIONAL/GRAMMAR
FEMALE,21,1154.0,PRIMARY/NO EDUCATION
FEMALE,62,1205.0,VOCATIONAL/GRAMMAR
MALE,38,,VOCATIONAL/GRAMMAR
MALE,74,1515.0,PRIMARY/NO EDUCATION
MALE,56,1366.0,VOCATIONAL/GRAMMAR
FEMALE,32,1607.0,PRIMARY/NO EDUCATION
FEMALE,16,1572.0,POST-SECONDARY OR HIGHER
FEMALE,80,337.0,VOCATIONAL/GRAMMAR
MALE,63,1622.0,VOCATIONAL/GRAMMAR
MALE,50,120.0,POST-SECONDARY OR HIGHER
MALE,57,,VOCATIONAL/GRAMMAR
MALE,43,1094.0,SECONDARY
FEMALE,17,1389.0,VOCATIONAL/GRAMMAR
FEMALE,41,1994.0,SECONDARY
FEMALE,26,278.0,POST-SECONDARY OR HIGHER
FEMALE,16,493.0,VOCATIONAL/GRAMMAR
FEMALE,16,1792.0,VOCATIONAL/GRAMMAR
FEMALE,21,,PRIMARY/NO EDUCATION
MALE,66,,VOCATIONAL/GRAMMAR
FEMALE,63,851.0,VOCATIONAL/GRAMMAR
FEMALE,51,1465.0,SECONDARY
FEMALE,35,69.0,PRIMARY/NO EDUCATION
MALE,73,1884.0,VOCATIONAL/GRAMMAR
MALE,69,136.0,VOCATIONAL/GRAMMAR
FEMALE,22,698.0,PRIMARY/NO EDUCATION
MALE,26,24.0,PRIMARY/NO EDUCATION
MALE,75,1136.0,POST-SECONDARY OR HIGHER
FEMALE,61,2117.0,POST-SECONDARY OR HIGHER
MALE,21,597.0,VOCATIONAL/GRAMMAR
MALE,17,1410.0,VOCATIONAL/GRAMMAR
MALE,60,,VOCATIONAL/GRAMMAR
MALE,37,922.0,VOCATIONAL/GRAMMAR
MALE,51,2038.0,PRIMARY/NO EDUCATION
FEMALE,69,837.0,SECONDARY
MALE,48,1740.0,POST-SECONDARY OR HIGHER
FEMALE,72,,VOCATIONAL/GRAMMAR
FEMALE,80,1279.0,POST-SECONDARY OR HIGHER
FEMALE,24,,SECONDARY
FEMALE,32,,POST-SECONDARY OR HIGHER
FEMALE,16,,VOCATIONAL/GRAMMAR
MALE,91,509.0,VOCATIONAL/GRAMMAR
MALE,57,1238.0,VOCATIONAL/GRAMMAR
MALE,61,1992.0,PRIMARY/NO EDUCATION
MALE,41,429.0,VOCATIONAL/GRAMMAR
FEMALE,26,1502.0,SECONDARY
FEMALE,87,1381.0,SECONDARY
MALE,26,1042.0,POST-SECONDARY OR HIGHER
MALE,47,,SECONDARY
FEMALE,79,831.0,PRIMARY/NO EDUCATION
MALE,24,1030.0,PRIMARY/NO EDUCATION
FEMALE,38,1437.0,PRIMARY/NO EDUCATION
FEMALE,60,1959.0,PRIMARY/NO EDUCATION
FEMALE,29,-8.0,VOCATIONAL/GRAMMAR
FEMALE,55,,VOCATIONAL/GRAMMAR
MALE,39,1177.0,VOCATIONAL/GRAMMAR
FEMALE,79,-8.0,PRIMARY/NO EDUCATION
FEMALE,27,,VOCATIONAL/GRAMMAR
FEMALE,20,1358.0,PRIMARY/NO EDUCATION
FEMALE,36,2105.0,VOCATIONAL/GRAMMAR
MALE,80,1046.0,SECONDARY
MALE,83,-8.0,VOCATIONAL/GRAMMAR
MALE,73,1525.0,POST-SECONDARY OR HIGHER
FEMALE,25,1158.0,VOCATIONAL/GRAMMAR
FEMALE,50,255.0,VOCATIONAL/GRAMMAR
FEMALE,31,1152.0,VOCATIONAL/GRAMMAR
FEMALE,23,308.0,SECONDARY
FEMALE,26,598.0,SECONDARY
FEMALE,38,195.0,VOCATIONAL/GRAMMAR
MALE,78,1051.0,POST-SECONDARY OR HIGHER
MALE,35,599.0,POST-SECONDARY OR HIGHER
FEMALE,31,1670.0,POST-SECONDARY OR HIGHER
FEMALE,21,571.0,VOCATIONAL/GRAMMAR
FEMALE,48,,VOCATIONAL/GRAMMAR
MALE,73,289.0,
MALE,54,187.0,POST-SECONDARY OR HIGHER
FEMALE,18,710.0,PRIMARY/NO EDUCATION
MALE,32,1020.0,SECONDARY
FEMALE,33,1964.0,PRIMARY/NO EDUCATION
FEMALE,22,1557.0,
MALE,21,1660.0,PRIMARY/NO EDUCATION
FEMALE,22,1400.0,PRIMARY/NO EDUCATION
MALE,54,1508.0,POST-SECONDARY OR HIGHER
FEMALE,53,1754.0,POST-SECONDARY OR HIGHER
MALE,45,1676.0,VOCATIONAL/GRAMMAR
MALE,60,1709.0,SECONDARY
FEMALE,21,611.0,PRIMARY/NO EDUCATION
MALE,86,,VOCATIONAL/GRAMMAR
FEMALE,16,3513.0,SECONDARY
FEMALE,64,740.0,SECONDARY
MALE,29,,POST-SECONDARY OR HIGHER
FEMALE,61,,POST-SECONDARY OR HIGHER
MALE,41,17.0,PRIMARY/NO EDUCATION
MALE,81,442.0,SECONDARY
FEMALE,16,1611.0,SECONDARY
MALE,29,613.0,PRIMARY/NO EDUCATION
FEMALE,17,6882.0,SECONDARY
MALE,54,540.0,VOCATIONAL/GRAMMAR
MALE,87,,POST-SECONDARY OR HIGHER
FEMALE,52,1284.0,PRIMARY/NO EDUCATION
MALE,52,905.0,
MALE,74,1092.0,
FEMALE,45,560.0,VOCATIONAL/GRAMMAR
MALE,62,1669.0,VOCATIONAL/GRAMMAR
FEMALE,56,1285.0,SECONDARY
MALE,60,632.0,VOCATIONAL/GRAMMAR
FEMALE,77,,SECONDARY
MALE,32,1735.0,PRIMARY/NO EDUCATION
MALE,39,209.0,POST-SECONDARY OR HIGHER
FEMALE,23,416.0,VOCATIONAL/GRAMMAR
FEMALE,64,,SECONDARY
MALE,28,198.0,PRIMARY/NO EDUCATION
MALE,22,1344.0,VOCATIONAL/GRAMMAR
MALE,28,,VOCATIONAL/GRAMMAR
FEMALE,42,708.0,PRIMARY/NO EDUCATION
FEMALE,18,,POST-SECONDARY OR HIGHER
MALE,82,794.0,POST-SECONDARY OR HIGHER
MALE,91,584.0,PRIMARY/NO EDUCATION
MALE,47,732.0,VOCATIONAL/GRAMMAR
MALE,60,,VOCATIONAL/GRAMMAR
FEMALE,26,,SECONDARY
FEMALE,16,32.0,VOCATIONAL/GRAMMAR
FEMALE,57,675.0,SECONDARY
FEMALE,17,,VOCATIONAL/GRAMMAR
FEMALE,70,1871.0,PRIMARY/NO EDUCATION
FEMALE,22,787.0,SECONDARY
FEMALE,28,1677.0,VOCATIONAL/GRAMMAR
FEMALE,36,1617.0,PRIMARY/NO EDUCATION
FEMALE,20,698.0,PRIMARY/NO EDUCATION
FEMALE,20,430.0,VOCATIONAL/GRAMMAR
FEMALE,16,,POST-SECONDARY OR HIGHER
MALE,53,1575.0,PRIMARY/NO EDUCATION
MALE,33,608.0,
FEMALE,27,897.0,
FEMALE,62,1908.0,PRIMARY/NO EDUCATION
MALE,68,1420.0,POST-SECONDARY OR HIGHER
FEMALE,37,1849.0,SECONDARY
FEMALE,80,882.0,
FEMALE,92,,VOCATIONAL/GRAMMAR
MALE,21,2557.0,VOCATIONAL/GRAMMAR
FEMALE,27,,SECONDARY
FEMALE,23,,POST-SECONDARY OR HIGHER
FEMALE,27,1308.0,POST-SECONDARY OR HIGHER
FEMALE,54,1552.0,VOCATIONAL/GRAMMAR
FEMALE,73,2171.0,POST-SECONDARY OR HIGHER
MALE,74,3984.0,SECONDARY
MALE,52,5382.0,
MALE,61,593.0,VOCATIONAL/GRAMMAR
FEMALE,47,987.0,VOCATIONAL/GRAMMAR
FEMALE,77,1454.0,SECONDARY
MALE,20,546.0,SECONDARY
MALE,20,1014.0,VOCATIONAL/GRAMMAR
FEMALE,64,1512.0,VOCATIONAL/GRAMMAR
FEMALE,21,1831.0,PRIMARY/NO EDUCATION
FEMALE,23,850.0,VOCATIONAL/GRAMMAR
FEMALE,26,1232.0,SECONDARY
MALE,68,1462.0,SECONDARY
MALE,62,1021.0,PRIMARY/NO EDUCATION
MALE,37,,VOCATIONAL/GRAMMAR
MALE,54,-8.0,PRIMARY/NO EDUCATION
MALE,38,1170.0,SECONDARY
MALE,30,338.0,SECONDARY
MALE,28,1548.0,VOCATIONAL/GRAMMAR
FEMALE,17,,PRIMARY/NO EDUCATION
FEMALE,64,720.0,VOCATIONAL/GRAMMAR
FEMALE,53,,PRIMARY/NO EDUCATION
FEMALE,16,1236.0,VOCATIONAL/GRAMMAR
MALE,53,1251.0,POST-SECONDARY OR HIGHER
MALE,28,,SECONDARY
MALE,58,1776.0,VOCATIONAL/GRAMMAR
MALE,22,,VOCATIONAL/GRAMMAR
FEMALE,35,,POST-SECONDARY OR HIGHER
MALE,23,,SECONDARY
FEMALE,48,1127.0,VOCATIONAL/GRAMMAR
MALE,28,,VOCATIONAL/GRAMMAR
MALE,61,,PRIMARY/NO EDUCATION
MALE,63,1338.0,VOCATIONAL/GRAMMAR
MALE,44,1135.0,PRIMARY/NO EDUCATION
MALE,86,1231.0,POST-SECONDARY OR HIGHER
MALE,50,465.0,VOCATIONAL/GRAMMAR
FEMALE,21,141.0,VOCATIONAL/GRAMMAR
MALE,16,1351.0,VOCATIONAL/GRAMMAR
MALE,21,829.0,VOCATIONAL/GRAMMAR
MALE,16,188.0,POST-SECONDARY OR HIGHER
MALE,18,,VOCATIONAL/GRAMMAR
FEMALE,36,1735.0,PRIMARY/NO EDUCATION
FEMALE,24,188.0,VOCATIONAL/GRAMMAR
MALE,18,533.0,POST-SECONDARY OR HIGHER
FEMALE,36,1468.0,PRIMARY/NO EDUCATION
MALE,65,1595.0,VOCATIONAL/GRAMMAR
MALE,55,943.0,POST-SECONDARY OR HIGHER
MALE,20,1164.0,VOCATIONAL/GRAMMAR
MALE,16,592.0,SECONDARY
MALE,18,647.0,VOCATIONAL/GRAMMAR
FEMALE,64,591.0,PRIMARY/NO EDUCATION
MALE,66,1281.0,POST-SECONDARY OR HIGHER
MALE,26,791.0,VOCATIONAL/GRAMMAR
FEMALE,55,,PRIMARY/NO EDUCATION
FEMALE,58,1422.0,VOCATIONAL/GRAMMAR
FEMALE,40,1648.0,PRIMARY/NO EDUCATION
MALE,57,,VOCATIONAL/GRAMMAR
FEMALE,88,1623.0,PRIMARY/NO EDUCATION
MALE,29,1995.0,PRIMARY/NO EDUCATION
MALE,32,1246.0,VOCATIONAL/GRAMMAR
FEMALE,18,225.0,SECONDARY
FEMALE,25,1763.0,SECONDARY
MALE,86,223.0,PRIMARY/NO EDUCATION
MALE,26,1389.0,POST-SECONDARY OR HIGHER
MALE,21,1242.0,SECONDARY
FEMALE,91,860.0,SECONDARY
FEMALE,59,846.0,VOCATIONAL/GRAMMAR
FEMALE,32,-8.0,POST-SECONDARY OR HIGHER
FEMALE,38,514.0,
MALE,96,,SECONDARY
FEMALE,33,1383.0,VOCATIONAL/GRAMMAR
MALE,35,193.0,POST-SECONDARY OR HIGHER
MALE,18,949.0,VOCATIONAL/GRAMMAR
MALE,55,1339.0,PRIMARY/NO EDUCATION
MALE,91,1438.0,VOCATIONAL/GRAMMAR
FEMALE,21,,SECONDARY
MALE,68,1797.0,VOCATIONAL/GRAMMAR
FEMALE,45,744.0,VOCATIONAL/GRAMMAR
MALE,62,1939.0,PRIMARY/NO EDUCATION
FEMALE,29,1384.0,PRIMARY/NO EDUCATION
FEMALE,61,1593.0,SECONDARY
FEMALE,41,785.0,SECONDARY
MALE,29,1144.0,POST-SECONDARY OR HIGHER
MALE,51,1290.0,POST-SECONDARY OR HIGHER
MALE,21,724.0,POST-SECONDARY OR HIGHER
MALE,49,,VOCATIONAL/GRAMMAR
FEMALE,79,-8.0,SECONDARY
FEMALE,24,32.0,POST-SECONDARY OR HIGHER
MALE,35,,SECONDARY
MALE,41,2517.0,PRIMARY/NO EDUCATION
FEMALE,49,537.0,VOCATIONAL/GRAMMAR
FEMALE,95,-8.0,
MALE,65,683.0,SECONDARY
FEMALE,18,1010.0,VOCATIONAL/GRAMMAR
MALE,62,764.0,VOCATIONAL/GRAMMAR
FEMALE,65,378.0,VOCATIONAL/GRAMMAR
MALE,28,4400.0,PRIMARY/NO EDUCATION
FEMALE,16,1317.0,PRIMARY/NO EDUCATION
FEMALE,18,49.0,VOCATIONAL/GRAMMAR
FEMALE,23,1450.0,VOCATIONAL/GRAMMAR
MALE,48,,
FEMALE,37,,POST-SECONDARY OR HIGHER
MALE,16,1285.0,VOCATIONAL/GRAMMAR
FEMALE,57,2076.0,PRIMARY/NO EDUCATION
MALE,54,651.0,SECONDARY
FEMALE,22,,POST-SECONDARY OR HIGHER
MALE,73,,POST-SECONDARY OR HIGHER
FEMALE,52,2053.0,PRIMARY/NO EDUCATION
FEMALE,62,-8.0,POST-SECONDARY OR HIGHER
MALE,25,646.0,PRIMARY/NO EDUCATION
FEMALE,56,762.0,PRIMARY/NO EDUCATION
MALE,28,-8.0,POST-SECONDARY OR HIGHER
MALE,50,60.0,PRIMARY/NO EDUCATION
MALE,73,807.0,VOCATIONAL/GRAMMAR
FEMALE,65,1431.0,PRIMARY/NO EDUCATION
MALE,16,1854.0,SECONDARY
MALE,64,909.0,VOCATIONAL/GRAMMAR
MALE,31,1459.0,VOCATIONAL/GRAMMAR
FEMALE,82,1600.0,VOCATIONAL/GRAMMAR
FEMALE,22,940.0,POST-SECONDARY OR HIGHER
FEMALE,75,293.0,VOCATIONAL/GRAMMAR
MALE,65,,POST-SECONDARY OR HIGHER
FEMALE,59,-8.0,POST-SECONDARY OR HIGHER
FEMALE,29,6528.0,VOCATIONAL/GRAMMAR
FEMALE,48,1320.0,VOCATIONAL/GRAMMAR
FEMALE,27,1158.0,POST-SECONDARY OR HIGHER
MALE,18,1332.0,VOCATIONAL/GRAMMAR
FEMALE,43,,SECONDARY
MALE,34,1026.0,
MALE,28,1331.0,VOCATIONAL/GRAMMAR
FEMALE,17,1342.0,
FEMALE,57,718.0,VOCATIONAL/GRAMMAR
MALE,61,1435.0,VOCATIONAL/GRAMMAR
MALE,38,976.0,PRIMARY/NO EDUCATION
FEMALE,29,-8.0,SECONDARY
FEMALE,37,129.0,SECONDARY
FEMALE,42,2348.0,POST-SECONDARY OR HIGHER
FEMALE,49,2019.0,VOCATIONAL/GRAMMAR
FEMALE,47,-8.0,VOCATIONAL/GRAMMAR
FEMALE,51,1089.0,PRIMARY/NO EDUCATION
FEMALE,65,423.0,SECONDARY
MALE,55,150.0,VOCATIONAL/GRAMMAR
MALE,29,1307.0,VOCATIONAL/GRAMMAR
FEMALE,62,2433.0,PRIMARY/NO EDUCATION
MALE,55,125.0,VOCATIONAL/GRAMMAR
MALE,16,513.0,PRIMARY/NO EDUCATION
FEMALE,38,,PRIMARY/NO EDUCATION
FEMALE,39,112.0,VOCATIONAL/GRAMMAR
MALE,22,0.0,VOCATIONAL/GRAMMAR
FEMALE,46,1092.0,VOCATIONAL/GRAMMAR
MALE,40,332.0,PRIMARY/NO EDUCATION
FEMALE,32,1534.0,SECONDARY
FEMALE,95,941.0,POST-SECONDARY OR HIGHER
MALE,25,1301.0,PRIMARY/NO EDUCATION
FEMALE,65,1042.0,PRIMARY/NO EDUCATION
FEMALE,31,535.0,POST-SECONDARY OR HIGHER
FEMALE,49,488.0,SECONDARY
FEMALE,22,900.0,PRIMARY/NO EDUCATION
FEMALE,41,546.0,VOCATIONAL/GRAMMAR
MALE,25,-8.0,SECONDARY
FEMALE,61,1632.0,SECONDARY
MALE,30,814.0,POST-SECONDARY OR HIGHER
FEMALE,63,1460.0,POST-SECONDARY OR HIGHER
FEMALE,34,1410.0,PRIMARY/NO EDUCATION
MALE,41,482.0,VOCATIONAL/GRAMMAR
FEMALE,75,1194.0,VOCATIONAL/GRAMMAR
FEMALE,27,,VOCATIONAL/GRAMMAR
FEMALE,53,1263.0,VOCATIONAL/GRAMMAR
FEMALE,48,,VOCATIONAL/GRAMMAR
FEMALE,16,444.0,VOCATIONAL/GRAMMAR
MALE,83,1273.0,VOCATIONAL/GRAMMAR
FEMALE,19,-8.0,VOCATIONAL/GRAMMAR
MALE,53,445.0,SECONDARY
MALE,68,103.0,PRIMARY/NO EDUCATION
FEMALE,26,193.0,POST-SECONDARY OR HIGHER
MALE,20,2461.0,SECONDARY
FEMALE,27,,SECONDARY
FEMALE,34,1263.0,PRIMARY/NO EDUCATION
MALE,19,1492.0,PRIMARY/NO EDUCATION
MALE,16,1274.0,SECONDARY
FEMALE,75,1686.0,PRIMARY/NO EDUCATION
MALE,62,1083.0,POST-SECONDARY OR HIGHER
FEMALE,31,1302.0,VOCATIONAL/GRAMMAR
FEMALE,47,783.0,SECONDARY
MALE,46,660.0,PRIMARY/NO EDUCATION
FEMALE,62,1809.0,PRIMARY/NO EDUCATION
MALE,27,913.0,PRIMARY/NO EDUCATION
FEMALE,44,-8.0,SECONDARY
FEMALE,25,-8.0,SECONDARY
MALE,27,1456.0,VOCATIONAL/GRAMMAR
FEMALE,26,1120.0,SECONDARY
FEMALE,88,932.0,
FEMALE,31,1422.0,SECONDARY
FEMALE,38,1449.0,PRIMARY/NO EDUCATION
FEMALE,29,431.0,SECONDARY
MALE,16,1387.0,PRIMARY/NO EDUCATION
FEMALE,24,1150.0,PRIMARY/NO EDUCATION
MALE,74,,PRIMARY/NO EDUCATION
MALE,29,1131.0,SECONDARY
FEMALE,30,1674.0,POST-SECONDARY OR HIGHER
FEMALE,90,1099.0,PRIMARY/NO EDUCATION
MALE,16,1608.0,SECONDARY
FEMALE,74,1544.0,VOCATIONAL/GRAMMAR
FEMALE,28,,SECONDARY
FEMALE,43,1489.0,VOCATIONAL/GRAMMAR
MALE,25,1230.0,SECONDARY
FEMALE,25,2124.0,SECONDARY
MALE,26,1765.0,VOCATIONAL/GRAMMAR
MALE,74,1905.0,SECONDARY
FEMALE,16,-8.0,
MALE,37,1051.0,VOCATIONAL/GRAMMAR
MALE,56,179.0,POST-SECONDARY OR HIGHER
FEMALE,21,1797.0,VOCATIONAL/GRAMMAR
FEMALE,34,862.0,POST-SECONDARY OR HIGHER
MALE,79,1941.0,PRIMARY/NO EDUCATION
MALE,18,1065.0,VOCATIONAL/GRAMMAR
FEMALE,31,975.0,POST-SECONDARY OR HIGHER
FEMALE,73,1406.0,PRIMARY/NO EDUCATION
FEMALE,89,1907.0,SECONDARY
MALE,24,1266.0,PRIMARY/NO EDUCATION
MALE,72,488.0,VOCATIONAL/GRAMMAR
MALE,80,1077.0,POST-SECONDARY OR HIGHER
MALE,59,1673.0,POST-SECONDARY OR HIGHER
FEMALE,18,,PRIMARY/NO EDUCATION
FEMALE,27,312.0,PRIMARY/NO EDUCATION
MALE,57,1117.0,VOCATIONAL/GRAMMAR
MALE,60,649.0,VOCATIONAL/GRAMMAR
MALE,32,1295.0,VOCATIONAL/GRAMMAR
FEMALE,64,1263.0,VOCATIONAL/GRAMMAR
FEMALE,32,1492.0,VOCATIONAL/GRAMMAR
MALE,65,785.0,
FEMALE,26,-8.0,PRIMARY/NO EDUCATION
MALE,62,602.0,VOCATIONAL/GRAMMAR
FEMALE,45,1418.0,PRIMARY/NO EDUCATION
FEMALE,34,-8.0,POST-SECONDARY OR HIGHER
MALE,56,339.0,
MALE,29,1384.0,SECONDARY
FEMALE,60,1904.0,VOCATIONAL/GRAMMAR
MALE,22,84.0,SECONDARY
FEMALE,17,830.0,PRIMARY/NO EDUCATION
FEMALE,46,-8.0,PRIMARY/NO EDUCATION
FEMALE,16,623.0,POST-SECONDARY OR HIGHER
FEMALE,24,3544.0,VOCATIONAL/GRAMMAR
FEMALE,82,1035.0,SECONDARY
FEMALE,30,-8.0,VOCATIONAL/GRAMMAR
MALE,28,1099.0,POST-SECONDARY OR HIGHER
FEMALE,30,1552.0,PRIMARY/NO EDUCATION
FEMALE,19,1376.0,VOCATIONAL/GRAMMAR
FEMALE,54,2182.0,VOCATIONAL/GRAMMAR
MALE,16,232.0,VOCATIONAL/GRAMMAR
FEMALE,61,1738.0,PRIMARY/NO EDUCATION
FEMALE,19,193.0,PRIMARY/NO EDUCATION
FEMALE,76,28.0,POST-SECONDARY OR HIGHER
FEMALE,43,,SECONDARY
FEMALE,59,,POST-SECONDARY OR HIGHER
MALE,97,52.0,SECONDARY
FEMALE,43,1032.0,PRIMARY/NO EDUCATION
MALE,39,,SECONDARY
FEMALE,48,,PRIMARY/NO EDUCATION
MALE,56,,PRIMARY/NO EDUCATION
FEMALE,39,4591.0,VOCATIONAL/GRAMMAR
MALE,16,1370.0,POST-SECONDARY OR HIGHER
MALE,62,291.0,VOCATIONAL/GRAMMAR
FEMALE,33,1535.0,PRIMARY/NO EDUCATION
MALE,46,-8.0,PRIMARY/NO EDUCATION
FEMALE,66,173.0,SECONDARY
MALE,27,1419.0,SECONDARY
FEMALE,22,-8.0,POST-SECONDARY OR HIGHER
FEMALE,24,336.0,POST-SECONDARY OR HIGHER
MALE,16,832.0,SECONDARY
FEMALE,97,1106.0,POST-SECONDARY OR HIGHER
MALE,61,-8.0,SECONDARY
FEMALE,51,405.0,POST-SECONDARY OR HIGHER
MALE,44,1376.0,SECONDARY
MALE,79,1438.0,PRIMARY/NO EDUCATION
FEMALE,34,779.0,PRIMARY/NO EDUCATION
MALE,68,2722.0,PRIMARY/NO EDUCATION
MALE,49,474.0,SECONDARY
MALE,73,620.0,PRIMARY/NO EDUCATION
FEMALE,16,64.0,POST-SECONDARY OR HIGHER
FEMALE,31,1390.0,VOCATIONAL/GRAMMAR
FEMALE,29,,SECONDARY
FEMALE,34,1818.0,POST-SECONDARY OR HIGHER
