"sex","age","placesize","region","edu","socprof","unempdur","income","marital","mmarr","ymarr","msepdiv","ysepdiv","ls","depress","trust","trustfam","trustneigh","sport","nofriend","smoke","nociga","alcabuse","alcsol","workab","wkabdur","wkabint","wkabintdur","emcc","englang","height","weight","random_1","random_2","random_3","eduspec"
"FEMALE",78,"URBAN 500,000 AND OVER","Malopolskie","POST-SECONDARY OR HIGHER","RETIRED",NA,1600,"SINGLE",NA,NA,NA,NA,"PLEASED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",158,57,"IQ","RM","RC","economy and administration"
"MALE",65,"URBAN 100,000-200,000","Warminsko-mazurskie","POST-SECONDARY OR HIGHER","RETIRED",NA,2450,"MARRIED",12,1970,NA,NA,"PLEASED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,70,"MG","BY","BY","economy and administration"
"FEMALE",31,"RURAL AREAS","Opolskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR",0,1240,NA,8,2001,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"YES, TO EU COUNTRY","IT DEPENDS","NETHERLANDS","ACTIVE",168,79,"KL","NT","FP","economy and administration"
"FEMALE",38,"URBAN 20,000-100,000","Swietokrzyskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",NA,380,"MARRIED",8,2009,NA,NA,"MOSTLY SATISFIED",11,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",3,"NO",NA,"NO","NO","NO",NA,"YES, TO EU COUNTRY","IT DEPENDS","GREAT BRITAIN","PASSIVE",156,57,"MT","KL","MG","economy and administration"
"FEMALE",64,"URBAN 20,000-100,000","Swietokrzyskie","SECONDARY","RETIRED",0,1900,"MARRIED",11,1973,NA,NA,"MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,62,"IG","BY","WR","economy and administration"
"MALE",72,"URBAN 200,000-500,000","Slaskie","POST-SECONDARY OR HIGHER","RETIRED",0,2800,"MARRIED",9,1971,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",20,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",180,78,"IQ","WR","JD","economy and administration"
"FEMALE",24,"RURAL AREAS","Pomorskie","POST-SECONDARY OR HIGHER","OTHER ECONOMICALLY INACTIVE",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"PASSIVE",167,55,"FP","JJ","MG","economy and administration"
"FEMALE",26,"URBAN 500,000 AND OVER","Wielkopolskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,2000,"SINGLE",NA,NA,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",168,52,"NT","QQ","WR","economy and administration"
"FEMALE",34,"URBAN 200,000-500,000","Slaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,3000,"MARRIED",2,2002,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","NO","NO","NO",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",175,65,"BA","IQ","NT","economy and administration"
"FEMALE",62,"URBAN 200,000-500,000","Opolskie","SECONDARY","RETIRED",0,3000,"MARRIED",7,1967,NA,NA,"PLEASED",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,58,"ET","IQ","RM","economy and administration"
"FEMALE",51,"URBAN 100,000-200,000","Zachodnio-pomorskie","VOCATIONAL/GRAMMAR","UNEMPLOYED",NA,610,"MARRIED",8,1994,NA,NA,"MOSTLY SATISFIED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",10,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,98,"LM","NT","QQ","economy and administration"
"MALE",38,"URBAN 20,000-100,000","Swietokrzyskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,3000,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",5,"YES",20,"YES","NO","NO",NA,"NO",NA,NA,"ACTIVE",183,89,"FP","SK","MC","economy and administration"
"FEMALE",37,"URBAN 100,000-200,000","Slaskie","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE",24,NA,"MARRIED",8,1998,NA,NA,"MOSTLY SATISFIED",NA,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",7,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,58,"IQ","NT","YC","economy and administration"
"FEMALE",32,"URBAN 100,000-200,000","Wielkopolskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,1300,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",164,54,"JD","IQ","BY","economy and administration"
"MALE",38,"RURAL AREAS","Wielkopolskie","SECONDARY","SELF-EMPLOYED",0,1200,"MARRIED",6,1997,NA,NA,"PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"YES, TO EU COUNTRY","FOREVER","FRANCE","NONE",170,68,"NT","WR","FP","economy and administration"
"MALE",26,"RURAL AREAS","Kujawsko-pomorskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,3900,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",20,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",174,74,"DS","CY","MG","economy and administration"
"FEMALE",23,"RURAL AREAS","Podkarpackie","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT",0,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",7,"YES",15,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",176,73,"MC","RM","JJ","economy and administration"
"FEMALE",27,"URBAN 500,000 AND OVER","Mazowieckie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,3100,"MARRIED",9,2008,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",162,64,"KL","CZ","MC","economy and administration"
"FEMALE",37,"URBAN 500,000 AND OVER","Mazowieckie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,1800,"MARRIED",4,2000,NA,NA,"PLEASED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",20,"YES",3,"NO","YES","NO",NA,"NO",NA,NA,"PASSIVE",165,60,"YC","YU","FP","economy and administration"
"FEMALE",30,"RURAL AREAS","Lodzkie","SECONDARY","OTHER ECONOMICALLY INACTIVE",24,NA,"MARRIED",9,2003,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",165,70,"MT","IQ","ZD","economy and administration"
"FEMALE",28,"URBAN 100,000-200,000","Warminsko-mazurskie","POST-SECONDARY OR HIGHER","UNEMPLOYED",6,600,"SINGLE",NA,NA,NA,NA,"MIXED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",6,"YES",10,"YES","NO","NO",NA,"YES, TO EU COUNTRY","MORE THAN 2 YEARS","GREAT BRITAIN","PASSIVE",166,64,"YC","JJ","JJ","economy and administration"
"MALE",34,"URBAN 20,000-100,000","Podlaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",NA,1500,"MARRIED",7,1999,NA,NA,"PLEASED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",0,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",178,90,"IQ","MG","MT","economy and administration"
"FEMALE",77,"URBAN 100,000-200,000","Slaskie","SECONDARY","RETIRED",24,2700,"WIDOWED",9,1950,9,2002,"MOSTLY SATISFIED",4,"IT`S DIFFICULT TO TELL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,66,"CZ","CY","DS","economy and administration"
"FEMALE",63,"URBAN 200,000-500,000","Slaskie","VOCATIONAL/GRAMMAR","RETIRED",0,900,"MARRIED",8,1966,NA,NA,"PLEASED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",8,"YES",8,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,82,"KL","QQ","YU","economy and administration"
"FEMALE",30,"URBAN BELOW 20,000","Mazowieckie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,NA,"MARRIED",6,2000,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",164,52,"MC","QQ","SK","economy and administration"
"MALE",34,"URBAN 500,000 AND OVER","Mazowieckie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,2000,"SINGLE",NA,NA,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",187,85,"BA","NT","NT","economy and administration"
"FEMALE",36,"RURAL AREAS","Opolskie","SECONDARY","OTHER ECONOMICALLY INACTIVE",12,300,"MARRIED",8,1996,NA,NA,"PLEASED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",155,73,"LM","RC","ET","economy and administration"
"FEMALE",29,"URBAN BELOW 20,000","Wielkopolskie","POST-SECONDARY OR HIGHER","OTHER ECONOMICALLY INACTIVE",0,NA,"MARRIED",9,2008,NA,NA,"MIXED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",0,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",160,60,"QQ","YU","IG","economy and administration"
"FEMALE",21,"URBAN 200,000-500,000","Lubuskie","SECONDARY","PUPIL OR STUDENT",NA,900,"SINGLE",NA,NA,NA,NA,"MOSTLY DISSATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",3,"NO",NA,"YES","NO","NO",NA,"YES, TO EU COUNTRY","LESS THAN 1 YEAR","GERMANY","ACTIVE",168,65,"JD","BY","ZD","economy and administration"
"FEMALE",47,"URBAN 20,000-100,000","Zachodnio-pomorskie","POST-SECONDARY OR HIGHER","SELF-EMPLOYED",0,6000,"DIVORCED",3,1986,5,2003,"MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",156,47,"MC","QQ","JD","economy and administration"
"FEMALE",40,"URBAN 100,000-200,000","Dolnoslaskie","POST-SECONDARY OR HIGHER","SELF-EMPLOYED",0,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",20,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",171,62,"YC","CZ","ET","economy and administration"
"MALE",37,"URBAN BELOW 20,000","Podkarpackie","POST-SECONDARY OR HIGHER","SELF-EMPLOYED",0,2700,"MARRIED",4,1997,NA,NA,"PLEASED",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",50,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",184,98,"JD","NT","SK","economy and administration"
"FEMALE",29,"URBAN 20,000-100,000","Kujawsko-pomorskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",3,1100,"MARRIED",10,2003,NA,NA,"MIXED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,80,"BA","YC","BY","economy and administration"
"FEMALE",40,"RURAL AREAS","Pomorskie","SECONDARY","SELF-EMPLOYED",0,NA,"MARRIED",6,1997,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",20,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",170,58,"CZ","JD","LM","economy and administration"
"FEMALE",50,"RURAL AREAS","Swietokrzyskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,2000,"MARRIED",1,1982,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",20,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",158,54,"QQ","MT","BY","economy and administration"
"MALE",46,"URBAN 20,000-100,000","Lubelskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",NA,7500,"MARRIED",6,2008,NA,NA,"MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",176,89,"RM","FP","ZD","economy and administration"
"FEMALE",35,"RURAL AREAS","Dolnoslaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,1700,"WIDOWED",2,1999,7,2005,"MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",176,56,"YU","MT","JD","economy and administration"
"FEMALE",53,"URBAN 500,000 AND OVER","Mazowieckie","POST-SECONDARY OR HIGHER","SELF-EMPLOYED",0,NA,"MARRIED",8,1978,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"YES",40,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",165,50,"DS","JD","MG","economy and administration"
"FEMALE",36,"RURAL AREAS","Lubelskie","POST-SECONDARY OR HIGHER","UNEMPLOYED",1,NA,"MARRIED",7,1999,NA,NA,"MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",164,75,"WR","CZ","ZD","economy and administration"
"FEMALE",38,"URBAN BELOW 20,000","Kujawsko-pomorskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",5,1800,"MARRIED",4,1999,NA,NA,"PLEASED",6,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION","YES",7,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,58,"MC","CZ","DS","economy and administration"
"FEMALE",60,"URBAN 200,000-500,000","Slaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,NA,"MARRIED",3,1986,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",8,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,80,"IG","SK","BY","economy and administration"
"MALE",26,"URBAN 100,000-200,000","Podkarpackie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",2,"IT`S DIFFICULT TO TELL","YES","YES","NO",3,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",176,83,"JD","RC","SK","economy and administration"
"MALE",33,"URBAN 100,000-200,000","Lodzkie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",NA,NA,"MARRIED",12,2006,NA,NA,"PLEASED",0,"IT`S DIFFICULT TO TELL","YES","YES","NO",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",185,95,"BA","CY","RM","economy and administration"
"FEMALE",31,"URBAN 500,000 AND OVER","Mazowieckie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,NA,"MARRIED",12,2002,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",12,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",159,78,"YC","FP","ZD","economy and administration"
"FEMALE",28,"URBAN 200,000-500,000","Dolnoslaskie","POST-SECONDARY OR HIGHER","UNEMPLOYED",9,500,"SINGLE",NA,NA,NA,NA,"MIXED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",3,"YES",20,"NO","NO","NO",NA,"YES, TO EU COUNTRY","IT DEPENDS","DENMARK","PASSIVE",173,58,"JJ","CY","SK","economy and administration"
"MALE",57,"URBAN 100,000-200,000","Mazowieckie","POST-SECONDARY OR HIGHER","OTHER ECONOMICALLY INACTIVE",0,NA,"MARRIED",9,1979,NA,NA,"TERRIBLE",19,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",4,"NO",NA,"YES","YES","NO",NA,"NO",NA,NA,"NONE",178,78,"JD","LM","DS","economy and administration"
"FEMALE",52,"URBAN 100,000-200,000","Pomorskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,2000,"SINGLE",NA,NA,NA,NA,"PLEASED",1,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",8,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",176,94,"JJ","SK","WR","economy and administration"
"FEMALE",56,"URBAN BELOW 20,000","Swietokrzyskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,3000,"MARRIED",8,1982,NA,NA,"MOSTLY SATISFIED",3,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,58,"RC","MC","IG","economy and administration"
"FEMALE",25,"URBAN 200,000-500,000","Wielkopolskie","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT",0,NA,"MARRIED",4,2008,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA,3,"NO",NA,"NO",NA,"NO",NA,"NO",NA,NA,"ACTIVE",172,67,"FP","MG","IG","economy and administration"
"FEMALE",33,"URBAN 20,000-100,000","Podlaskie","POST-SECONDARY OR HIGHER","OTHER ECONOMICALLY INACTIVE",NA,NA,"MARRIED",7,1999,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",170,63,"RC","IQ","FP","economy and administration"
"FEMALE",34,"RURAL AREAS","Lubelskie","SECONDARY","FARMER",NA,1300,"MARRIED",7,1993,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",164,64,"SK","IG","JJ","economy and administration"
"FEMALE",42,"URBAN 20,000-100,000","Pomorskie","SECONDARY","OTHER ECONOMICALLY INACTIVE",0,NA,"MARRIED",6,1994,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",20,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"NONE",168,65,"YC","QQ","MG","economy and administration"
"MALE",40,"URBAN 500,000 AND OVER","Mazowieckie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,3000,"DIVORCED",6,1995,6,2007,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION","NO",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",178,80,"KL","ZD","QQ","economy and administration"
"FEMALE",59,"RURAL AREAS","Wielkopolskie","SECONDARY","RETIRED",0,1150,"MARRIED",12,1972,NA,NA,"MOSTLY SATISFIED",13,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",20,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,68,"RM","CZ","BY","economy and administration"
"FEMALE",74,"URBAN 100,000-200,000","Dolnoslaskie","SECONDARY","RETIRED",24,1200,"MARRIED",10,1960,NA,NA,"PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,72,"BA","JD","JD","economy and administration"
"FEMALE",32,"URBAN 20,000-100,000","Kujawsko-pomorskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,2800,"MARRIED",7,2006,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",170,58,"LM","RM","KL","economy and administration"
"FEMALE",23,"RURAL AREAS","Lodzkie","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT",1,1000,"SINGLE",NA,NA,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",165,56,"ZD","ET","QQ","economy and administration"
"MALE",77,"URBAN 20,000-100,000","Swietokrzyskie","SECONDARY","RETIRED",24,3200,"MARRIED",9,1958,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",20,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",176,91,"MT","NT","JD","economy and administration"
"MALE",39,"URBAN 200,000-500,000","Slaskie","POST-SECONDARY OR HIGHER","SELF-EMPLOYED",0,2000,"MARRIED",10,1999,NA,NA,"MOSTLY SATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",17,"NO",NA,"NO","NO","NO",NA,"YES, TO NON-EU COUNTRY","FOREVER","AUSTRALIA","ACTIVE",186,100,"YU","FP","BY","economy and administration"
"FEMALE",75,"URBAN 500,000 AND OVER","Mazowieckie","SECONDARY","LONG-TERM SICK/DISABLED",0,2800,"WIDOWED",6,1958,1,2004,"PLEASED",12,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",20,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,90,"DS","DS","LM","economy and administration"
"FEMALE",39,"URBAN BELOW 20,000","Mazowieckie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,16000,"MARRIED",1,1999,NA,NA,"PLEASED",4,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",168,62,"MC","YU","MG","economy and administration"
"FEMALE",33,"URBAN 500,000 AND OVER","Mazowieckie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,2500,"MARRIED",9,2002,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",162,64,"BA","WR","BA","economy and administration"
"MALE",34,"URBAN 100,000-200,000","Lodzkie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,1500,"MARRIED",8,2002,NA,NA,"MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",176,78,"BA","IQ","JD","economy and administration"
"FEMALE",63,"URBAN 200,000-500,000","Slaskie","VOCATIONAL/GRAMMAR","LONG-TERM SICK/DISABLED",0,1700,"WIDOWED",9,1973,6,1993,"MOSTLY DISSATISFIED",5,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",175,98,"CZ","MT","YC","economy and administration"
"FEMALE",37,"RURAL AREAS","Malopolskie","SECONDARY","PUPIL OR STUDENT",7,NA,"MARRIED",9,2004,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",167,68,"BY","YC","NT","economy and administration"
"MALE",35,"URBAN 200,000-500,000","Dolnoslaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",6,3500,"MARRIED",9,2000,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",2,"YES",25,"NO","NO","YES","36","YES, TO EU COUNTRY","LESS THAN 1 TO 2 YEARS","NETHERLANDS","ACTIVE",176,105,"IG","YC","RM","economy and administration"
"FEMALE",54,"URBAN BELOW 20,000","Mazowieckie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,2300,"MARRIED",4,1981,NA,NA,"PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",171,82,"BA","MT","RC","economy and administration"
"FEMALE",37,"URBAN BELOW 20,000","Zachodnio-pomorskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PRIVATE SECTOR",0,806,"MARRIED",6,1995,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",15,"YES",15,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",164,65,"QQ","NT","SK","economy and administration"
"FEMALE",70,"URBAN 100,000-200,000","Slaskie","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE",24,NA,"MARRIED",4,1960,NA,NA,"MOSTLY SATISFIED",10,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",26,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,80,"CZ","LM","NT","economy and administration"
"MALE",34,"RURAL AREAS","Mazowieckie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,1818,"MARRIED",10,2005,NA,NA,"PLEASED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",1,"NO",NA,"YES","YES","NO",NA,"NO",NA,NA,"PASSIVE",175,79,"RC","RC","JJ","economy and administration"
"FEMALE",33,"RURAL AREAS","Wielkopolskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,2500,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",168,58,"IG","JJ","MT","economy and administration"
"MALE",74,"URBAN 100,000-200,000","Lubuskie","POST-SECONDARY OR HIGHER","RETIRED",24,2500,"MARRIED",8,1962,NA,NA,"PLEASED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",12,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",171,85,"KL","CZ","MC","economy and administration"
"FEMALE",41,"RURAL AREAS","Mazowieckie","VOCATIONAL/GRAMMAR","OTHER ECONOMICALLY INACTIVE",0,NA,"MARRIED",2,1991,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",168,60,"KL","BA","ZD","economy and administration"
