"sex","age","agegr","placesize","region","edu","socprof","unempdur","income","marital","mmarr","ymarr","msepdiv","ysepdiv","ls","depress","trust","trustfam","trustneigh","sport","nofriend","smoke","nociga","alcabuse","alcsol","workab","wkabint","wkabintdur","emcc","englang","height","weight","bmi","wkabdur","eduspec","random"
"FEMALE",65,"65+","URBAN 500,000 AND OVER","Wielkopolskie","SECONDARY","RETIRED",-8,2000,"MARRIED",7,1993,NA,NA,"MIXED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",164,89,33.0904223676383,-8,"healthcare","q"
"FEMALE",41,"35-44","RURAL AREAS","Wielkopolskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,2000,"MARRIED",11,1990,NA,NA,"MOSTLY SATISFIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",12,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",169,61,21.3577955953923,-8,"healthcare","g"
"FEMALE",23,"16-24","RURAL AREAS","Swietokrzyskie","POST-SECONDARY OR HIGHER","UNEMPLOYED",7,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",168,58,20.5498866213152,-8,"healthcare","i"
"FEMALE",60,"60-64","RURAL AREAS","Podkarpackie","SECONDARY","RETIRED",0,700,"MARRIED",7,1974,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",2,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",152,59,25.536703601108,-8,"healthcare","u"
"FEMALE",47,"45-59","RURAL AREAS","Wielkopolskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,2200,"MARRIED",4,1986,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",1,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",170,70,24.2214532871972,-8,"healthcare","w"
"FEMALE",40,"35-44","RURAL AREAS","Warminsko-mazurskie","SECONDARY","OTHER ECONOMICALLY INACTIVE",-8,NA,"MARRIED",11,1993,NA,NA,"PLEASED",3,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",5,"YES",5,"NO","NO",NA,"NO",NA,NA,"NONE",170,63,21.7993079584775,-8,"healthcare","k"
"FEMALE",74,"65+","RURAL AREAS","Malopolskie","SECONDARY",NA,-8,1281,"MARRIED",7,1955,NA,NA,"PLEASED",11,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",156,60,24.65483234714,-8,"healthcare","d"
"FEMALE",35,"35-44","RURAL AREAS","Dolnoslaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,1800,"MARRIED",6,2002,NA,NA,"MIXED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",5,"YES",7,"NO","NO","NO","NO",NA,NA,"PASSIVE",164,60,22.3081499107674,-8,"healthcare","f"
"FEMALE",44,"35-44","RURAL AREAS","Lubuskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,1400,"MARRIED",12,1989,NA,NA,"PLEASED",3,"IT`S DIFFICULT TO TELL","YES","YES","NO",1,"YES",20,"NO","NO","NO","NO",NA,NA,"NONE",167,98,35.1393022338556,-8,"healthcare","q"
"FEMALE",56,"45-59","RURAL AREAS","Warminsko-mazurskie","SECONDARY","OTHER ECONOMICALLY INACTIVE",24,NA,"MARRIED",4,2007,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",5,"YES",12,"NO","NO","NO","NO",NA,NA,"NONE",163,56,21.0771952275208,-8,"healthcare","a"
"FEMALE",54,"45-59","URBAN 200,000-500,000","Slaskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,2100,"SINGLE",NA,NA,NA,NA,"MIXED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",1,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",158,87,34.8501842653421,-8,"healthcare","t"
"FEMALE",50,"45-59","RURAL AREAS","Lubelskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",-8,2500,"MARRIED",9,1988,NA,NA,"MIXED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",4,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",164,98,36.4366448542534,-8,"healthcare","d"
"FEMALE",53,"45-59","URBAN 100,000-200,000","Podkarpackie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,1860,"MARRIED",10,1981,NA,NA,"PLEASED",3,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",3,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",165,57,20.9366391184573,-8,"healthcare","c"
"FEMALE",58,"45-59","URBAN 100,000-200,000","Warminsko-mazurskie","SECONDARY","RETIRED",0,1400,"MARRIED",2,1975,NA,NA,"MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"YES",15,"NO","NO","NO","NO",NA,NA,"NONE",164,59,21.9363474122546,-8,"healthcare","n"
"FEMALE",36,"35-44","RURAL AREAS","Kujawsko-pomorskie","SECONDARY","FARMER",-8,-8,"MARRIED",6,1997,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",170,60,20.7612456747405,-8,"healthcare","p"
"FEMALE",68,"65+","URBAN 500,000 AND OVER","Dolnoslaskie","SECONDARY","RETIRED",0,1200,"WIDOWED",6,1980,6,2004,"MIXED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",6,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",150,56,24.8888888888889,-8,"healthcare","r"
"FEMALE",43,"35-44","URBAN 20,000-100,000","Mazowieckie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,1500,"MARRIED",10,1990,NA,NA,"PLEASED",NA,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",-8,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",154,49,20.6611570247934,-8,"healthcare","s"
"FEMALE",64,"60-64","URBAN 200,000-500,000","Mazowieckie","POST-SECONDARY OR HIGHER","RETIRED",0,2100,"MARRIED",3,1979,NA,NA,"PLEASED",12,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",6,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",159,68,26.897670187097,-8,"healthcare","r"
"FEMALE",40,"35-44","URBAN 200,000-500,000","Slaskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,-8,"MARRIED",9,1996,NA,NA,"MOSTLY SATISFIED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"YES",5,"NO","NO","NO","NO",NA,NA,"NONE",160,64,25,-8,"healthcare","u"
"FEMALE",36,"35-44","URBAN BELOW 20,000","Warminsko-mazurskie","SECONDARY","UNEMPLOYED",13,-8,"MARRIED",6,1996,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"NO",-8,"NO","NO",NA,"NO",NA,NA,"PASSIVE",164,70,26.0261748958953,-8,"healthcare","l"
"MALE",23,"16-24","URBAN 100,000-200,000","Pomorskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,1600,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",9,"YES",20,"NO","NO","NO","NO",NA,NA,"ACTIVE",182,87,26.2649438473614,-8,"healthcare","e"
"FEMALE",46,"45-59","URBAN 20,000-100,000","Kujawsko-pomorskie","POST-SECONDARY OR HIGHER","SELF-EMPLOYED",-8,5000,"DIVORCED",7,1994,7,2005,"MOSTLY SATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",3,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",161,80,30.8630068284403,-8,"healthcare","n"
"FEMALE",57,"45-59","RURAL AREAS","Dolnoslaskie","POST-SECONDARY OR HIGHER","LONG-TERM SICK/DISABLED",0,800,"MARRIED",10,1977,NA,NA,"UNHAPPY",15,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",165,98,35.9963269054178,-8,"healthcare","f"
"FEMALE",60,"60-64","URBAN 100,000-200,000","Warminsko-mazurskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",-8,2000,"MARRIED",12,1970,NA,NA,"PLEASED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",165,66,24.2424242424242,-8,"healthcare","e"
"MALE",44,"35-44","RURAL AREAS","Swietokrzyskie","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT",-8,2400,"MARRIED",6,1991,NA,NA,"PLEASED",1,"IT`S DIFFICULT TO TELL","YES","YES","NO",15,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",184,87,25.6970699432892,-8,"healthcare","e"
"FEMALE",54,"45-59","URBAN BELOW 20,000","Lubelskie","POST-SECONDARY OR HIGHER","OTHER ECONOMICALLY INACTIVE",0,NA,"MARRIED",4,1975,NA,NA,"PLEASED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",20,"YES",10,"NO","NO","NO","NO",NA,NA,"NONE",158,56,22.4323025156225,-8,"healthcare","r"
"FEMALE",28,"25-34","URBAN 100,000-200,000","Mazowieckie","POST-SECONDARY OR HIGHER","UNEMPLOYED",17,2800,"MARRIED",8,2004,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"YES",10,"NO","NO","NO","NO",NA,NA,"PASSIVE",164,62,23.051754907793,-8,"healthcare","q"
"FEMALE",37,"35-44","URBAN 200,000-500,000","Slaskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,2000,"DIVORCED",4,1993,4,2004,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",1,"YES",10,"NO","NO","NO","NO",NA,NA,"NONE",156,57,23.422090729783,-8,"healthcare","g"
"FEMALE",26,"25-34","URBAN BELOW 20,000","Lubelskie","POST-SECONDARY OR HIGHER","UNEMPLOYED",6,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",3,"NO",-8,"NO","NO","YES","YES, TO NON-EU COUNTRY","IT DEPENDS","CANADA","ACTIVE",168,55,19.4869614512472,9,"environmental protection","w"
"FEMALE",71,"65+","URBAN 500,000 AND OVER","Mazowieckie","POST-SECONDARY OR HIGHER","RETIRED",0,2400,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"YES",-8,"NO","NO","NO","NO",NA,NA,"NONE",160,58,22.65625,-8,"environmental protection","a"
"FEMALE",25,"25-34","URBAN 20,000-100,000","Slaskie","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT",0,-8,"MARRIED",8,2009,NA,NA,"MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",1,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",168,55,19.4869614512472,-8,"environmental protection","c"
"MALE",65,"65+","URBAN 500,000 AND OVER","Lodzkie","POST-SECONDARY OR HIGHER","RETIRED",0,3500,"MARRIED",8,1970,NA,NA,"PLEASED",10,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",10,"YES",40,"YES","YES","NO","NO",NA,NA,"ACTIVE",165,68,24.9770431588613,-8,"environmental protection","w"
"MALE",66,"65+","URBAN 20,000-100,000","Slaskie","SECONDARY","LONG-TERM SICK/DISABLED",24,900,"MARRIED",11,1962,NA,NA,"PLEASED",3,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",6,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",165,75,27.5482093663912,-8,"environmental protection","d"
"MALE",27,"25-34","RURAL AREAS","Malopolskie","POST-SECONDARY OR HIGHER","FARMER",-8,-8,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"NO",-8,"NO","NO","NO","NO",NA,NA,"ACTIVE",176,71,22.9209710743802,-8,"environmental protection","g"
"FEMALE",49,"45-59","URBAN 100,000-200,000","Slaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,-8,"WIDOWED",NA,NA,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",5,"NO",-8,"NO","NO","NO","NO",NA,NA,"ACTIVE",162,98,37.3418686175888,-8,"environmental protection","v"
"FEMALE",28,"25-34","RURAL AREAS","Wielkopolskie","POST-SECONDARY OR HIGHER","OTHER ECONOMICALLY INACTIVE",12,NA,"MARRIED",4,2007,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",2,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",160,60,23.4375,-8,"environmental protection","f"
"FEMALE",30,"25-34","URBAN 500,000 AND OVER","Mazowieckie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,3000,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",6,"NO",-8,"NO","NO","NO","NO",NA,NA,"ACTIVE",170,60,20.7612456747405,-8,"environmental protection","q"
"MALE",33,"25-34","URBAN 500,000 AND OVER","Mazowieckie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,3000,"MARRIED",12,2002,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",-8,"YES","NO","NO","NO",NA,NA,"ACTIVE",176,76,24.5351239669421,-8,"environmental protection","c"
"FEMALE",24,"16-24","URBAN 500,000 AND OVER","Malopolskie","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT",-8,500,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",3,"NO",-8,"NO","NO",NA,"NO",NA,NA,"ACTIVE",155,57,23.7252861602497,-8,"environmental protection","p"
"MALE",25,"25-34","RURAL AREAS","Zachodnio-pomorskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,2100,"SINGLE",NA,NA,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",10,"YES",5,"NO","NO","NO","NO",NA,NA,"ACTIVE",190,94,26.0387811634349,-8,"environmental protection","c"
"MALE",31,"25-34","RURAL AREAS","Mazowieckie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,1800,"MARRIED",10,2010,NA,NA,"PLEASED",0,"IT`S DIFFICULT TO TELL","YES","YES","YES",6,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",178,75,23.6712536295922,-8,"environmental protection","g"
"FEMALE",42,"35-44","URBAN 500,000 AND OVER","Wielkopolskie","POST-SECONDARY OR HIGHER","RETIRED",-8,3000,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",5,"YES",20,"NO","NO","NO","NO",NA,NA,"NONE",180,110,33.9506172839506,-8,"environmental protection","n"
"FEMALE",27,"25-34","RURAL AREAS","Slaskie","POST-SECONDARY OR HIGHER","UNEMPLOYED",8,NA,"MARRIED",8,2009,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","NO","NO OPINION","NO",15,"NO",-8,"NO","NO","NO","NO",NA,NA,"ACTIVE",162,52,19.8140527358634,-8,"environmental protection","o"
"MALE",36,"35-44","URBAN 20,000-100,000","Lubelskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,2000,"DIVORCED",NA,NA,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",10,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",174,110,36.3324085083895,-8,"environmental protection","u"
"MALE",35,"35-44","RURAL AREAS","Mazowieckie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,2000,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"YES",15,"NO","NO","NO","NO",NA,NA,"NONE",172,71,23.9994591671174,-8,"environmental protection","m"
"FEMALE",26,"25-34","URBAN BELOW 20,000","Slaskie","SECONDARY","PUPIL OR STUDENT",24,-8,"MARRIED",9,2004,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",10,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",160,54,21.09375,-8,"environmental protection","s"
"MALE",58,"45-59","RURAL AREAS","Swietokrzyskie","POST-SECONDARY OR HIGHER","SELF-EMPLOYED",0,-8,"MARRIED",8,1978,NA,NA,"DELIGHTED",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION","NO",4,"NO",-8,"NO","NO","NO","NO",NA,NA,"ACTIVE",182,82,24.7554643159039,-8,"environmental protection","h"
"FEMALE",24,"16-24","URBAN BELOW 20,000","Swietokrzyskie","POST-SECONDARY OR HIGHER","UNEMPLOYED",12,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",7,"NO",-8,"NO","NO","NO","NO",NA,NA,"ACTIVE",165,65,23.8751147842057,-8,"environmental protection","g"
"MALE",30,"25-34","URBAN 100,000-200,000","Slaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,2500,"MARRIED",5,2008,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",4,"NO",-8,"NO","NO","NO","NO",NA,NA,"ACTIVE",169,82,28.7104793249536,-8,"environmental protection","w"
"MALE",41,"35-44","URBAN 200,000-500,000","Opolskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,5000,"MARRIED",7,1991,NA,NA,"PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",1,"NO",-8,"YES","NO","NO","NO",NA,NA,"ACTIVE",170,80,27.681660899654,-8,"environmental protection","d"
"MALE",38,"35-44","URBAN 100,000-200,000","Podlaskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",-8,1600,"MARRIED",10,1996,NA,NA,"MIXED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",20,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",180,100,30.8641975308642,-8,"environmental protection","o"
"MALE",35,"35-44","URBAN 200,000-500,000","Dolnoslaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",6,3500,"MARRIED",9,2000,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",2,"YES",25,"NO","NO","YES","YES, TO EU COUNTRY","LESS THAN 1 TO 2 YEARS","NETHERLANDS","ACTIVE",176,105,33.8972107438017,36,"economy and administration","i"
"FEMALE",48,"45-59","URBAN 500,000 AND OVER","Malopolskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,2200,"MARRIED",10,1985,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"NO",-8,"NO","NO","YES","YES, TO EU COUNTRY","LESS THAN 1 YEAR","GERMANY","ACTIVE",160,65,25.390625,12,"economy and administration","o"
"FEMALE",37,"35-44","URBAN 100,000-200,000","Opolskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,950,"SINGLE",NA,NA,NA,NA,"MIXED",4,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",5,"NO",-8,"NO","NO","YES","YES, TO EU COUNTRY","IT DEPENDS","NETHERLANDS","NONE",171,76,25.9909031838856,1,"economy and administration","g"
"MALE",25,"25-34","URBAN BELOW 20,000","Zachodnio-pomorskie","POST-SECONDARY OR HIGHER","UNEMPLOYED",-8,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY DISSATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",0,"NO",-8,"NO","NO",NA,"YES, TO EU COUNTRY","IT DEPENDS",NA,"ACTIVE",186,80,23.1240605850387,-8,"economy and administration","q"
"FEMALE",31,"25-34","RURAL AREAS","Lubelskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",-8,1050,"DIVORCED",7,2004,9,2009,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",5,"YES",20,"NO","NO","NO","NO",NA,NA,"ACTIVE",155,63,26.2226847034339,-8,"economy and administration","n"
"MALE",46,"45-59","URBAN 500,000 AND OVER","Mazowieckie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",-8,3500,"MARRIED",10,1985,NA,NA,"PLEASED",0,"IT`S DIFFICULT TO TELL","YES","YES","YES",5,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",172,80,27.0416441319632,-8,"economy and administration","g"
"FEMALE",36,"35-44","URBAN 500,000 AND OVER","Lodzkie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,1500,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"MOST PEOPLE CAN BE TRUSTED","YES","NO","YES",30,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",160,56,21.875,-8,"economy and administration","t"
"FEMALE",37,"35-44","URBAN 100,000-200,000","Zachodnio-pomorskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",-8,4200,"DE FACTO SEPARATED",6,1997,NA,2009,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",164,60,22.3081499107674,-8,"economy and administration","m"
"FEMALE",33,"25-34","URBAN BELOW 20,000","Lubuskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",1,1400,"MARRIED",6,1999,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",4,"NO",-8,"NO","NO","NO","NO",NA,NA,"ACTIVE",165,53,19.4674012855831,-8,"economy and administration","o"
"FEMALE",36,"35-44","URBAN 100,000-200,000","Pomorskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",-8,1500,"MARRIED",8,1997,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",-8,"NO",-8,"NO","NO","NO","NO",NA,NA,"ACTIVE",164,57,21.192742415229,-8,"economy and administration","f"
"FEMALE",25,"25-34","URBAN 100,000-200,000","Mazowieckie","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT",6,750,"MARRIED",8,2007,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",5,"NO",-8,"NO","NO","NO",NA,NA,NA,"PASSIVE",156,56,23.0111768573307,-8,"economy and administration","s"
"FEMALE",30,"25-34","RURAL AREAS","Wielkopolskie","SECONDARY","OTHER ECONOMICALLY INACTIVE",24,NA,"MARRIED",11,2004,NA,NA,"DELIGHTED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",172,75,25.3515413737155,-8,"economy and administration","c"
"FEMALE",73,"65+","URBAN 20,000-100,000","Mazowieckie","VOCATIONAL/GRAMMAR","RETIRED",0,1200,"WIDOWED",9,1957,2,2001,"PLEASED",6,"ONE CAN`T BE TOO CAREFUL","NO OPINION","YES","YES",5,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",158,70,28.0403781445281,-8,"economy and administration","q"
"FEMALE",42,"35-44","URBAN BELOW 20,000","Swietokrzyskie","VOCATIONAL/GRAMMAR","UNEMPLOYED",-8,600,"DIVORCED",10,1988,4,2008,"MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","NO","NO","YES",3,"YES",10,"NO","NO","NO","NO",NA,NA,"NONE",150,60,26.6666666666667,-8,"economy and administration","a"
"FEMALE",31,"25-34","RURAL AREAS","Zachodnio-pomorskie","POST-SECONDARY OR HIGHER","OTHER ECONOMICALLY INACTIVE",-8,NA,"MARRIED",9,2006,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",15,"NO",-8,"NO","NO",NA,"NO",NA,NA,"PASSIVE",160,74,28.90625,-8,"economy and administration","j"
"FEMALE",27,"25-34","RURAL AREAS","Podkarpackie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",18,1200,"MARRIED",6,2006,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",10,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",172,75,25.3515413737155,-8,"economy and administration","b"
"FEMALE",74,"65+","URBAN 20,000-100,000","Lubelskie","SECONDARY","RETIRED",-8,1650,"MARRIED",11,1961,NA,NA,"MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",156,85,34.9276791584484,-8,"economy and administration","n"
"FEMALE",78,"65+","URBAN 500,000 AND OVER","Malopolskie","POST-SECONDARY OR HIGHER","RETIRED",-8,1600,"SINGLE",NA,NA,NA,NA,"PLEASED",8,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"NO",-8,"NO","NO","NO","NO",NA,NA,"PASSIVE",158,57,22.8328793462586,-8,"economy and administration","s"
"MALE",65,"65+","URBAN 100,000-200,000","Warminsko-mazurskie","POST-SECONDARY OR HIGHER","RETIRED",-8,2450,"MARRIED",12,1970,NA,NA,"PLEASED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"NO",-8,"NO","NO","NO","NO",NA,NA,"NONE",170,70,24.2214532871972,-8,"economy and administration","e"
"FEMALE",31,"25-34","RURAL AREAS","Opolskie","VOCATIONAL/GRAMMAR","EMPLOYED IN PUBLIC SECTOR",0,1240,NA,8,2001,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",5,"NO",-8,"NO","NO","NO","YES, TO EU COUNTRY","IT DEPENDS","NETHERLANDS","ACTIVE",168,79,27.9903628117914,-8,"economy and administration","g"
"FEMALE",38,"35-44","URBAN 20,000-100,000","Swietokrzyskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",-8,380,"MARRIED",8,2009,NA,NA,"MOSTLY SATISFIED",11,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",3,"NO",-8,"NO","NO","NO","YES, TO EU COUNTRY","IT DEPENDS","GREAT BRITAIN","PASSIVE",156,57,23.422090729783,-8,"economy and administration","q"
