"term","estimate","std.error","statistic","p.value","dep_var","data","epochs","discriminator","batch","frequency","copies"
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",900,1,500,"False",1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",900,1,500,"False",1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",900,1,500,"False",1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",900,1,500,"False",1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",900,1,500,"False",1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",900,1,500,"False",1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",900,1,500,"False",1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",900,1,500,"False",1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",900,1,500,"False",1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",900,1,1000,"True",1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",900,1,1000,"True",1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",900,1,1000,"True",1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",900,1,1000,"True",1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",900,1,1000,"True",1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",900,1,1000,"True",1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",900,1,1000,"True",1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",900,1,1000,"True",1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",900,1,1000,"True",1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",900,1,1000,"False",1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",900,1,1000,"False",1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",900,1,1000,"False",1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",900,1,1000,"False",1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",900,1,1000,"False",1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",900,1,1000,"False",1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",900,1,1000,"False",1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",900,1,1000,"False",1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",900,1,1000,"False",1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",900,5,500,"True",1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",900,5,500,"True",1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",900,5,500,"True",1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",900,5,500,"True",1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",900,5,500,"True",1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",900,5,500,"True",1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",900,5,500,"True",1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",900,5,500,"True",1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",900,5,500,"True",1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",900,5,500,"False",1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",900,5,500,"False",1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",900,5,500,"False",1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",900,5,500,"False",1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",900,5,500,"False",1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",900,5,500,"False",1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",900,5,500,"False",1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",900,5,500,"False",1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",900,5,500,"False",1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",900,5,1000,"True",1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",900,5,1000,"True",1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",900,5,1000,"True",1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",900,5,1000,"True",1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",900,5,1000,"True",1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",900,5,1000,"True",1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",900,5,1000,"True",1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",900,5,1000,"True",1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",900,5,1000,"True",1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",900,5,1000,"False",1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",900,5,1000,"False",1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",900,5,1000,"False",1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",900,5,1000,"False",1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",900,5,1000,"False",1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",900,5,1000,"False",1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",900,5,1000,"False",1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",900,5,1000,"False",1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",900,5,1000,"False",1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",900,10,500,"True",1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",900,10,500,"True",1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",900,10,500,"True",1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",900,10,500,"True",1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",900,10,500,"True",1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",900,10,500,"True",1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",900,10,500,"True",1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",900,10,500,"True",1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",900,10,500,"True",1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",900,10,500,"False",1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",900,10,500,"False",1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",900,10,500,"False",1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",900,10,500,"False",1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",900,10,500,"False",1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",900,10,500,"False",1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",900,10,500,"False",1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",900,10,500,"False",1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",900,10,500,"False",1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",900,10,1000,"True",1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",900,10,1000,"True",1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",900,10,1000,"True",1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",900,10,1000,"True",1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",900,10,1000,"True",1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",900,10,1000,"True",1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",900,10,1000,"True",1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",900,10,1000,"True",1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",900,10,1000,"True",1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",900,10,1000,"False",1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",900,10,1000,"False",1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",900,10,1000,"False",1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",900,10,1000,"False",1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",900,10,1000,"False",1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",900,10,1000,"False",1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",900,10,1000,"False",1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",900,10,1000,"False",1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",900,10,1000,"False",1
"(Intercept)",4.42748883210189,0.229611143507265,19.2825520768412,0.000000000000000000000000000000000000000000000000000000000000000000891436898153231,"age","sds",300,1,500,"True",1
"income",-0.0430805832207906,0.0159523726684439,-2.70057527592809,0.00708931100171329,"age","sds",300,1,500,"True",1
"wealth",0.00218277165764764,0.0126027941048805,0.173197438558673,0.862546305660802,"age","sds",300,1,500,"True",1
"(Intercept)",10.9471320123798,0.526589309813081,20.7887471476882,0.00000000000000000000000000000000000000000000000000000000000000000000000000400255116656909,"income","sds",300,1,500,"True",1
"age",-0.239348976675452,0.088628885411534,-2.70057527592809,0.00708931100171322,"income","sds",300,1,500,"True",1
"wealth",0.0114518425519919,0.0297033232544532,0.385540784574501,0.699953926754573,"income","sds",300,1,500,"True",1
"(Intercept)",12.774736760588,0.702069649098251,18.1958254099092,0.000000000000000000000000000000000000000000000000000000000000716823426233015,"wealth","sds",300,1,500,"True",1
"age",0.0196317029091293,0.11334869079186,0.173197438558674,0.862546305660802,"wealth","sds",300,1,500,"True",1
"income",0.0185385189243857,0.0480844560837982,0.385540784574502,0.699953926754572,"wealth","sds",300,1,500,"True",1
"(Intercept)",4.35273172592255,0.300211438218198,14.4988870236147,0.0000000000000000000000000000000000000000713014324509463,"age","sds",300,1,500,"False",1
"income",0.0168839441865216,0.0224974014600329,0.750484193319675,0.453267482749914,"age","sds",300,1,500,"False",1
"wealth",-0.0529456793088199,0.0167721217223837,-3.15676693653849,0.00167809700377175,"age","sds",300,1,500,"False",1
"(Intercept)",9.33026692277576,0.517488394953674,18.029905624475,0.00000000000000000000000000000000000000000000000000000000049694991169458,"income","sds",300,1,500,"False",1
"age",0.0574592122467704,0.0765628546986532,0.750484193319678,0.453267482749913,"income","sds",300,1,500,"False",1
"wealth",0.046287064571454,0.0311461793768085,1.48612335437583,0.137789845903823,"income","sds",300,1,500,"False",1
"(Intercept)",12.8062889332545,0.676118251462644,18.9409011005851,0.0000000000000000000000000000000000000000000000000000000000000120590137049056,"wealth","sds",300,1,500,"False",1
"age",-0.319027510779157,0.101061471180061,-3.1567669365385,0.0016780970037717,"wealth","sds",300,1,500,"False",1
"income",0.0819542519058679,0.0551463320084145,1.48612335437582,0.137789845903824,"wealth","sds",300,1,500,"False",1
"(Intercept)",4.65306054217567,0.206368059256455,22.5473872213591,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000113277718541125,"age","sds",300,1,1000,"True",1
"income",-0.00870708896043526,0.00930412708320731,-0.935830828896391,0.349610217061372,"age","sds",300,1,1000,"True",1
"wealth",-0.0434811926149761,0.0132949298130599,-3.2705093766094,0.00111413847096198,"age","sds",300,1,1000,"True",1
"(Intercept)",11.304320532851,0.841472095691143,13.433981460272,0.000000000000000000000000000000000000120291881361804,"income","sds",300,1,1000,"True",1
"age",-0.111155959174129,0.11877783434984,-0.93583082889639,0.349610217061373,"income","sds",300,1,1000,"True",1
"wealth",-0.12852551347303,0.0475910485388905,-2.70062369750063,0.0070503731743585,"income","sds",300,1,1000,"True",1
"(Intercept)",15.200311215829,0.394920691144778,38.4895285475345,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000113172817300555,"wealth","sds",300,1,1000,"True",1
"age",-0.268938178936242,0.082231282031992,-3.2705093766094,0.00111413847096198,"wealth","sds",300,1,1000,"True",1
"income",-0.0622702473675229,0.0230577282666788,-2.70062369750063,0.00705037317435853,"wealth","sds",300,1,1000,"True",1
"(Intercept)",3.24280036163144,0.316701777509969,10.2392868998955,0.000000000000000000000165921558079666,"age","sds",300,1,1000,"False",1
"income",0.0310974489081232,0.0220563337043719,1.409910156644,0.159174560292108,"age","sds",300,1,1000,"False",1
"wealth",0.00723643947786426,0.0186230190804624,0.388574991337257,0.697752414341307,"age","sds",300,1,1000,"False",1
"(Intercept)",9.12418533805219,0.566967119414728,16.0929708718752,0.0000000000000000000000000000000000000000000000194076972907618,"income","sds",300,1,1000,"False",1
"age",0.124609467175389,0.0883811401656939,1.409910156644,0.159174560292108,"income","sds",300,1,1000,"False",1
"wealth",0.0202585510390912,0.0372736468476323,0.543508691862225,0.587016629266025,"income","sds",300,1,1000,"False",1
"(Intercept)",12.1690367724724,0.626157519885531,19.4344655873447,0.00000000000000000000000000000000000000000000000000000000000000212309025923946,"wealth","sds",300,1,1000,"False",1
"age",0.0408202397417619,0.105051124369279,0.38857499133726,0.697752414341305,"wealth","sds",300,1,1000,"False",1
"income",0.0285188967378927,0.0524718319410469,0.543508691862221,0.587016629266028,"wealth","sds",300,1,1000,"False",1
"(Intercept)",4.02760987319235,0.223795394173002,17.9968398727584,0.000000000000000000000000000000000000000000000000000000000000113770540545554,"age","sds",300,5,500,"True",1
"income",-0.0108714715088487,0.0157782399653918,-0.689016742849285,0.490999223876576,"age","sds",300,5,500,"True",1
"wealth",0.000498854845360309,0.0123515948775688,0.0403878892001435,0.967793292160598,"age","sds",300,5,500,"True",1
"(Intercept)",10.3249012404401,0.445979294730121,23.1510775554909,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000017572574787942,"income","sds",300,5,500,"True",1
"age",-0.0509272096204464,0.0739128767899713,-0.689016742849283,0.490999223876577,"income","sds",300,5,500,"True",1
"wealth",0.00409581185726924,0.0267330357315143,0.153211625436197,0.878267456801385,"income","sds",300,5,500,"True",1
"(Intercept)",12.5304279532754,0.587050795369243,21.3447082469142,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000212416174066771,"wealth","sds",300,5,500,"True",1
"age",0.00381545616934724,0.0944703039675937,0.0403878892001455,0.967793292160596,"wealth","sds",300,5,500,"True",1
"income",0.00668729872560079,0.0436474628251084,0.153211625436196,0.878267456801385,"wealth","sds",300,5,500,"True",1
"(Intercept)",3.71483515802273,0.211835812061975,17.5363887808352,0.000000000000000000000000000000000000000000000000000000000101762956039983,"age","sds",300,5,500,"False",1
"income",0.0156699944276804,0.013957868168758,1.12266387948517,0.261908474906033,"age","sds",300,5,500,"False",1
"wealth",0.000898306947464516,0.0132126000676888,0.0679886580129911,0.945811217106387,"age","sds",300,5,500,"False",1
"(Intercept)",9.2973524550901,0.528927867383895,17.5777322928272,0.0000000000000000000000000000000000000000000000000000000000599324975972777,"income","sds",300,5,500,"False",1
"age",0.0978185669868832,0.0871307688564282,1.12266387948517,0.261908474906033,"income","sds",300,5,500,"False",1
"wealth",-0.0138844932165688,0.0330079798582757,-0.420640501969033,0.674127692467597,"income","sds",300,5,500,"False",1
"(Intercept)",12.4096099086644,0.492745745787736,25.1846109575753,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000375385382596839,"wealth","sds",300,5,500,"False",1
"age",0.00626761883715552,0.0921862413574621,0.0679886580129908,0.945811217106387,"wealth","sds",300,5,500,"False",1
"income",-0.0155187021236374,0.036893028728793,-0.420640501969033,0.674127692467597,"wealth","sds",300,5,500,"False",1
"(Intercept)",4.22378951948208,0.247851018901454,17.0416467852467,0.000000000000000000000000000000000000000000000000000224701365414193,"age","sds",300,5,1000,"True",1
"income",-0.00727393130156803,0.0133321635731652,-0.54559271356443,0.585572487071409,"age","sds",300,5,1000,"True",1
"wealth",-0.0138700589712557,0.016968202259458,-0.817414759629269,0.414053956999093,"age","sds",300,5,1000,"True",1
"(Intercept)",9.44379976243371,0.908303514048667,10.3971850998781,0.0000000000000000000000341747810418192,"income","sds",300,5,1000,"True",1
"age",-0.076164565669905,0.139599675318814,-0.545592713564429,0.585572487071409,"income","sds",300,5,1000,"True",1
"wealth",-0.0156169863847035,0.0549370157596896,-0.284270744756445,0.776312484156993,"income","sds",300,5,1000,"True",1
"(Intercept)",13.0920112586602,0.540598607350304,24.2176192847213,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000395468838991722,"wealth","sds",300,5,1000,"True",1
"age",-0.0895967627948445,0.109609915577596,-0.817414759629267,0.414053956999094,"wealth","sds",300,5,1000,"True",1
"income",-0.00963446199320112,0.033891851943666,-0.284270744756446,0.776312484156993,"wealth","sds",300,5,1000,"True",1
"(Intercept)",4.14298345646876,0.229524267463065,18.0503068466843,0.000000000000000000000000000000000000000000000000000000000000239345617224559,"age","sds",300,5,1000,"False",1
"income",-0.0117828456461456,0.0129622438087321,-0.909012808276911,0.363617471817941,"age","sds",300,5,1000,"False",1
"wealth",-0.0101683856157402,0.0152844162149736,-0.665277984629769,0.506064696648265,"age","sds",300,5,1000,"False",1
"(Intercept)",8.76221144416886,0.675112656443184,12.978887835302,0.0000000000000000000000000000000000432653106067293,"income","sds",300,5,1000,"False",1
"age",-0.0876787064310033,0.0964548635978011,-0.909012808276908,0.363617471817943,"income","sds",300,5,1000,"False",1
"wealth",0.0905706111827032,0.0415820161473625,2.17811976364325,0.0296888562494024,"income","sds",300,5,1000,"False",1
"(Intercept)",12.7786487654497,0.439013426797005,29.1076490727889,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000148279730361017,"wealth","sds",300,5,1000,"False",1
"age",-0.0544461295762263,0.0818396682802092,-0.665277984629768,0.506064696648265,"wealth","sds",300,5,1000,"False",1
"income",0.0651715961906476,0.0299210343152287,2.17811976364325,0.0296888562494025,"wealth","sds",300,5,1000,"False",1
"(Intercept)",4.17744500363929,0.175150881204647,23.8505508788069,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000342225046814429,"age","sds",300,10,500,"True",1
"income",-0.0161066628065348,0.0111563910566156,-1.44371622729948,0.149195690892668,"age","sds",300,10,500,"True",1
"wealth",0.000303877293895696,0.010609759286946,0.0286412995504601,0.977157550071997,"age","sds",300,10,500,"True",1
"(Intercept)",10.6169611395008,0.602283348256062,17.6278510276644,0.0000000000000000000000000000000000000000000000000000000000250079515897839,"income","sds",300,10,500,"True",1
"age",-0.155334938736122,0.107593816429342,-1.44371622729948,0.149195690892668,"income","sds",300,10,500,"True",1
"wealth",-0.0287562107041294,0.0329335392396645,-0.873158833457413,0.382828744937064,"income","sds",300,10,500,"True",1
"(Intercept)",12.9493357802665,0.592166950466493,21.8677110738202,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000434993970047503,"wealth","sds",300,10,500,"True",1
"age",0.00324852143065641,0.113420881092801,0.0286412995504634,0.977157550071994,"wealth","sds",300,10,500,"True",1
"income",-0.0318753938365254,0.0365058367563089,-0.873158833457412,0.382828744937065,"wealth","sds",300,10,500,"True",1
"(Intercept)",3.86821723994401,0.308304089655813,12.5467594162064,0.0000000000000000000000000000000435319895753573,"age","sds",300,10,500,"False",1
"income",0.00504998840757134,0.0233740021183338,0.216051508081721,0.829024219084836,"age","sds",300,10,500,"False",1
"wealth",-0.013252015929953,0.0145154050512753,-0.912962186252511,0.36164505763887,"age","sds",300,10,500,"False",1
"(Intercept)",10.5911905040761,0.436222335443978,24.2793402435404,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000362977660747293,"income","sds",300,10,500,"False",1
"age",0.0160738948856355,0.0743984387258042,0.21605150808172,0.829024219084837,"income","sds",300,10,500,"False",1
"wealth",-0.0373680431262498,0.0258685728208229,-1.44453439256496,0.149133396978587,"income","sds",300,10,500,"False",1
"(Intercept)",13.8448788043916,0.815207823108905,16.9832506655693,0.0000000000000000000000000000000000000000000000000000994513268156656,"wealth","sds",300,10,500,"False",1
"age",-0.109226169558544,0.119639313876615,-0.912962186252509,0.361645057638871,"wealth","sds",300,10,500,"False",1
"income",-0.0967641235149628,0.0669863756882557,-1.44453439256496,0.149133396978587,"wealth","sds",300,10,500,"False",1
"(Intercept)",3.30662834188004,0.216524825440031,15.2713590007989,0.000000000000000000000000000000000000000000000152516510639373,"age","sds",300,10,1000,"True",1
"income",0.021023918959678,0.0106866154325696,1.96731313972461,0.0494826204721488,"age","sds",300,10,1000,"True",1
"wealth",0.0329805908150822,0.0146670618993215,2.24861605149481,0.0248007483779348,"age","sds",300,10,1000,"True",1
"(Intercept)",9.06789306635354,0.732974147751634,12.3713682046889,0.0000000000000000000000000000000230557965400056,"income","sds",300,10,1000,"True",1
"age",0.222636264935608,0.113167680548697,1.96731313972461,0.049482620472149,"income","sds",300,10,1000,"True",1
"wealth",-0.0701504412415922,0.0478131137175045,-1.46717993845922,0.142709133040703,"income","sds",300,10,1000,"True",1
"(Intercept)",12.4629110419587,0.386058468569572,32.2824443875986,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000227932988939864,"wealth","sds",300,10,1000,"True",1
"age",0.185145145571814,0.0823373761157382,2.2486160514948,0.024800748377935,"wealth","sds",300,10,1000,"True",1
"income",-0.0371879357215315,0.0253465404935845,-1.46717993845922,0.142709133040703,"wealth","sds",300,10,1000,"True",1
"(Intercept)",4.76978277444302,0.269563530548663,17.6944661792147,0.000000000000000000000000000000000000000000000000000000000865640427845468,"age","sds",300,10,1000,"False",1
"income",-0.0361656183460822,0.0165699888545564,-2.1825976265601,0.0294114332534792,"age","sds",300,10,1000,"False",1
"wealth",-0.0345560469024242,0.0162704419908071,-2.12385422116674,0.0340475244972527,"age","sds",300,10,1000,"False",1
"(Intercept)",10.84471133557,0.631747321689926,17.1662165603811,0.000000000000000000000000000000000000000000000000000000499698846935953,"income","sds",300,10,1000,"False",1
"age",-0.194920080652453,0.0893064659653545,-2.1825976265601,0.0294114332534795,"income","sds",300,10,1000,"False",1
"wealth",0.00601719806019625,0.0378988831182492,0.158769799136873,0.873898016587174,"income","sds",300,10,1000,"False",1
"(Intercept)",13.7173354694337,0.561710589642225,24.4206460094882,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000983854430167292,"wealth","sds",300,10,1000,"False",1
"age",-0.193238244795727,0.0909847026551431,-2.12385422116675,0.0340475244972522,"wealth","sds",300,10,1000,"False",1
"income",0.00624313388595355,0.0393219234381699,0.158769799136868,0.873898016587177,"wealth","sds",300,10,1000,"False",1
"(Intercept)",4.07825005997405,0.232111439176647,17.5702243475829,0.0000000000000000000000000000000000000000000000000000000000282847512082638,"age","sds",600,1,500,"True",1
"income",0.00323762940924253,0.015324939283918,0.211265398789547,0.832730291002565,"age","sds",600,1,500,"True",1
"wealth",-0.0261410639662221,0.013463120843392,-1.94167936768188,0.052502587936391,"age","sds",600,1,500,"True",1
"(Intercept)",9.97881269406068,0.497083277412024,20.0747302263186,0.000000000000000000000000000000000000000000000000000000000000000000000000084619020860471,"income","sds",600,1,500,"True",1
"age",0.016047740106918,0.0759600966313659,0.211265398789547,0.832730291002566,"income","sds",600,1,500,"True",1
