"term","estimate","std.error","statistic","p.value","dep_var","data","privacy","parents","copies"
"wealth",-0.00681602887903351,0.0108816834591543,-0.626376323536545,0.531179165825834,"age","sds",20,2,10
"(Intercept)",4.36731895075069,0.4907689820369,8.89893027188568,0.00000000000000000445001921576999,"income","sds",20,2,10
"age",0.0181100321557714,0.0807166967807729,0.224365377648671,0.822493611955228,"income","sds",20,2,10
"wealth",0.397826697386853,0.023231750634777,17.1242668553494,0.000000000000000000000000000000000000000000000000000000000019859621038166,"income","sds",20,2,10
"(Intercept)",9.04791851601998,0.539282975365761,16.7776824586079,0.000000000000000000000000000000000000000000000000000000000000523351270600908,"wealth","sds",20,2,10
"age",-0.0592312911136993,0.101044406796689,-0.586190695669858,0.557844800867994,"wealth","sds",20,2,10
"income",0.612650458878635,0.0358414194917297,17.0933648155314,0.0000000000000000000000000000000000000000000000000000000000909010930003604,"wealth","sds",20,2,10
"(Intercept)",3.88100081162776,0.250259062728578,15.5079331366191,0.0000000000000000000000000000000000000298258369264087,"age","sds",30,0,5
"income",0.00720481983346865,0.0161769972649883,0.445374361845381,0.658450409137448,"age","sds",30,0,5
"wealth",-0.00183463214963416,0.0138763493277961,-0.132212882963328,0.894831232088923,"age","sds",30,0,5
"(Intercept)",9.3397229969843,0.73159996808633,12.7661610229625,0.0000000000163902196390955,"income","sds",30,0,5
"age",0.0448544328086935,0.0933400086830931,0.480548839040531,0.633999168266383,"income","sds",30,0,5
"wealth",0.0346460767684568,0.0397209381866874,0.872237121027232,0.389359630318094,"income","sds",30,0,5
"(Intercept)",14.1452615243556,0.507240730600931,27.8866831289309,0.000000000000000000000000000000684603905999467,"wealth","sds",30,0,5
"age",-0.0105625481989826,0.0763163692311955,-0.138404752550322,0.889934701729066,"wealth","sds",30,0,5
"income",0.0338582664330461,0.0388459005568692,0.871604621019884,0.389736696027579,"wealth","sds",30,0,5
"(Intercept)",3.69116628499997,0.266960265124708,13.8266505064927,0.00000000000000000000000000000000000312157478102747,"age","sds",30,0,10
"income",0.0119956361571935,0.0143125349723822,0.83812100234798,0.402233102919671,"age","sds",30,0,10
"wealth",0.00802430487890569,0.0148427351212312,0.540621712465085,0.588845254101414,"age","sds",30,0,10
"(Intercept)",9.82588864023497,0.573716544581249,17.1267304961665,0.000000000000000000000000000000000000000000000000000000000000000553377290572245,"income","sds",30,0,10
"age",0.066618418116148,0.0790699071660979,0.84252556381793,0.399758283133613,"income","sds",30,0,10
"wealth",-0.0059170966769978,0.0335600677353557,-0.176313609485481,0.860047596092483,"income","sds",30,0,10
"(Intercept)",14.2911787085338,0.413775297801312,34.5385014148336,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000128909736428107,"wealth","sds",30,0,10
"age",0.0424990113509223,0.074325902821717,0.571792736280154,0.567568295051814,"wealth","sds",30,0,10
"income",-0.00509917505185402,0.0302232932907213,-0.168716724640312,0.866019481107693,"wealth","sds",30,0,10
"(Intercept)",3.88100081162776,0.250259062728578,15.5079331366191,0.0000000000000000000000000000000000000298258369264087,"age","sds",30,1,5
"income",0.00720481983346865,0.0161769972649883,0.445374361845381,0.658450409137448,"age","sds",30,1,5
"wealth",-0.00183463214963416,0.0138763493277961,-0.132212882963328,0.894831232088923,"age","sds",30,1,5
"(Intercept)",9.3397229969843,0.73159996808633,12.7661610229625,0.0000000000163902196390955,"income","sds",30,1,5
"age",0.0448544328086935,0.0933400086830931,0.480548839040531,0.633999168266383,"income","sds",30,1,5
"wealth",0.0346460767684568,0.0397209381866874,0.872237121027232,0.389359630318094,"income","sds",30,1,5
"(Intercept)",14.1452615243556,0.507240730600931,27.8866831289309,0.000000000000000000000000000000684603905999467,"wealth","sds",30,1,5
"age",-0.0105625481989826,0.0763163692311955,-0.138404752550322,0.889934701729066,"wealth","sds",30,1,5
"income",0.0338582664330461,0.0388459005568692,0.871604621019884,0.389736696027579,"wealth","sds",30,1,5
"(Intercept)",3.69116628499997,0.266960265124708,13.8266505064927,0.00000000000000000000000000000000000312157478102747,"age","sds",30,1,10
"income",0.0119956361571935,0.0143125349723822,0.83812100234798,0.402233102919671,"age","sds",30,1,10
"wealth",0.00802430487890569,0.0148427351212312,0.540621712465085,0.588845254101414,"age","sds",30,1,10
"(Intercept)",9.82588864023497,0.573716544581249,17.1267304961665,0.000000000000000000000000000000000000000000000000000000000000000553377290572245,"income","sds",30,1,10
"age",0.066618418116148,0.0790699071660979,0.84252556381793,0.399758283133613,"income","sds",30,1,10
"wealth",-0.0059170966769978,0.0335600677353557,-0.176313609485481,0.860047596092483,"income","sds",30,1,10
"(Intercept)",14.2911787085338,0.413775297801312,34.5385014148336,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000128909736428107,"wealth","sds",30,1,10
"age",0.0424990113509223,0.074325902821717,0.571792736280154,0.567568295051814,"wealth","sds",30,1,10
"income",-0.00509917505185402,0.0302232932907213,-0.168716724640312,0.866019481107693,"wealth","sds",30,1,10
"(Intercept)",4.07020919554947,0.162968257923617,24.9754722018147,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000094066094293284,"age","sds",30,2,5
"income",0.00598760144395574,0.0135148425786487,0.443038933610312,0.657925459507985,"age","sds",30,2,5
"wealth",-0.0137970829973544,0.0108167270496295,-1.27553213962509,0.202228296206686,"age","sds",30,2,5
"(Intercept)",4.80482948921445,0.536223889370253,8.96049128817682,0.0000000000000280702461441731,"income","sds",30,2,5
"age",0.0337763051983241,0.0820089730750355,0.411861091924903,0.680614063803963,"income","sds",30,2,5
"wealth",0.362798934542757,0.0255697000742297,14.1886269095664,0.00000000000000000000000000000500763616043134,"income","sds",30,2,5
"(Intercept)",9.94344094062247,0.541182850041954,18.3735329747638,0.00000000000000000000000000000000000000000000000000000000000000284427789397966,"wealth","sds",30,2,5
"age",-0.123314883385116,0.096767085568845,-1.27434739467671,0.202627194290173,"wealth","sds",30,2,5
"income",0.535927971646897,0.0377459474874043,14.198291666297,0.00000000000000000000000000000350655882054997,"wealth","sds",30,2,5
"(Intercept)",3.98359762062886,0.158835936628232,25.0799517111344,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000338882178126993,"age","sds",30,2,10
"income",0.00610487263128978,0.0131059191262311,0.465810339014764,0.64135642395622,"age","sds",30,2,10
"wealth",-0.0079355192484106,0.0107943520313204,-0.735154757356929,0.462262328816599,"age","sds",30,2,10
"(Intercept)",4.80740344316174,0.475083721681688,10.1190658062218,0.00000000000000000000000485718676724456,"income","sds",30,2,10
"age",0.0365778704440936,0.0786774671552807,0.464909099982873,0.642002189982292,"income","sds",30,2,10
"wealth",0.361443973536241,0.0236303970051538,15.2957215851012,0.000000000000000000000000000000000000000000000000000155558087521473,"income","sds",30,2,10
"(Intercept)",9.72856111815201,0.52797151091173,18.4262993686008,0.000000000000000000000000000000000000000000000000000000000000000000000000023223382720636,"wealth","sds",30,2,10
"age",-0.0706802000372799,0.0962978533806653,-0.733974824525747,0.462982074663499,"wealth","sds",30,2,10
"income",0.537112279983763,0.0350016705477991,15.3453327106279,0.0000000000000000000000000000000000000000000000000000512812085658221,"wealth","sds",30,2,10
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",0,0,1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",0,0,1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",0,0,1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",0,0,1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",0,0,1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",0,0,1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",0,0,1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",0,0,1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",0,0,1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",0,1,1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",0,1,1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",0,1,1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",0,1,1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",0,1,1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",0,1,1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",0,1,1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",0,1,1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",0,1,1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",0,2,1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",0,2,1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",0,2,1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",0,2,1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",0,2,1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",0,2,1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",0,2,1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",0,2,1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",0,2,1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",0.1,0,1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",0.1,0,1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",0.1,0,1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",0.1,0,1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",0.1,0,1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",0.1,0,1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",0.1,0,1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",0.1,0,1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",0.1,0,1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",0.1,1,1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",0.1,1,1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",0.1,1,1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",0.1,1,1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",0.1,1,1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",0.1,1,1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",0.1,1,1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",0.1,1,1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",0.1,1,1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",0.1,2,1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",0.1,2,1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",0.1,2,1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",0.1,2,1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",0.1,2,1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",0.1,2,1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",0.1,2,1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",0.1,2,1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",0.1,2,1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",1,0,1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",1,0,1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",1,0,1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",1,0,1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",1,0,1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",1,0,1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",1,0,1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",1,0,1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",1,0,1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",1,1,1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",1,1,1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",1,1,1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",1,1,1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",1,1,1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",1,1,1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",1,1,1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",1,1,1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",1,1,1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",1,2,1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",1,2,1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",1,2,1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",1,2,1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",1,2,1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",1,2,1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",1,2,1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",1,2,1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",1,2,1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",5,0,1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",5,0,1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",5,0,1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",5,0,1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",5,0,1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",5,0,1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",5,0,1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",5,0,1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",5,0,1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",5,1,1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",5,1,1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",5,1,1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",5,1,1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",5,1,1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",5,1,1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",5,1,1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",5,1,1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",5,1,1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",5,2,1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",5,2,1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",5,2,1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",5,2,1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",5,2,1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",5,2,1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",5,2,1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",5,2,1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",5,2,1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",10,0,1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",10,0,1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",10,0,1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",10,0,1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",10,0,1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",10,0,1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",10,0,1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",10,0,1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",10,0,1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",10,1,1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",10,1,1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",10,1,1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",10,1,1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",10,1,1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",10,1,1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",10,1,1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",10,1,1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",10,1,1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",10,2,1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",10,2,1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",10,2,1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",10,2,1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",10,2,1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",10,2,1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",10,2,1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",10,2,1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",10,2,1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",20,0,1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",20,0,1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",20,0,1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",20,0,1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",20,0,1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",20,0,1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",20,0,1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",20,0,1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",20,0,1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",20,1,1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",20,1,1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",20,1,1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",20,1,1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",20,1,1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",20,1,1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",20,1,1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",20,1,1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",20,1,1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",20,2,1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",20,2,1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",20,2,1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",20,2,1
"age",0.0374735600497194,0.0687629526642304,0.544967291220068,0.58591552143749,"income","ods",20,2,1
"wealth",-0.0459296008235934,0.0184073525481332,-2.49517689757354,0.0127735612857421,"income","ods",20,2,1
"(Intercept)",14.1488463302294,0.787074702607918,17.9764973811865,0.000000000000000000000000000000000000000000000000000000000000107735221194594,"wealth","ods",20,2,1
"age",-0.138355121809013,0.126061187146267,-1.09752355138843,0.272715910116656,"wealth","ods",20,2,1
"income",-0.154524931920667,0.0619294495997204,-2.49517689757354,0.012773561285742,"wealth","ods",20,2,1
"(Intercept)",3.94733061173908,0.208296106438249,18.9505731971485,0.000000000000000000000000000000000000000000000000000000000000000000252982097719272,"age","ods",30,0,1
"income",0.00909598439328463,0.0166908813424759,0.544967291220067,0.585915521437491,"age","ods",30,0,1
"wealth",-0.00998192043606238,0.00909494873566466,-1.09752355138843,0.272715910116655,"age","ods",30,0,1
"(Intercept)",10.4293462527378,0.357162466147097,29.2005662443894,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000306150542544668,"income","ods",30,0,1
