"sex","age","placesize","region","edu","socprof","unempdur","income","marital","mmarr","ymarr","msepdiv","ysepdiv","ls","depress","trust","trustfam","trustneigh","sport","nofriend","smoke","nociga","alcabuse","alcsol","workab","wkabdur","wkabint","wkabintdur","emcc","englang","height","weight","eduspec","random_1","random_2"
"FEMALE",23,"URBAN BELOW 20,000","Podlaskie","POST-SECONDARY OR HIGHER","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",4,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",160,54,"law","HL","BR"
"FEMALE",81,"URBAN 100,000-200,000","Wielkopolskie","POST-SECONDARY OR HIGHER","RETIRED",0,1700,"SINGLE",NA,NA,NA,NA,"MIXED",20,"ONE CAN`T BE TOO CAREFUL","NO","NO","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",153,52,"law","XC","DC"
"MALE",63,"RURAL AREAS","Malopolskie","POST-SECONDARY OR HIGHER","UNEMPLOYED",24,699,"LEGALLY SEPARATED",3,1975,5,2010,"MIXED",9,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",3,"NO",NA,"YES","YES","NO",NA,"NO",NA,NA,"NONE",169,82,"law","SB","BR"
"MALE",42,"URBAN 100,000-200,000","Podlaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",NA,10000,"MARRIED",11,1992,NA,NA,"PLEASED",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",20,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",183,100,"law","LV","TT"
"MALE",66,"URBAN 20,000-100,000","Pomorskie","POST-SECONDARY OR HIGHER","RETIRED",0,2800,"MARRIED",7,1969,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",180,78,"law","TJ","OE"
"MALE",37,"URBAN 500,000 AND OVER","Dolnoslaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,11000,"MARRIED",8,1999,NA,NA,"PLEASED",3,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",180,92,"law","UC","KO"
"MALE",57,"URBAN BELOW 20,000","Slaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,2000,"MARRIED",4,1982,NA,NA,NA,2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",7,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",173,80,"law","DU","XG"
"FEMALE",41,"URBAN 100,000-200,000","Malopolskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,2500,"SINGLE",NA,NA,NA,NA,"MIXED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"YES",3,"NO","NO","YES","24","YES, TO EU COUNTRY","IT DEPENDS","GERMANY","PASSIVE",165,100,"law","FR","ST"
"MALE",26,"URBAN 500,000 AND OVER","Mazowieckie","POST-SECONDARY OR HIGHER","OTHER ECONOMICALLY INACTIVE",0,6000,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",185,85,"journalism and information","LF","CL"
"FEMALE",28,"RURAL AREAS","Lubelskie","POST-SECONDARY OR HIGHER","UNEMPLOYED",24,NA,"MARRIED",8,2007,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",8,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",170,68,"journalism and information","TI","CL"
"FEMALE",29,"URBAN 20,000-100,000","Lubelskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",NA,3000,"MARRIED",7,2002,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",166,56,"journalism and information","DK","DC"
"MALE",26,"RURAL AREAS","Slaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",192,90,"journalism and information","NS","OE"
"FEMALE",55,"URBAN 100,000-200,000","Kujawsko-pomorskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,2300,"MARRIED",8,1978,NA,NA,"MOSTLY SATISFIED",6,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",156,89,"healthcare","YP","WS"
"FEMALE",38,"RURAL AREAS","Swietokrzyskie","SECONDARY","OTHER ECONOMICALLY INACTIVE",24,NA,"MARRIED",6,1994,NA,NA,"MOSTLY DISSATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,70,"healthcare","OQ","BT"
"FEMALE",32,"URBAN 500,000 AND OVER","Mazowieckie","POST-SECONDARY OR HIGHER","SELF-EMPLOYED",0,NA,"MARRIED",8,2004,NA,NA,"DELIGHTED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",164,58,"healthcare","NS","CA"
"FEMALE",22,"URBAN 500,000 AND OVER","Dolnoslaskie","SECONDARY","PUPIL OR STUDENT",24,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",3,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",7,"NO",NA,"NO","NO",NA,NA,"YES, TO EU COUNTRY","LESS THAN 1 YEAR","GERMANY","ACTIVE",174,54,"healthcare","LW","HF"
"FEMALE",65,"URBAN 20,000-100,000","Swietokrzyskie","SECONDARY","RETIRED",24,1200,"MARRIED",8,1971,NA,NA,"PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,60,"healthcare","TI","RE"
"FEMALE",27,"RURAL AREAS","Podkarpackie","SECONDARY","UNEMPLOYED",20,NA,"MARRIED",11,2003,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",25,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",164,54,"healthcare","SB","BD"
"FEMALE",23,"URBAN 200,000-500,000","Slaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,NA,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",8,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",158,45,"healthcare","HL","MG"
"FEMALE",64,"URBAN 20,000-100,000","Pomorskie","SECONDARY","RETIRED",0,1400,"MARRIED",4,1979,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",8,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",170,80,"healthcare","LF","XG"
"FEMALE",72,"URBAN 500,000 AND OVER","Mazowieckie","SECONDARY","RETIRED",0,1300,"WIDOWED",8,1993,10,2008,"PLEASED",7,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",10,"NO",22,"NO","NO","NO",NA,"NO",NA,NA,"NONE",150,78,"healthcare","OJ","BR"
"FEMALE",28,"URBAN 500,000 AND OVER","Dolnoslaskie","SECONDARY","PUPIL OR STUDENT",0,7500,"SINGLE",NA,NA,NA,NA,"MOSTLY DISSATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",4,"NO",NA,"YES","NO","NO",NA,"NO",NA,NA,"NONE",155,46,"healthcare","MQ","BD"
"FEMALE",31,"URBAN BELOW 20,000","Lubuskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,1000,"SINGLE",NA,NA,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",155,50,"healthcare","DK","NY"
"MALE",43,"URBAN BELOW 20,000","Zachodnio-pomorskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,1600,"MARRIED",7,1990,NA,NA,"MOSTLY SATISFIED",2,"IT`S DIFFICULT TO TELL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",182,78,"healthcare","TJ","HW"
"FEMALE",50,"URBAN 200,000-500,000","Slaskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",0,1000,"MARRIED",9,2006,NA,NA,"DELIGHTED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",161,55,"healthcare","SB","HW"
"FEMALE",65,"URBAN 200,000-500,000","Slaskie","POST-SECONDARY OR HIGHER","RETIRED",24,1500,"MARRIED",7,1975,NA,NA,"PLEASED",2,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,77,"healthcare","TJ","TT"
"FEMALE",31,"RURAL AREAS","Kujawsko-pomorskie","SECONDARY","EMPLOYED IN PRIVATE SECTOR",NA,1900,"SINGLE",NA,NA,NA,NA,"MIXED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",3,"NO",NA,"NO","NO","NO",NA,"YES, TO NON-EU COUNTRY","IT DEPENDS","OTHER COUNTRIES","ACTIVE",170,50,"healthcare","SO","KO"
"MALE",54,"URBAN BELOW 20,000","Warminsko-mazurskie","SECONDARY","SELF-EMPLOYED",0,4500,"MARRIED",6,1984,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",175,85,"healthcare","AA","UB"
"FEMALE",69,"URBAN BELOW 20,000","Malopolskie","POST-SECONDARY OR HIGHER","RETIRED",0,1800,"WIDOWED",11,1976,11,2005,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,80,"healthcare","SB","YH"
"FEMALE",23,"RURAL AREAS","Warminsko-mazurskie","POST-SECONDARY OR HIGHER","UNEMPLOYED",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",158,86,"healthcare","NS","HW"
"MALE",29,"URBAN 500,000 AND OVER","Dolnoslaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",NA,2800,"MARRIED",8,2010,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA,3,"YES",1,"NO",NA,"YES","7","NO",NA,NA,"ACTIVE",182,70,"healthcare","OM","YH"
"FEMALE",52,"RURAL AREAS","Pomorskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,4800,"WIDOWED",2,1981,8,2009,"MIXED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",12,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,74,"healthcare","YP","XG"
"FEMALE",81,"URBAN 100,000-200,000","Wielkopolskie","SECONDARY","RETIRED",NA,1520,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",16,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO",NA,"NO",NA,"NO",NA,NA,"NONE",172,68,"healthcare","NT","BD"
"FEMALE",62,"URBAN 100,000-200,000","Zachodnio-pomorskie","SECONDARY","RETIRED",0,1300,"MARRIED",9,1973,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",10,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",154,60,"healthcare","DK","CL"
"FEMALE",61,"URBAN BELOW 20,000","Slaskie","SECONDARY","RETIRED",24,1800,"MARRIED",10,1975,NA,NA,"MOSTLY SATISFIED",1,"IT`S DIFFICULT TO TELL","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,92,"healthcare","HL","NK"
"FEMALE",35,"URBAN 20,000-100,000","Podlaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",NA,1400,"MARRIED",6,1998,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",164,62,"healthcare","TJ","DC"
"FEMALE",49,"RURAL AREAS","Podlaskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",NA,2000,"MARRIED",11,1985,NA,NA,"MOSTLY SATISFIED",5,"IT`S DIFFICULT TO TELL","YES","NO OPINION","NO",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,78,"healthcare","DU","DC"
"FEMALE",42,"URBAN 200,000-500,000","Lubuskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",NA,2700,"MARRIED",NA,NA,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",162,64,"healthcare","LV","MG"
"FEMALE",50,"URBAN 200,000-500,000","Slaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,2000,"MARRIED",1,1982,NA,NA,"MOSTLY SATISFIED",5,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",168,61,"healthcare","OJ","UJ"
"FEMALE",25,"URBAN 500,000 AND OVER","Lodzkie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,1500,"MARRIED",3,2011,NA,NA,"PLEASED",3,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",168,58,"healthcare","NT","WS"
"FEMALE",35,"URBAN 500,000 AND OVER","Dolnoslaskie","POST-SECONDARY OR HIGHER","OTHER ECONOMICALLY INACTIVE",0,NA,"MARRIED",12,1997,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",168,81,"healthcare","LV","CA"
"FEMALE",63,"URBAN 200,000-500,000","Podkarpackie","POST-SECONDARY OR HIGHER","RETIRED",0,2500,"SINGLE",NA,NA,NA,NA,"MIXED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",160,80,"healthcare","LW","CA"
"FEMALE",36,"URBAN 200,000-500,000","Mazowieckie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,3400,"MARRIED",9,1999,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",172,98,"healthcare","WR","NK"
"FEMALE",24,"RURAL AREAS","Wielkopolskie","SECONDARY","PUPIL OR STUDENT",0,1100,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",3,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",168,56,"healthcare","MQ","DC"
"FEMALE",26,"RURAL AREAS","Lodzkie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,1500,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",8,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",173,63,"healthcare","LW","RE"
"FEMALE",68,"URBAN 500,000 AND OVER","Lodzkie","POST-SECONDARY OR HIGHER","RETIRED",6,2100,"MARRIED",8,1970,NA,NA,"MOSTLY SATISFIED",5,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",4,"NO",NA,"NO",NA,"NO",NA,"NO",NA,NA,"NONE",150,63,"healthcare","DU","XG"
"FEMALE",28,"URBAN 200,000-500,000","Warminsko-mazurskie","POST-SECONDARY OR HIGHER","OTHER ECONOMICALLY INACTIVE",NA,840,"MARRIED",8,2007,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",164,75,"healthcare","OM","HW"
"FEMALE",76,"URBAN BELOW 20,000","Dolnoslaskie","SECONDARY","RETIRED",24,1600,"WIDOWED",3,1958,12,2008,"PLEASED",10,"ONE CAN`T BE TOO CAREFUL","YES","YES","NO",15,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,82,"healthcare","MY","ST"
"FEMALE",69,"RURAL AREAS","Kujawsko-pomorskie","POST-SECONDARY OR HIGHER","LONG-TERM SICK/DISABLED",0,NA,"WIDOWED",2,1964,6,2004,"PLEASED",6,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",156,56,"healthcare","MQ","HW"
"MALE",55,"URBAN 20,000-100,000","Podlaskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",NA,1500,"MARRIED",4,1978,NA,NA,"MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",6,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",170,102,"healthcare","AA","HF"
"FEMALE",52,"URBAN BELOW 20,000","Podkarpackie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,1700,"MARRIED",11,1982,NA,NA,"PLEASED",9,"IT`S DIFFICULT TO TELL","YES","NO","NO",0,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",163,74,"healthcare","YP","NY"
"FEMALE",63,"URBAN 500,000 AND OVER","Mazowieckie","SECONDARY","RETIRED",0,1150,"MARRIED",6,1970,NA,NA,"PLEASED",9,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",8,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",159,62,"healthcare","OJ","NY"
"FEMALE",21,"RURAL AREAS","Mazowieckie","SECONDARY","PUPIL OR STUDENT",NA,300,"SINGLE",NA,NA,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",5,"NO",NA,"NO","NO",NA,NA,"NO",NA,NA,"ACTIVE",176,65,"healthcare","LV","CL"
"MALE",26,"RURAL AREAS","Lubelskie","SECONDARY","PUPIL OR STUDENT",NA,NA,"SINGLE",NA,NA,NA,NA,"DELIGHTED",0,"MOST PEOPLE CAN BE TRUSTED","YES","YES","NO",1,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",174,60,"healthcare","OQ","BD"
"FEMALE",32,"URBAN 100,000-200,000","Malopolskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",NA,NA,"MARRIED",3,2008,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION",NA,1,"NO",NA,"NO",NA,"NO",NA,"NO",NA,NA,"PASSIVE",178,75,"healthcare","XC","NY"
"FEMALE",64,"RURAL AREAS","Kujawsko-pomorskie","SECONDARY","RETIRED",0,1330,"MARRIED",9,1968,NA,NA,"MOSTLY SATISFIED",4,"MOST PEOPLE CAN BE TRUSTED","YES","NO OPINION","YES",4,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",154,65,"healthcare","NT","RE"
"FEMALE",41,"RURAL AREAS","Warminsko-mazurskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,1700,"MARRIED",8,1993,NA,NA,"PLEASED",0,"ONE CAN`T BE TOO CAREFUL","YES","NO","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,58,"healthcare","OJ","GI"
"FEMALE",59,"URBAN 100,000-200,000","Dolnoslaskie","POST-SECONDARY OR HIGHER","RETIRED",24,1150,"MARRIED",8,1975,NA,NA,"MOSTLY SATISFIED",3,"IT`S DIFFICULT TO TELL","YES","YES","NO",7,"YES",2,"NO","NO","NO",NA,"NO",NA,NA,"NONE",156,55,"healthcare","OQ","KO"
"FEMALE",60,"URBAN 200,000-500,000","Kujawsko-pomorskie","SECONDARY","RETIRED",24,1200,"MARRIED",4,1974,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",20,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",162,80,"healthcare","IV","CA"
"FEMALE",74,"URBAN 20,000-100,000","Lubelskie","SECONDARY","RETIRED",NA,2100,"MARRIED",10,1958,NA,NA,"PLEASED",6,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",20,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",155,70,"healthcare","XC","KO"
"MALE",53,"URBAN 20,000-100,000","Slaskie","POST-SECONDARY OR HIGHER","RETIRED",0,2000,"MARRIED",7,1980,NA,NA,"MOSTLY SATISFIED",7,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",8,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",180,85,"healthcare","AA","OE"
"FEMALE",52,"URBAN BELOW 20,000","Podlaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",NA,1900,"MARRIED",10,1996,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",2,"YES",20,"NO","NO","NO",NA,"NO",NA,NA,"NONE",165,60,"healthcare","MQ","CL"
"FEMALE",43,"URBAN 20,000-100,000","Kujawsko-pomorskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,2000,"MARRIED",9,1992,NA,NA,"PLEASED",1,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",167,60,"healthcare","NT","QC"
"FEMALE",49,"RURAL AREAS","Lodzkie","SECONDARY","FARMER",NA,1000,"MARRIED",10,1982,NA,NA,"MOSTLY SATISFIED",1,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","NO",5,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,70,"healthcare","TJ","HF"
"FEMALE",23,"URBAN BELOW 20,000","Slaskie","POST-SECONDARY OR HIGHER","OTHER ECONOMICALLY INACTIVE",NA,NA,"SINGLE",NA,NA,NA,NA,"MOSTLY SATISFIED",2,"IT`S DIFFICULT TO TELL","YES","YES","YES",7,"NO",NA,"NO","NO","NO",NA,"YES, TO EU COUNTRY","LESS THAN 1 YEAR","NETHERLANDS","PASSIVE",154,57,"healthcare","OJ","HF"
"FEMALE",37,"URBAN 100,000-200,000","Wielkopolskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",NA,NA,"MARRIED",10,2000,NA,NA,"MOSTLY SATISFIED",0,"IT`S DIFFICULT TO TELL","YES","NO OPINION","NO",2,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",164,65,"healthcare","NS","ST"
"FEMALE",44,"RURAL AREAS","Podlaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",NA,1500,"MARRIED",11,1994,NA,NA,"MOSTLY SATISFIED",0,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",160,72,"healthcare","YP","UB"
"FEMALE",35,"URBAN 100,000-200,000","Wielkopolskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,1800,"MARRIED",1,2006,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","YES","NO","NO",5,"YES",15,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",158,60,"healthcare","XC","GI"
"FEMALE",50,"URBAN 20,000-100,000","Kujawsko-pomorskie","SECONDARY","EMPLOYED IN PUBLIC SECTOR",0,2500,"MARRIED",8,1982,NA,NA,"MOSTLY SATISFIED",3,"ONE CAN`T BE TOO CAREFUL","YES","NO OPINION","YES",3,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"PASSIVE",160,68,"healthcare","TI","XG"
"FEMALE",46,"RURAL AREAS","Pomorskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,2000,"MARRIED",11,1992,NA,NA,"PLEASED",2,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",25,"NO",NA,"NO","NO","NO",NA,"YES, TO EU COUNTRY","LESS THAN 1 YEAR","OTHER EU COUNTRIES","NONE",160,80,"healthcare","AA","UJ"
"FEMALE",76,"URBAN 500,000 AND OVER","Malopolskie","POST-SECONDARY OR HIGHER","RETIRED",0,1500,"WIDOWED",2,1965,1,2006,"PLEASED",14,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",12,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",170,85,"healthcare","SO","HF"
"FEMALE",48,"URBAN 100,000-200,000","Podlaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",NA,1800,"MARRIED",6,1985,NA,NA,"PLEASED",3,"MOST PEOPLE CAN BE TRUSTED","YES","YES","YES",6,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"NONE",164,58,"healthcare","TJ","BT"
"FEMALE",60,"URBAN 100,000-200,000","Wielkopolskie","POST-SECONDARY OR HIGHER","RETIRED",0,2000,"MARRIED",11,1973,NA,NA,"PLEASED",NA,"ONE CAN`T BE TOO CAREFUL","NO OPINION","NO OPINION","YES",10,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,79,"healthcare","AA","NY"
"FEMALE",37,"URBAN 200,000-500,000","Slaskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,NA,"MARRIED",7,1995,NA,NA,"PLEASED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",10,"YES",10,"NO","NO","NO",NA,"NO",NA,NA,"NONE",158,80,"healthcare","WR","CA"
"FEMALE",50,"RURAL AREAS","Malopolskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PRIVATE SECTOR",0,7000,"MARRIED",9,1989,NA,NA,"MOSTLY SATISFIED",4,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO","YES","NO",NA,"NO",NA,NA,"NONE",164,90,"healthcare","LV","TT"
"FEMALE",43,"URBAN BELOW 20,000","Pomorskie","POST-SECONDARY OR HIGHER","EMPLOYED IN PUBLIC SECTOR",0,3500,"MARRIED",7,2004,NA,NA,"MIXED",3,"ONE CAN`T BE TOO CAREFUL","YES","YES","YES",4,"NO",NA,"NO","NO","NO",NA,"NO",NA,NA,"ACTIVE",158,50,"healthcare","IV","BD"
