"names","Estimate","Std. Error","dep_var","data","parents","privacy","copies"
"var_4B",-0.00174681521089179,0.127521882203752,"var_2","sds",0,1,10
"(Intercept)",-0.0564388664127359,0.131561052267541,"var_2","sds",0,5,10
"var_1B",0.0260824003024249,0.127168688776908,"var_2","sds",0,5,10
"var_3B",0.131926778519119,0.127446232054663,"var_2","sds",0,5,10
"var_4B",0.0699398322170155,0.127252881760138,"var_2","sds",0,5,10
"(Intercept)",-0.0510260750925762,0.131520088920392,"var_2","sds",0,10,10
"var_1B",0.0251738587785279,0.127161148881115,"var_2","sds",0,10,10
"var_3B",0.124382589315452,0.127428540710756,"var_2","sds",0,10,10
"var_4B",0.0665590958362808,0.127227547178576,"var_2","sds",0,10,10
"(Intercept)",0.0307553480275339,0.130935039744345,"var_2","sds",0,20,10
"var_1B",-0.0117041752069347,0.127228299072893,"var_2","sds",0,20,10
"var_3B",0.0262923637893707,0.127583218193987,"var_2","sds",0,20,10
"var_4B",0.0601986427313586,0.127455815661393,"var_2","sds",0,20,10
"(Intercept)",0.0237534495877963,0.130928776214786,"var_2","sds",0,30,10
"var_1B",0.0243418450206971,0.127191214346203,"var_2","sds",0,30,10
"var_3B",0.0169959787007083,0.127539018159933,"var_2","sds",0,30,10
"var_4B",0.0144257324725483,0.127469286926266,"var_2","sds",0,30,10
"(Intercept)",0.0610524312322656,0.127707590734367,"var_2","sds",1,0,10
"var_1B",-0.0254927047632818,0.126850765270215,"var_2","sds",1,0,10
"var_3B",0.0593366543368403,0.12689216342371,"var_2","sds",1,0,10
"var_4B",-0.0303909997105268,0.126888814706207,"var_2","sds",1,0,10
"(Intercept)",0.010389783446891,0.135650038938715,"var_2","sds",1,0.1,10
"var_1B",0.18539854083507,0.136640493417808,"var_2","sds",1,0.1,10
"var_3B",-0.0162135550543143,0.142352417359152,"var_2","sds",1,0.1,10
"var_4B",0.0367084709843978,0.130690445221521,"var_2","sds",1,0.1,10
"(Intercept)",0.0179711726992024,0.126184570866042,"var_2","sds",1,1,10
"var_1B",0.0230714941668532,0.126890089153459,"var_2","sds",1,1,10
"var_3B",0.0514258492436372,0.126987649245152,"var_2","sds",1,1,10
"var_4B",-0.0068921549016326,0.12709872202647,"var_2","sds",1,1,10
"(Intercept)",0.0393685615170224,0.129234038269545,"var_2","sds",1,5,10
"var_1B",0.00514817221823262,0.127059281135744,"var_2","sds",1,5,10
"var_3B",0.0643200639883582,0.127275933714629,"var_2","sds",1,5,10
"var_4B",-0.00989171693456293,0.127195112378822,"var_2","sds",1,5,10
"(Intercept)",0.0541355247186106,0.126744170328976,"var_2","sds",1,10,10
"var_1B",-0.0144812165830278,0.126994662137355,"var_2","sds",1,10,10
"var_3B",0.0186301170503138,0.127052945081798,"var_2","sds",1,10,10
"var_4B",0.0218124442694833,0.12705076534041,"var_2","sds",1,10,10
"(Intercept)",-0.0107981055254289,0.127116795501551,"var_2","sds",1,20,10
"var_1B",0.0276121637275154,0.127000017122745,"var_2","sds",1,20,10
"var_3B",0.0980320126741645,0.127030767629229,"var_2","sds",1,20,10
"var_4B",-0.000120666646055326,0.126936754087313,"var_2","sds",1,20,10
"(Intercept)",0.0598538316245577,0.128141933963795,"var_2","sds",1,30,10
"var_1B",-0.0122888527811349,0.126897202007565,"var_2","sds",1,30,10
"var_3B",-0.0178241744985108,0.127164804754416,"var_2","sds",1,30,10
"var_4B",0.0343792515855164,0.12709024894936,"var_2","sds",1,30,10
"(Intercept)",-0.0169810151230003,0.131166329789833,"var_2","sds",2,0,10
"var_1B",0.0525283774436379,0.12709395199162,"var_2","sds",2,0,10
"var_3B",0.131638613782182,0.127256534397427,"var_2","sds",2,0,10
"var_4B",-0.019877966801741,0.12702132916152,"var_2","sds",2,0,10
"(Intercept)",-0.164876053540029,0.144803403755039,"var_2","sds",2,0.1,10
"var_1B",0.264955997808674,0.143078303210189,"var_2","sds",2,0.1,10
"var_3B",0.838918368300398,0.152075793573417,"var_2","sds",2,0.1,10
"var_4B",0.0315830967500586,0.153442419602586,"var_2","sds",2,0.1,10
"(Intercept)",0.00215004141709042,0.128717792861096,"var_2","sds",2,1,10
"var_1B",0.0816662398550907,0.127187213503655,"var_2","sds",2,1,10
"var_3B",0.0616812828865259,0.127707831746323,"var_2","sds",2,1,10
"var_4B",-0.0495588544255371,0.127564790788398,"var_2","sds",2,1,10
"(Intercept)",0.0880198215940592,0.130786760436099,"var_2","sds",2,5,10
"var_1B",0.0171337211203707,0.127160035781835,"var_2","sds",2,5,10
"var_3B",-0.025770116062224,0.127402632949752,"var_2","sds",2,5,10
"var_4B",-0.0312710485925678,0.127316749070776,"var_2","sds",2,5,10
"(Intercept)",0.020608522525599,0.130959219347756,"var_2","sds",2,10,10
"var_1B",-0.0321474039529642,0.127104059361259,"var_2","sds",2,10,10
"var_3B",0.0838625802866161,0.127432489138109,"var_2","sds",2,10,10
"var_4B",0.0114580686407823,0.127232477626203,"var_2","sds",2,10,10
"(Intercept)",0.0149275186075917,0.130823232793035,"var_2","sds",2,20,10
"var_1B",-0.0317030732354143,0.127103738003313,"var_2","sds",2,20,10
"var_3B",0.104921343920303,0.127428119354099,"var_2","sds",2,20,10
"var_4B",0.00454372886229966,0.127224700208987,"var_2","sds",2,20,10
"(Intercept)",0.0440851653893953,0.130781271237127,"var_2","sds",2,30,10
"var_1B",0.0143461078183862,0.127162348161201,"var_2","sds",2,30,10
"var_3B",0.0178389910373148,0.127710911779901,"var_2","sds",2,30,10
"var_4B",0.0304765308889406,0.127655556315566,"var_2","sds",2,30,10
"(Intercept)",-0.0132244704376621,0.128372551861922,"var_3","sds",0,0,10
"var_1B",0.065814018518253,0.127232584136874,"var_3","sds",0,0,10
"var_2B",0.0062112274642895,0.127127637404372,"var_3","sds",0,0,10
"var_4B",0.0487200831930007,0.127167481071503,"var_3","sds",0,0,10
"(Intercept)",0.0957269769355443,0.138159267668569,"var_3","sds",0,0.1,10
"var_1B",-0.0642329727017785,0.134287963122659,"var_3","sds",0,0.1,10
"var_2B",0.184099158320919,0.13474588429613,"var_3","sds",0,0.1,10
"var_4B",0.0351498329017912,0.134148078594677,"var_3","sds",0,0.1,10
"(Intercept)",-0.125390852920853,0.128572970395318,"var_3","sds",0,1,10
"var_1B",0.101035263561217,0.127743229382382,"var_3","sds",0,1,10
"var_2B",0.106405909830914,0.127544978560916,"var_3","sds",0,1,10
"var_4B",0.203795772457329,0.127837292751995,"var_3","sds",0,1,10
"(Intercept)",-0.0152523153885375,0.128647448856225,"var_3","sds",0,5,10
"var_1B",0.0650326981412485,0.127539365017011,"var_3","sds",0,5,10
"var_2B",0.035298698987457,0.127446049118692,"var_3","sds",0,5,10
"var_4B",0.0807471968103955,0.127507032386789,"var_3","sds",0,5,10
"(Intercept)",-0.016819709087421,0.1285228929323,"var_3","sds",0,10,10
"var_1B",0.0620248004250879,0.127526610492307,"var_3","sds",0,10,10
"var_2B",0.0398537921521944,0.127428348582037,"var_3","sds",0,10,10
"var_4B",0.0826358920490665,0.12749105778988,"var_3","sds",0,10,10
"(Intercept)",-0.119736206257297,0.129164315351936,"var_3","sds",0,20,10
"var_1B",0.141991320646936,0.127730616343537,"var_3","sds",0,20,10
"var_2B",0.102261877461967,0.127583313025875,"var_3","sds",0,20,10
"var_4B",0.183585497971365,0.127764346941139,"var_3","sds",0,20,10
"(Intercept)",-0.12710135633575,0.128712517910744,"var_3","sds",0,30,10
"var_1B",0.0928100090697069,0.127718625123326,"var_3","sds",0,30,10
"var_2B",0.121909050594255,0.127538677640786,"var_3","sds",0,30,10
"var_4B",0.217830527453499,0.127813713008705,"var_3","sds",0,30,10
"(Intercept)",0.0354032910857606,0.125945488355381,"var_3","sds",1,0,10
"var_1B",-0.0173734814118913,0.126896855244625,"var_3","sds",1,0,10
"var_2B",0.0474112198689874,0.126892190700063,"var_3","sds",1,0,10
"var_4B",0.000803428655877264,0.126839534262396,"var_3","sds",1,0,10
"(Intercept)",0.329865275626104,0.141665099599179,"var_3","sds",1,0.1,10
"var_1B",0.593091567683377,0.179224870261839,"var_3","sds",1,0.1,10
"var_2B",0.0059839582028475,0.142349546457143,"var_3","sds",1,0.1,10
"var_4B",-0.042718894295825,0.143699613898143,"var_3","sds",1,0.1,10
"(Intercept)",0.0448760230179685,0.126576612576061,"var_3","sds",1,1,10
"var_1B",-0.0182562657890684,0.127044269829504,"var_3","sds",1,1,10
"var_2B",0.0456855505749519,0.126987694879123,"var_3","sds",1,1,10
"var_4B",0.0414696470117084,0.127150929325179,"var_3","sds",1,1,10
"(Intercept)",0.0443149700985277,0.127536253516783,"var_3","sds",1,5,10
"var_1B",0.004599035150844,0.127403267396327,"var_3","sds",1,5,10
"var_2B",-0.0204795221691301,0.127275808559688,"var_3","sds",1,5,10
"var_4B",0.098025953089789,0.127225016498691,"var_3","sds",1,5,10
"(Intercept)",0.112352695397092,0.12737585901964,"var_3","sds",1,10,10
"var_1B",-0.0331547247004583,0.127203186120603,"var_3","sds",1,10,10
"var_2B",-0.0178425353728839,0.127053227596082,"var_3","sds",1,10,10
"var_4B",0.0038938482425127,0.127109386761915,"var_3","sds",1,10,10
"(Intercept)",0.128023699576694,0.126625703048745,"var_3","sds",1,20,10
"var_1B",-0.023530162474205,0.127167101919469,"var_3","sds",1,20,10
"var_2B",-0.0421755761140687,0.127031155788212,"var_3","sds",1,20,10
"var_4B",-0.0263164276386622,0.126960585154912,"var_3","sds",1,20,10
"(Intercept)",-0.0376342462597367,0.127845802470674,"var_3","sds",1,30,10
"var_1B",0.0856867183796769,0.127181691060548,"var_3","sds",1,30,10
"var_2B",0.0457737348444519,0.1271647834719,"var_3","sds",1,30,10
"var_4B",0.126548935219169,0.127262632556627,"var_3","sds",1,30,10
"(Intercept)",-0.0582266816230279,0.127382718003052,"var_3","sds",2,0,10
"var_1B",0.136785691594757,0.127248454620827,"var_3","sds",2,0,10
"var_2B",0.0302163194643781,0.127257659450442,"var_3","sds",2,0,10
"var_4B",0.045606512995829,0.127199379388897,"var_3","sds",2,0,10
"(Intercept)",-0.0557632708793698,0.148587214941548,"var_3","sds",2,0.1,10
"var_1B",0.202925399439295,0.144054294616898,"var_3","sds",2,0.1,10
"var_2B",0.137327379554779,0.150216153125216,"var_3","sds",2,0.1,10
"var_4B",0.599507457601229,0.148811526275894,"var_3","sds",2,0.1,10
"(Intercept)",0.00584134662090881,0.127447696460882,"var_3","sds",2,1,10
"var_1B",-0.0896226542312679,0.127754540092012,"var_3","sds",2,1,10
"var_2B",0.109084781413556,0.127707403240636,"var_3","sds",2,1,10
"var_4B",0.143827059951925,0.127771513007232,"var_3","sds",2,1,10
"(Intercept)",0.0464347143548984,0.127891065918863,"var_3","sds",2,5,10
"var_1B",0.00737803785449106,0.12751865995553,"var_3","sds",2,5,10
"var_2B",0.0316929362779391,0.127403256907905,"var_3","sds",2,5,10
"var_4B",0.0431145413767371,0.127463283938719,"var_3","sds",2,5,10
"(Intercept)",0.00857682640215404,0.127612004754141,"var_3","sds",2,10,10
"var_1B",0.0372014694033473,0.127520829801126,"var_3","sds",2,10,10
"var_2B",-0.000842731578646636,0.127431915319897,"var_3","sds",2,10,10
"var_4B",0.100361857160618,0.127443334432016,"var_3","sds",2,10,10
"(Intercept)",0.0036721265781498,0.127501641737127,"var_3","sds",2,20,10
"var_1B",0.0319158185834136,0.127519332662599,"var_3","sds",2,20,10
"var_2B",0.0165295328111705,0.127427123722044,"var_3","sds",2,20,10
"var_4B",0.0992621957325227,0.127436026195365,"var_3","sds",2,20,10
"(Intercept)",-0.103009128139168,0.129003954388011,"var_3","sds",2,30,10
"var_1B",0.0612876464661091,0.127871413176665,"var_3","sds",2,30,10
"var_2B",0.0555751591029559,0.127713741516888,"var_3","sds",2,30,10
"var_4B",0.287394146967173,0.127905083170588,"var_3","sds",2,30,10
"(Intercept)",0.0866847606787344,0.129467556472634,"var_4","sds",0,0,10
"var_1B",-0.0321637406010863,0.127154607095737,"var_4","sds",0,0,10
"var_2B",-0.00229506004432838,0.127083888501268,"var_4","sds",0,0,10
"var_3B",-0.0487259918844107,0.127167501391348,"var_4","sds",0,0,10
"(Intercept)",-0.14317169388623,0.139225550037466,"var_4","sds",0,0.1,10
"var_1B",0.296735459394218,0.133688176777199,"var_4","sds",0,0.1,10
"var_2B",-0.122463628121202,0.135362802937974,"var_4","sds",0,0.1,10
"var_3B",0.52421471838335,0.133986481445112,"var_4","sds",0,0.1,10
"(Intercept)",-0.0187207043657773,0.130028727709108,"var_4","sds",0,1,10
"var_1B",0.0939627332182246,0.127730568628305,"var_4","sds",0,1,10
"var_2B",0.052456269172759,0.127522740620917,"var_4","sds",0,1,10
"var_3B",0.0925710671194597,0.127837460557831,"var_4","sds",0,1,10
"(Intercept)",0.00209396582183591,0.130074226231875,"var_4","sds",0,5,10
"var_1B",0.0399927529452251,0.127405677017972,"var_4","sds",0,5,10
"var_2B",0.037384112858127,0.127252838185892,"var_4","sds",0,5,10
"var_3B",0.0396733688893279,0.127507424516525,"var_4","sds",0,5,10
"(Intercept)",0.0110930704012096,0.129971907062753,"var_4","sds",0,10,10
"var_1B",0.0331741584356293,0.127396766078664,"var_4","sds",0,10,10
"var_2B",0.0340969842491728,0.127227452804132,"var_4","sds",0,10,10
"var_3B",0.0314719335865076,0.127491272141197,"var_4","sds",0,10,10
"(Intercept)",-0.0686721192488777,0.130317306813792,"var_4","sds",0,20,10
"var_1B",0.0848309212849015,0.127588027180628,"var_4","sds",0,20,10
"var_2B",0.049161862407778,0.127454979494652,"var_4","sds",0,20,10
"var_3B",0.172633581673678,0.127764891490565,"var_4","sds",0,20,10
"(Intercept)",-0.00159306641901642,0.130350744339372,"var_4","sds",0,30,10
"var_1B",0.0831114653010009,0.127689661449709,"var_4","sds",0,30,10
"var_2B",0.0569024549640964,0.127468559715597,"var_4","sds",0,30,10
"var_3B",0.0749076271803637,0.127813918258865,"var_4","sds",0,30,10
"(Intercept)",-0.015120810171085,0.12656228459042,"var_4","sds",1,0,10
"var_1B",0.0824516618523022,0.126886245249383,"var_4","sds",1,0,10
"var_2B",0.0523127162935353,0.126888867480534,"var_4","sds",1,0,10
"var_3B",-0.000802039299343243,0.12683973234864,"var_4","sds",1,0,10
"(Intercept)",0.384824415535655,0.136432108446347,"var_4","sds",1,0.1,10
"var_1B",-0.102325625287433,0.1379182628236,"var_4","sds",1,0.1,10
"var_2B",-0.201921933994067,0.130690090678413,"var_4","sds",1,0.1,10
"var_3B",-0.00111832369578698,0.143636635768441,"var_4","sds",1,0.1,10
"(Intercept)",0.105814104661785,0.127495023007447,"var_4","sds",1,1,10
"var_1B",0.0622602263746476,0.127156683316359,"var_4","sds",1,1,10
"var_2B",0.0264680579911681,0.127098027127473,"var_4","sds",1,1,10
"var_3B",-0.0716341399790623,0.127150513020149,"var_4","sds",1,1,10
"(Intercept)",-0.0253115388418948,0.127607981060029,"var_4","sds",1,5,10
"var_1B",0.0185618918844036,0.127313785669486,"var_4","sds",1,5,10
"var_2B",0.0654441322064596,0.127195658053769,"var_4","sds",1,5,10
"var_3B",0.107395465539203,0.127225234028481,"var_4","sds",1,5,10
"(Intercept)",0.019717058781655,0.126933231892396,"var_4","sds",1,10,10
"var_1B",-0.0273202935389694,0.127152859616019,"var_4","sds",1,10,10
"var_2B",0.0573164269606706,0.127050864010975,"var_4","sds",1,10,10
"var_3B",0.113814722280113,0.127109220025817,"var_4","sds",1,10,10
"(Intercept)",0.0173125962873026,0.126422905223464,"var_4","sds",1,20,10
"var_1B",-0.011023138871001,0.127029192889322,"var_4","sds",1,20,10
"var_2B",0.0362287541876936,0.126937021252228,"var_4","sds",1,20,10
"var_3B",0.0657007430250727,0.126960527872821,"var_4","sds",1,20,10
"(Intercept)",0.0775604845272283,0.128254490037438,"var_4","sds",1,30,10
"var_1B",0.0115170094613099,0.127171403675039,"var_4","sds",1,30,10
"var_2B",0.0152172190002176,0.127090315609529,"var_4","sds",1,30,10
"var_3B",-0.00221527395367724,0.127262395708282,"var_4","sds",1,30,10
"(Intercept)",0.0395638462744762,0.129634996668377,"var_4","sds",2,0,10
"var_1B",0.0731796250554391,0.127205401178559,"var_4","sds",2,0,10
"var_2B",-0.014767352837283,0.127021799339766,"var_4","sds",2,0,10
"var_3B",-0.0456055905852933,0.127199084204203,"var_4","sds",2,0,10
"(Intercept)",0.354447486911298,0.153175066288301,"var_4","sds",2,0.1,10
"var_1B",0.0823685338101111,0.140944221422798,"var_4","sds",2,0.1,10
"var_2B",-0.342725100921749,0.152748258505645,"var_4","sds",2,0.1,10
"var_3B",0.38955172542558,0.149184992768032,"var_4","sds",2,0.1,10
"(Intercept)",0.0278164077741455,0.12958454643855,"var_4","sds",2,1,10
"var_1B",0.0205599948279591,0.127707834702716,"var_4","sds",2,1,10
"var_2B",0.0705398026784557,0.127564338803813,"var_4","sds",2,1,10
"var_3B",0.0555015445896703,0.127771841593443,"var_4","sds",2,1,10
"(Intercept)",-0.0616296335813655,0.129426291226198,"var_4","sds",2,5,10
"var_1B",0.0872424947826579,0.127394646006105,"var_4","sds",2,5,10
"var_2B",0.035865343690857,0.127316857832394,"var_4","sds",2,5,10
"var_3B",0.141730332088072,0.127463106086886,"var_4","sds",2,5,10
"(Intercept)",0.00666364394903957,0.129245215269541,"var_4","sds",2,10,10
"var_1B",0.0172314122266725,0.127387338640108,"var_4","sds",2,10,10
"var_2B",0.00940494943350305,0.12723262080414,"var_4","sds",2,10,10
"var_3B",0.0837525705181761,0.127443675395159,"var_4","sds",2,10,10
"(Intercept)",0.00239477613066946,0.129307551846493,"var_4","sds",2,20,10
"var_1B",0.0162762706163042,0.127374392757226,"var_4","sds",2,20,10
"var_2B",0.0180245154207913,0.127224768576016,"var_4","sds",2,20,10
"var_3B",0.0838188176736657,0.1274361786401,"var_4","sds",2,20,10
"(Intercept)",-0.140240405276147,0.129243313123094,"var_4","sds",2,30,10
"var_1B",0.10027993880899,0.127750688429278,"var_4","sds",2,30,10
"var_2B",0.0165605365004018,0.127655350744525,"var_4","sds",2,30,10
"var_3B",0.335179846950204,0.127904797166797,"var_4","sds",2,30,10
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",0,0,1
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",0,0,1
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",0,0,1
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",0,0,1
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",0,0.1,1
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",0,0.1,1
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",0,0.1,1
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",0,0.1,1
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",0,1,1
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",0,1,1
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",0,1,1
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",0,1,1
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",0,5,1
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",0,5,1
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",0,5,1
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",0,5,1
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",0,10,1
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",0,10,1
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",0,10,1
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",0,10,1
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",0,20,1
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",0,20,1
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",0,20,1
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",0,20,1
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",0,30,1
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",0,30,1
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",0,30,1
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",0,30,1
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",1,0,1
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",1,0,1
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",1,0,1
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",1,0,1
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",1,0.1,1
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",1,0.1,1
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",1,0.1,1
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",1,0.1,1
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",1,1,1
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",1,1,1
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",1,1,1
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",1,1,1
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",1,5,1
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",1,5,1
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",1,5,1
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",1,5,1
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",1,10,1
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",1,10,1
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",1,10,1
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",1,10,1
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",1,20,1
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",1,20,1
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",1,20,1
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",1,20,1
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",1,30,1
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",1,30,1
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",1,30,1
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",1,30,1
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",2,0,1
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",2,0,1
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",2,0,1
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",2,0,1
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",2,0.1,1
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",2,0.1,1
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",2,0.1,1
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",2,0.1,1
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",2,1,1
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",2,1,1
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",2,1,1
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",2,1,1
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",2,5,1
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",2,5,1
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",2,5,1
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",2,5,1
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",2,10,1
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",2,10,1
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",2,10,1
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",2,10,1
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",2,20,1
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",2,20,1
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",2,20,1
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",2,20,1
"(Intercept)",0.101570747142305,0.12819581900804,"var_1","ods",2,30,1
"var_2B",0.0577645741850422,0.126779496089202,"var_1","ods",2,30,1
"var_3B",-0.0903501614259586,0.126971104854358,"var_1","ods",2,30,1
"var_4B",0.0353251912329608,0.126994765032812,"var_1","ods",2,30,1
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",0,0,1
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",0,0,1
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",0,0,1
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",0,0,1
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",0,0.1,1
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",0,0.1,1
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",0,0.1,1
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",0,0.1,1
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",0,1,1
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",0,1,1
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",0,1,1
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",0,1,1
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",0,5,1
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",0,5,1
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",0,5,1
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",0,5,1
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",0,10,1
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",0,10,1
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",0,10,1
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",0,10,1
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",0,20,1
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",0,20,1
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",0,20,1
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",0,20,1
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",0,30,1
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",0,30,1
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",0,30,1
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",0,30,1
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",1,0,1
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",1,0,1
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",1,0,1
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",1,0,1
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",1,0.1,1
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",1,0.1,1
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",1,0.1,1
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",1,0.1,1
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",1,1,1
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",1,1,1
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",1,1,1
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",1,1,1
"(Intercept)",-0.0136996054789214,0.129910026807094,"var_2","ods",1,5,1
"var_1B",0.0577662652182845,0.126779349875633,"var_2","ods",1,5,1
"var_3B",-0.0237644648449166,0.126864714973761,"var_2","ods",1,5,1
"var_4B",0.0869731308788704,0.126829802153178,"var_2","ods",1,5,1
