sex,age,income,edu
FEMALE,20.0,,SECONDARY
FEMALE,30.0,615.0,VOCATIONAL/GRAMMAR
FEMALE,57.0,1174.0,POST-SECONDARY OR HIGHER
FEMALE,69.0,428.0,PRIMARY/NO EDUCATION
MALE,39.0,1436.0,SECONDARY
MALE,76.0,654.0,PRIMARY/NO EDUCATION
FEMALE,17.0,,VOCATIONAL/GRAMMAR
MALE,23.0,,SECONDARY
FEMALE,65.0,1054.0,PRIMARY/NO EDUCATION
FEMALE,44.0,2471.0,VOCATIONAL/GRAMMAR
FEMALE,32.0,2311.0,VOCATIONAL/GRAMMAR
FEMALE,56.0,1409.0,VOCATIONAL/GRAMMAR
FEMALE,24.0,,VOCATIONAL/GRAMMAR
FEMALE,53.0,808.0,SECONDARY
FEMALE,53.0,40.0,POST-SECONDARY OR HIGHER
FEMALE,48.0,,VOCATIONAL/GRAMMAR
MALE,46.0,3084.0,POST-SECONDARY OR HIGHER
MALE,48.0,1916.0,PRIMARY/NO EDUCATION
FEMALE,50.0,797.0,VOCATIONAL/GRAMMAR
FEMALE,62.0,445.0,VOCATIONAL/GRAMMAR
MALE,72.0,1590.0,SECONDARY
FEMALE,63.0,4781.0,VOCATIONAL/GRAMMAR
FEMALE,66.0,187.0,POST-SECONDARY OR HIGHER
MALE,55.0,7786.0,SECONDARY
MALE,39.0,941.0,SECONDARY
FEMALE,92.0,1448.0,PRIMARY/NO EDUCATION
MALE,31.0,2085.0,POST-SECONDARY OR HIGHER
FEMALE,79.0,1446.0,PRIMARY/NO EDUCATION
FEMALE,67.0,1343.0,PRIMARY/NO EDUCATION
FEMALE,57.0,2258.0,SECONDARY
FEMALE,89.0,902.0,SECONDARY
FEMALE,55.0,1809.0,VOCATIONAL/GRAMMAR
FEMALE,70.0,1742.0,PRIMARY/NO EDUCATION
FEMALE,76.0,891.0,PRIMARY/NO EDUCATION
FEMALE,39.0,970.0,POST-SECONDARY OR HIGHER
FEMALE,55.0,859.0,POST-SECONDARY OR HIGHER
MALE,62.0,1952.0,PRIMARY/NO EDUCATION
MALE,22.0,1069.0,VOCATIONAL/GRAMMAR
FEMALE,19.0,-1.0,SECONDARY
MALE,17.0,148.0,VOCATIONAL/GRAMMAR
FEMALE,55.0,2955.0,VOCATIONAL/GRAMMAR
FEMALE,37.0,,VOCATIONAL/GRAMMAR
FEMALE,16.0,27.0,VOCATIONAL/GRAMMAR
FEMALE,60.0,807.0,VOCATIONAL/GRAMMAR
FEMALE,45.0,2278.0,VOCATIONAL/GRAMMAR
MALE,64.0,5527.0,SECONDARY
FEMALE,34.0,1622.0,SECONDARY
MALE,30.0,1801.0,POST-SECONDARY OR HIGHER
FEMALE,66.0,1079.0,VOCATIONAL/GRAMMAR
MALE,30.0,3659.0,POST-SECONDARY OR HIGHER
FEMALE,50.0,5296.0,VOCATIONAL/GRAMMAR
MALE,71.0,1564.0,VOCATIONAL/GRAMMAR
FEMALE,74.0,208.0,PRIMARY/NO EDUCATION
MALE,76.0,1914.0,PRIMARY/NO EDUCATION
MALE,49.0,1894.0,POST-SECONDARY OR HIGHER
FEMALE,45.0,663.0,VOCATIONAL/GRAMMAR
FEMALE,58.0,947.0,SECONDARY
FEMALE,20.0,720.0,VOCATIONAL/GRAMMAR
FEMALE,69.0,1322.0,VOCATIONAL/GRAMMAR
FEMALE,59.0,,POST-SECONDARY OR HIGHER
MALE,16.0,,VOCATIONAL/GRAMMAR
FEMALE,26.0,1184.0,SECONDARY
FEMALE,64.0,1368.0,PRIMARY/NO EDUCATION
MALE,22.0,149.0,VOCATIONAL/GRAMMAR
FEMALE,83.0,828.0,VOCATIONAL/GRAMMAR
MALE,49.0,2286.0,PRIMARY/NO EDUCATION
FEMALE,26.0,1078.0,SECONDARY
FEMALE,61.0,691.0,POST-SECONDARY OR HIGHER
MALE,62.0,1291.0,SECONDARY
MALE,59.0,1258.0,VOCATIONAL/GRAMMAR
FEMALE,59.0,3900.0,VOCATIONAL/GRAMMAR
FEMALE,60.0,1036.0,SECONDARY
MALE,64.0,1099.0,SECONDARY
FEMALE,59.0,1469.0,SECONDARY
FEMALE,20.0,718.0,SECONDARY
FEMALE,42.0,621.0,VOCATIONAL/GRAMMAR
FEMALE,38.0,1528.0,VOCATIONAL/GRAMMAR
FEMALE,39.0,2033.0,POST-SECONDARY OR HIGHER
FEMALE,56.0,131.0,POST-SECONDARY OR HIGHER
MALE,25.0,2272.0,POST-SECONDARY OR HIGHER
MALE,69.0,699.0,PRIMARY/NO EDUCATION
FEMALE,68.0,1036.0,PRIMARY/NO EDUCATION
FEMALE,68.0,2127.0,SECONDARY
FEMALE,39.0,1608.0,SECONDARY
MALE,30.0,733.0,VOCATIONAL/GRAMMAR
FEMALE,19.0,,VOCATIONAL/GRAMMAR
FEMALE,18.0,,VOCATIONAL/GRAMMAR
FEMALE,25.0,,SECONDARY
FEMALE,34.0,,VOCATIONAL/GRAMMAR
MALE,27.0,2671.0,VOCATIONAL/GRAMMAR
MALE,68.0,2845.0,PRIMARY/NO EDUCATION
FEMALE,56.0,2941.0,VOCATIONAL/GRAMMAR
FEMALE,36.0,1451.0,POST-SECONDARY OR HIGHER
MALE,51.0,558.0,POST-SECONDARY OR HIGHER
FEMALE,30.0,,PRIMARY/NO EDUCATION
FEMALE,51.0,4256.0,SECONDARY
MALE,33.0,2338.0,SECONDARY
FEMALE,28.0,1771.0,POST-SECONDARY OR HIGHER
FEMALE,59.0,1390.0,SECONDARY
MALE,18.0,398.0,VOCATIONAL/GRAMMAR
FEMALE,74.0,995.0,POST-SECONDARY OR HIGHER
FEMALE,59.0,2804.0,SECONDARY
MALE,63.0,4246.0,SECONDARY
MALE,88.0,2010.0,SECONDARY
FEMALE,63.0,959.0,VOCATIONAL/GRAMMAR
MALE,70.0,1004.0,VOCATIONAL/GRAMMAR
FEMALE,46.0,988.0,VOCATIONAL/GRAMMAR
FEMALE,25.0,682.0,POST-SECONDARY OR HIGHER
MALE,20.0,,VOCATIONAL/GRAMMAR
FEMALE,60.0,305.0,POST-SECONDARY OR HIGHER
FEMALE,79.0,1478.0,PRIMARY/NO EDUCATION
FEMALE,33.0,,POST-SECONDARY OR HIGHER
MALE,65.0,1096.0,PRIMARY/NO EDUCATION
FEMALE,61.0,1049.0,SECONDARY
FEMALE,22.0,,SECONDARY
MALE,59.0,1324.0,SECONDARY
MALE,17.0,,VOCATIONAL/GRAMMAR
MALE,63.0,1116.0,PRIMARY/NO EDUCATION
MALE,32.0,1448.0,VOCATIONAL/GRAMMAR
MALE,64.0,1310.0,VOCATIONAL/GRAMMAR
MALE,50.0,2953.0,SECONDARY
FEMALE,51.0,768.0,SECONDARY
MALE,36.0,2269.0,SECONDARY
FEMALE,24.0,,SECONDARY
FEMALE,21.0,1066.0,SECONDARY
MALE,23.0,,SECONDARY
FEMALE,61.0,360.0,SECONDARY
FEMALE,63.0,1486.0,VOCATIONAL/GRAMMAR
FEMALE,54.0,707.0,POST-SECONDARY OR HIGHER
MALE,34.0,,POST-SECONDARY OR HIGHER
FEMALE,70.0,1224.0,VOCATIONAL/GRAMMAR
MALE,31.0,3630.0,VOCATIONAL/GRAMMAR
MALE,80.0,859.0,PRIMARY/NO EDUCATION
FEMALE,50.0,4965.0,PRIMARY/NO EDUCATION
FEMALE,17.0,,VOCATIONAL/GRAMMAR
MALE,47.0,887.0,VOCATIONAL/GRAMMAR
MALE,60.0,252.0,SECONDARY
FEMALE,56.0,805.0,PRIMARY/NO EDUCATION
MALE,54.0,1199.0,POST-SECONDARY OR HIGHER
FEMALE,66.0,793.0,SECONDARY
FEMALE,59.0,1080.0,SECONDARY
MALE,40.0,,VOCATIONAL/GRAMMAR
MALE,39.0,8878.0,VOCATIONAL/GRAMMAR
FEMALE,65.0,187.0,POST-SECONDARY OR HIGHER
FEMALE,69.0,524.0,PRIMARY/NO EDUCATION
FEMALE,64.0,1004.0,PRIMARY/NO EDUCATION
FEMALE,59.0,-3.0,PRIMARY/NO EDUCATION
FEMALE,44.0,1453.0,VOCATIONAL/GRAMMAR
FEMALE,18.0,,VOCATIONAL/GRAMMAR
FEMALE,21.0,,SECONDARY
FEMALE,32.0,423.0,VOCATIONAL/GRAMMAR
FEMALE,48.0,1499.0,POST-SECONDARY OR HIGHER
MALE,53.0,207.0,VOCATIONAL/GRAMMAR
MALE,27.0,248.0,POST-SECONDARY OR HIGHER
MALE,75.0,17.0,POST-SECONDARY OR HIGHER
FEMALE,46.0,398.0,VOCATIONAL/GRAMMAR
MALE,42.0,2309.0,POST-SECONDARY OR HIGHER
MALE,57.0,794.0,SECONDARY
FEMALE,52.0,1255.0,SECONDARY
MALE,58.0,1785.0,VOCATIONAL/GRAMMAR
MALE,53.0,2143.0,VOCATIONAL/GRAMMAR
MALE,66.0,1533.0,VOCATIONAL/GRAMMAR
FEMALE,56.0,,VOCATIONAL/GRAMMAR
FEMALE,29.0,380.0,POST-SECONDARY OR HIGHER
MALE,55.0,694.0,PRIMARY/NO EDUCATION
FEMALE,23.0,,SECONDARY
MALE,70.0,1101.0,SECONDARY
MALE,64.0,967.0,PRIMARY/NO EDUCATION
FEMALE,77.0,330.0,PRIMARY/NO EDUCATION
FEMALE,48.0,1320.0,VOCATIONAL/GRAMMAR
FEMALE,79.0,634.0,PRIMARY/NO EDUCATION
FEMALE,77.0,1334.0,PRIMARY/NO EDUCATION
MALE,33.0,1650.0,POST-SECONDARY OR HIGHER
FEMALE,18.0,,VOCATIONAL/GRAMMAR
FEMALE,54.0,629.0,POST-SECONDARY OR HIGHER
MALE,84.0,1699.0,PRIMARY/NO EDUCATION
FEMALE,25.0,84.0,PRIMARY/NO EDUCATION
FEMALE,62.0,162.0,VOCATIONAL/GRAMMAR
FEMALE,91.0,932.0,PRIMARY/NO EDUCATION
FEMALE,82.0,1747.0,VOCATIONAL/GRAMMAR
FEMALE,60.0,953.0,VOCATIONAL/GRAMMAR
FEMALE,17.0,,VOCATIONAL/GRAMMAR
FEMALE,69.0,1221.0,POST-SECONDARY OR HIGHER
MALE,61.0,681.0,PRIMARY/NO EDUCATION
FEMALE,19.0,413.0,VOCATIONAL/GRAMMAR
MALE,51.0,2119.0,PRIMARY/NO EDUCATION
FEMALE,85.0,1419.0,PRIMARY/NO EDUCATION
FEMALE,69.0,1585.0,POST-SECONDARY OR HIGHER
MALE,26.0,1012.0,POST-SECONDARY OR HIGHER
FEMALE,70.0,1546.0,SECONDARY
FEMALE,64.0,4951.0,POST-SECONDARY OR HIGHER
FEMALE,77.0,947.0,PRIMARY/NO EDUCATION
MALE,54.0,2230.0,SECONDARY
FEMALE,47.0,2456.0,POST-SECONDARY OR HIGHER
FEMALE,40.0,,SECONDARY
FEMALE,35.0,713.0,POST-SECONDARY OR HIGHER
FEMALE,28.0,,SECONDARY
FEMALE,37.0,1515.0,VOCATIONAL/GRAMMAR
FEMALE,54.0,2955.0,VOCATIONAL/GRAMMAR
MALE,36.0,1350.0,POST-SECONDARY OR HIGHER
FEMALE,21.0,,SECONDARY
FEMALE,58.0,1176.0,VOCATIONAL/GRAMMAR
MALE,82.0,849.0,PRIMARY/NO EDUCATION
FEMALE,22.0,269.0,VOCATIONAL/GRAMMAR
FEMALE,52.0,3002.0,VOCATIONAL/GRAMMAR
FEMALE,17.0,,VOCATIONAL/GRAMMAR
FEMALE,60.0,1263.0,POST-SECONDARY OR HIGHER
FEMALE,63.0,237.0,POST-SECONDARY OR HIGHER
MALE,66.0,930.0,PRIMARY/NO EDUCATION
FEMALE,75.0,961.0,PRIMARY/NO EDUCATION
MALE,61.0,1220.0,SECONDARY
FEMALE,79.0,1353.0,SECONDARY
FEMALE,16.0,,VOCATIONAL/GRAMMAR
FEMALE,68.0,3149.0,PRIMARY/NO EDUCATION
FEMALE,50.0,617.0,POST-SECONDARY OR HIGHER
MALE,66.0,2958.0,PRIMARY/NO EDUCATION
FEMALE,44.0,499.0,VOCATIONAL/GRAMMAR
FEMALE,63.0,,VOCATIONAL/GRAMMAR
FEMALE,87.0,791.0,PRIMARY/NO EDUCATION
FEMALE,52.0,1280.0,VOCATIONAL/GRAMMAR
MALE,73.0,2218.0,PRIMARY/NO EDUCATION
FEMALE,55.0,1114.0,VOCATIONAL/GRAMMAR
FEMALE,26.0,,POST-SECONDARY OR HIGHER
FEMALE,19.0,,SECONDARY
FEMALE,59.0,904.0,POST-SECONDARY OR HIGHER
FEMALE,38.0,1086.0,VOCATIONAL/GRAMMAR
FEMALE,30.0,3027.0,VOCATIONAL/GRAMMAR
FEMALE,68.0,1199.0,VOCATIONAL/GRAMMAR
MALE,42.0,2790.0,SECONDARY
MALE,22.0,,SECONDARY
FEMALE,39.0,2560.0,SECONDARY
MALE,52.0,2683.0,SECONDARY
FEMALE,39.0,2993.0,SECONDARY
FEMALE,40.0,1126.0,VOCATIONAL/GRAMMAR
FEMALE,22.0,133.0,POST-SECONDARY OR HIGHER
MALE,35.0,1560.0,POST-SECONDARY OR HIGHER
FEMALE,19.0,739.0,SECONDARY
FEMALE,66.0,1481.0,PRIMARY/NO EDUCATION
MALE,37.0,1984.0,POST-SECONDARY OR HIGHER
FEMALE,48.0,782.0,VOCATIONAL/GRAMMAR
FEMALE,17.0,,VOCATIONAL/GRAMMAR
FEMALE,85.0,849.0,SECONDARY
MALE,19.0,,VOCATIONAL/GRAMMAR
FEMALE,37.0,1317.0,POST-SECONDARY OR HIGHER
FEMALE,56.0,818.0,VOCATIONAL/GRAMMAR
MALE,65.0,1869.0,PRIMARY/NO EDUCATION
FEMALE,45.0,2041.0,PRIMARY/NO EDUCATION
FEMALE,39.0,2780.0,PRIMARY/NO EDUCATION
FEMALE,68.0,341.0,VOCATIONAL/GRAMMAR
MALE,28.0,2343.0,POST-SECONDARY OR HIGHER
MALE,52.0,1499.0,VOCATIONAL/GRAMMAR
MALE,74.0,1505.0,SECONDARY
MALE,35.0,,POST-SECONDARY OR HIGHER
MALE,64.0,2217.0,VOCATIONAL/GRAMMAR
FEMALE,61.0,1754.0,SECONDARY
MALE,59.0,521.0,VOCATIONAL/GRAMMAR
FEMALE,17.0,,VOCATIONAL/GRAMMAR
MALE,37.0,1089.0,SECONDARY
MALE,19.0,2304.0,VOCATIONAL/GRAMMAR
FEMALE,60.0,268.0,PRIMARY/NO EDUCATION
FEMALE,59.0,,SECONDARY
FEMALE,74.0,1270.0,PRIMARY/NO EDUCATION
FEMALE,66.0,1454.0,VOCATIONAL/GRAMMAR
MALE,50.0,1856.0,PRIMARY/NO EDUCATION
MALE,59.0,889.0,POST-SECONDARY OR HIGHER
FEMALE,42.0,,PRIMARY/NO EDUCATION
FEMALE,57.0,1878.0,SECONDARY
FEMALE,32.0,2610.0,POST-SECONDARY OR HIGHER
MALE,36.0,1073.0,SECONDARY
MALE,17.0,,VOCATIONAL/GRAMMAR
MALE,49.0,3175.0,VOCATIONAL/GRAMMAR
MALE,22.0,,SECONDARY
FEMALE,27.0,1480.0,VOCATIONAL/GRAMMAR
FEMALE,44.0,1260.0,VOCATIONAL/GRAMMAR
FEMALE,48.0,,VOCATIONAL/GRAMMAR
FEMALE,55.0,1465.0,SECONDARY
MALE,74.0,1197.0,SECONDARY
FEMALE,60.0,1538.0,POST-SECONDARY OR HIGHER
MALE,59.0,1796.0,SECONDARY
MALE,54.0,3114.0,VOCATIONAL/GRAMMAR
FEMALE,59.0,443.0,VOCATIONAL/GRAMMAR
MALE,36.0,1682.0,PRIMARY/NO EDUCATION
FEMALE,20.0,1171.0,POST-SECONDARY OR HIGHER
FEMALE,88.0,1044.0,VOCATIONAL/GRAMMAR
MALE,23.0,,VOCATIONAL/GRAMMAR
FEMALE,43.0,970.0,VOCATIONAL/GRAMMAR
MALE,37.0,2223.0,VOCATIONAL/GRAMMAR
MALE,27.0,927.0,SECONDARY
MALE,27.0,492.0,POST-SECONDARY OR HIGHER
MALE,50.0,2836.0,SECONDARY
FEMALE,79.0,1231.0,PRIMARY/NO EDUCATION
MALE,37.0,4144.0,SECONDARY
MALE,54.0,553.0,PRIMARY/NO EDUCATION
FEMALE,19.0,,VOCATIONAL/GRAMMAR
FEMALE,26.0,,VOCATIONAL/GRAMMAR
MALE,50.0,1972.0,PRIMARY/NO EDUCATION
MALE,49.0,,SECONDARY
MALE,58.0,2039.0,SECONDARY
MALE,46.0,1535.0,VOCATIONAL/GRAMMAR
MALE,61.0,,PRIMARY/NO EDUCATION
MALE,64.0,3989.0,VOCATIONAL/GRAMMAR
MALE,34.0,1280.0,VOCATIONAL/GRAMMAR
FEMALE,70.0,394.0,POST-SECONDARY OR HIGHER
MALE,70.0,1575.0,PRIMARY/NO EDUCATION
FEMALE,56.0,2420.0,VOCATIONAL/GRAMMAR
MALE,68.0,2525.0,VOCATIONAL/GRAMMAR
FEMALE,44.0,556.0,SECONDARY
MALE,69.0,1044.0,SECONDARY
MALE,68.0,390.0,PRIMARY/NO EDUCATION
MALE,59.0,2892.0,SECONDARY
FEMALE,37.0,1916.0,POST-SECONDARY OR HIGHER
FEMALE,82.0,1265.0,PRIMARY/NO EDUCATION
MALE,74.0,246.0,PRIMARY/NO EDUCATION
MALE,34.0,2521.0,SECONDARY
FEMALE,18.0,,VOCATIONAL/GRAMMAR
FEMALE,28.0,1303.0,POST-SECONDARY OR HIGHER
FEMALE,53.0,123.0,SECONDARY
FEMALE,43.0,3329.0,SECONDARY
MALE,19.0,,VOCATIONAL/GRAMMAR
MALE,46.0,,POST-SECONDARY OR HIGHER
FEMALE,78.0,672.0,VOCATIONAL/GRAMMAR
MALE,37.0,1413.0,POST-SECONDARY OR HIGHER
FEMALE,62.0,872.0,SECONDARY
FEMALE,17.0,581.0,SECONDARY
MALE,67.0,651.0,PRIMARY/NO EDUCATION
FEMALE,74.0,2254.0,PRIMARY/NO EDUCATION
FEMALE,49.0,491.0,SECONDARY
MALE,17.0,,VOCATIONAL/GRAMMAR
FEMALE,31.0,,VOCATIONAL/GRAMMAR
FEMALE,18.0,423.0,SECONDARY
FEMALE,64.0,480.0,VOCATIONAL/GRAMMAR
FEMALE,85.0,1049.0,SECONDARY
MALE,70.0,456.0,PRIMARY/NO EDUCATION
MALE,75.0,624.0,PRIMARY/NO EDUCATION
FEMALE,48.0,3549.0,SECONDARY
FEMALE,31.0,2480.0,SECONDARY
FEMALE,25.0,663.0,POST-SECONDARY OR HIGHER
FEMALE,33.0,1026.0,POST-SECONDARY OR HIGHER
FEMALE,24.0,1146.0,SECONDARY
FEMALE,66.0,1319.0,PRIMARY/NO EDUCATION
FEMALE,32.0,2236.0,VOCATIONAL/GRAMMAR
FEMALE,80.0,1305.0,PRIMARY/NO EDUCATION
MALE,47.0,301.0,POST-SECONDARY OR HIGHER
MALE,47.0,5680.0,POST-SECONDARY OR HIGHER
FEMALE,19.0,767.0,VOCATIONAL/GRAMMAR
MALE,64.0,390.0,POST-SECONDARY OR HIGHER
FEMALE,37.0,1146.0,POST-SECONDARY OR HIGHER
MALE,57.0,2203.0,VOCATIONAL/GRAMMAR
FEMALE,83.0,1386.0,PRIMARY/NO EDUCATION
MALE,33.0,2157.0,SECONDARY
MALE,55.0,3177.0,VOCATIONAL/GRAMMAR
MALE,54.0,1459.0,SECONDARY
MALE,17.0,495.0,VOCATIONAL/GRAMMAR
FEMALE,45.0,895.0,VOCATIONAL/GRAMMAR
MALE,24.0,,POST-SECONDARY OR HIGHER
FEMALE,80.0,656.0,SECONDARY
MALE,61.0,4407.0,VOCATIONAL/GRAMMAR
FEMALE,44.0,,VOCATIONAL/GRAMMAR
MALE,28.0,1261.0,POST-SECONDARY OR HIGHER
FEMALE,27.0,2839.0,VOCATIONAL/GRAMMAR
MALE,54.0,2571.0,VOCATIONAL/GRAMMAR
MALE,25.0,2038.0,VOCATIONAL/GRAMMAR
FEMALE,22.0,1969.0,SECONDARY
MALE,25.0,5512.0,SECONDARY
FEMALE,30.0,3146.0,SECONDARY
FEMALE,63.0,,VOCATIONAL/GRAMMAR
MALE,44.0,3980.0,VOCATIONAL/GRAMMAR
MALE,57.0,1216.0,SECONDARY
FEMALE,45.0,1026.0,VOCATIONAL/GRAMMAR
FEMALE,53.0,68.0,VOCATIONAL/GRAMMAR
MALE,32.0,9.0,POST-SECONDARY OR HIGHER
FEMALE,24.0,213.0,SECONDARY
MALE,75.0,24.0,PRIMARY/NO EDUCATION
FEMALE,57.0,566.0,PRIMARY/NO EDUCATION
FEMALE,54.0,375.0,PRIMARY/NO EDUCATION
FEMALE,70.0,1449.0,PRIMARY/NO EDUCATION
FEMALE,72.0,659.0,SECONDARY
FEMALE,39.0,1171.0,VOCATIONAL/GRAMMAR
MALE,69.0,378.0,PRIMARY/NO EDUCATION
FEMALE,27.0,,POST-SECONDARY OR HIGHER
MALE,67.0,416.0,POST-SECONDARY OR HIGHER
FEMALE,24.0,2117.0,SECONDARY
MALE,29.0,2774.0,POST-SECONDARY OR HIGHER
FEMALE,35.0,3161.0,POST-SECONDARY OR HIGHER
FEMALE,66.0,1013.0,VOCATIONAL/GRAMMAR
FEMALE,60.0,823.0,SECONDARY
FEMALE,42.0,2371.0,POST-SECONDARY OR HIGHER
MALE,31.0,863.0,VOCATIONAL/GRAMMAR
MALE,69.0,943.0,VOCATIONAL/GRAMMAR
FEMALE,58.0,1012.0,SECONDARY
MALE,35.0,2266.0,POST-SECONDARY OR HIGHER
FEMALE,52.0,1045.0,POST-SECONDARY OR HIGHER
FEMALE,69.0,1317.0,SECONDARY
FEMALE,38.0,,VOCATIONAL/GRAMMAR
MALE,46.0,1470.0,POST-SECONDARY OR HIGHER
MALE,58.0,1227.0,VOCATIONAL/GRAMMAR
MALE,71.0,975.0,POST-SECONDARY OR HIGHER
MALE,25.0,403.0,SECONDARY
FEMALE,60.0,811.0,SECONDARY
MALE,64.0,,POST-SECONDARY OR HIGHER
FEMALE,34.0,,SECONDARY
MALE,59.0,1085.0,VOCATIONAL/GRAMMAR
MALE,46.0,136.0,POST-SECONDARY OR HIGHER
MALE,51.0,2715.0,VOCATIONAL/GRAMMAR
FEMALE,39.0,841.0,SECONDARY
FEMALE,38.0,,POST-SECONDARY OR HIGHER
FEMALE,47.0,1329.0,POST-SECONDARY OR HIGHER
FEMALE,47.0,544.0,POST-SECONDARY OR HIGHER
FEMALE,48.0,,SECONDARY
MALE,57.0,2239.0,VOCATIONAL/GRAMMAR
MALE,21.0,469.0,SECONDARY
MALE,50.0,2492.0,VOCATIONAL/GRAMMAR
FEMALE,34.0,6512.0,SECONDARY
FEMALE,76.0,780.0,SECONDARY
MALE,30.0,1349.0,POST-SECONDARY OR HIGHER
MALE,52.0,2123.0,VOCATIONAL/GRAMMAR
MALE,19.0,,VOCATIONAL/GRAMMAR
MALE,63.0,1183.0,VOCATIONAL/GRAMMAR
FEMALE,19.0,,PRIMARY/NO EDUCATION
FEMALE,75.0,2652.0,PRIMARY/NO EDUCATION
FEMALE,25.0,2273.0,POST-SECONDARY OR HIGHER
MALE,18.0,744.0,VOCATIONAL/GRAMMAR
FEMALE,46.0,992.0,VOCATIONAL/GRAMMAR
MALE,43.0,3469.0,POST-SECONDARY OR HIGHER
MALE,24.0,247.0,SECONDARY
FEMALE,31.0,1581.0,SECONDARY
FEMALE,32.0,453.0,POST-SECONDARY OR HIGHER
MALE,34.0,1387.0,POST-SECONDARY OR HIGHER
FEMALE,32.0,1059.0,VOCATIONAL/GRAMMAR
MALE,53.0,253.0,PRIMARY/NO EDUCATION
MALE,33.0,2989.0,VOCATIONAL/GRAMMAR
FEMALE,21.0,,POST-SECONDARY OR HIGHER
FEMALE,64.0,645.0,SECONDARY
MALE,48.0,106.0,POST-SECONDARY OR HIGHER
MALE,28.0,1493.0,POST-SECONDARY OR HIGHER
MALE,28.0,514.0,SECONDARY
MALE,53.0,1036.0,POST-SECONDARY OR HIGHER
MALE,17.0,148.0,VOCATIONAL/GRAMMAR
FEMALE,48.0,3151.0,VOCATIONAL/GRAMMAR
MALE,30.0,2811.0,POST-SECONDARY OR HIGHER
MALE,60.0,1144.0,VOCATIONAL/GRAMMAR
MALE,44.0,1037.0,VOCATIONAL/GRAMMAR
MALE,28.0,1321.0,PRIMARY/NO EDUCATION
FEMALE,36.0,,VOCATIONAL/GRAMMAR
FEMALE,67.0,2400.0,VOCATIONAL/GRAMMAR
MALE,48.0,1522.0,PRIMARY/NO EDUCATION
MALE,72.0,1286.0,PRIMARY/NO EDUCATION
MALE,66.0,2394.0,PRIMARY/NO EDUCATION
FEMALE,23.0,41.0,SECONDARY
MALE,18.0,,VOCATIONAL/GRAMMAR
MALE,26.0,,POST-SECONDARY OR HIGHER
MALE,46.0,2073.0,VOCATIONAL/GRAMMAR
MALE,46.0,2586.0,POST-SECONDARY OR HIGHER
MALE,26.0,257.0,SECONDARY
MALE,84.0,1492.0,SECONDARY
FEMALE,59.0,622.0,VOCATIONAL/GRAMMAR
MALE,64.0,1205.0,VOCATIONAL/GRAMMAR
MALE,36.0,3095.0,SECONDARY
FEMALE,38.0,458.0,SECONDARY
FEMALE,58.0,1017.0,SECONDARY
MALE,65.0,1574.0,VOCATIONAL/GRAMMAR
FEMALE,24.0,,SECONDARY
FEMALE,21.0,,SECONDARY
FEMALE,77.0,840.0,PRIMARY/NO EDUCATION
MALE,57.0,47.0,SECONDARY
FEMALE,39.0,1510.0,PRIMARY/NO EDUCATION
FEMALE,35.0,2034.0,SECONDARY
FEMALE,79.0,1494.0,POST-SECONDARY OR HIGHER
MALE,35.0,2228.0,POST-SECONDARY OR HIGHER
FEMALE,60.0,1379.0,SECONDARY
FEMALE,19.0,,SECONDARY
FEMALE,80.0,2358.0,PRIMARY/NO EDUCATION
FEMALE,61.0,2669.0,POST-SECONDARY OR HIGHER
FEMALE,28.0,4495.0,POST-SECONDARY OR HIGHER
MALE,36.0,2318.0,POST-SECONDARY OR HIGHER
MALE,71.0,989.0,PRIMARY/NO EDUCATION
MALE,52.0,1598.0,SECONDARY
FEMALE,18.0,,VOCATIONAL/GRAMMAR
FEMALE,50.0,,SECONDARY
MALE,46.0,1229.0,VOCATIONAL/GRAMMAR
FEMALE,52.0,334.0,POST-SECONDARY OR HIGHER
FEMALE,36.0,,POST-SECONDARY OR HIGHER
MALE,51.0,310.0,PRIMARY/NO EDUCATION
FEMALE,23.0,1100.0,SECONDARY
FEMALE,21.0,533.0,VOCATIONAL/GRAMMAR
MALE,73.0,1214.0,PRIMARY/NO EDUCATION
FEMALE,77.0,346.0,PRIMARY/NO EDUCATION
MALE,27.0,1336.0,POST-SECONDARY OR HIGHER
FEMALE,17.0,279.0,VOCATIONAL/GRAMMAR
MALE,24.0,384.0,SECONDARY
FEMALE,75.0,1861.0,SECONDARY
MALE,62.0,2015.0,VOCATIONAL/GRAMMAR
MALE,24.0,1518.0,POST-SECONDARY OR HIGHER
FEMALE,33.0,73.0,POST-SECONDARY OR HIGHER
MALE,40.0,1292.0,VOCATIONAL/GRAMMAR
FEMALE,17.0,136.0,VOCATIONAL/GRAMMAR
FEMALE,25.0,1531.0,VOCATIONAL/GRAMMAR
MALE,45.0,3050.0,SECONDARY
FEMALE,39.0,316.0,VOCATIONAL/GRAMMAR
FEMALE,23.0,,SECONDARY
MALE,22.0,755.0,SECONDARY
FEMALE,53.0,838.0,POST-SECONDARY OR HIGHER
FEMALE,56.0,480.0,SECONDARY
FEMALE,52.0,275.0,VOCATIONAL/GRAMMAR
FEMALE,39.0,1425.0,PRIMARY/NO EDUCATION
MALE,52.0,2389.0,VOCATIONAL/GRAMMAR
FEMALE,68.0,2626.0,VOCATIONAL/GRAMMAR
MALE,53.0,1285.0,PRIMARY/NO EDUCATION
MALE,35.0,2115.0,VOCATIONAL/GRAMMAR
FEMALE,84.0,1043.0,POST-SECONDARY OR HIGHER
