"names","Estimate","Std. Error","dep_var","data","epochs","discriminator","copies","frequency","batch"
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",900,1,1,"True",1000
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",900,1,1,"False",1000
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",900,1,1,"False",1000
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",900,1,1,"False",1000
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",900,1,1,"False",1000
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",900,5,1,"True",500
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",900,5,1,"True",500
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",900,5,1,"True",500
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",900,5,1,"True",500
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",900,5,1,"False",500
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",900,5,1,"False",500
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",900,5,1,"False",500
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",900,5,1,"False",500
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",900,5,1,"True",1000
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",900,5,1,"True",1000
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",900,5,1,"True",1000
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",900,5,1,"True",1000
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",900,5,1,"False",1000
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",900,5,1,"False",1000
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",900,5,1,"False",1000
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",900,5,1,"False",1000
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",900,10,1,"True",500
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",900,10,1,"True",500
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",900,10,1,"True",500
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",900,10,1,"True",500
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",900,10,1,"False",500
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",900,10,1,"False",500
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",900,10,1,"False",500
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",900,10,1,"False",500
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",900,10,1,"True",1000
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",900,10,1,"True",1000
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",900,10,1,"True",1000
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",900,10,1,"True",1000
"(Intercept)",-0.150161841565976,0.127497692605768,"var_3","ods",900,10,1,"False",1000
"var_1B",0.0903508613451583,0.126970836076838,"var_3","ods",900,10,1,"False",1000
"var_2B",0.0237632768388441,0.12686477669972,"var_3","ods",900,10,1,"False",1000
"var_4B",0.247712040923235,0.126828823665594,"var_3","ods",900,10,1,"False",1000
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",300,1,1,"True",500
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",300,1,1,"True",500
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",300,1,1,"True",500
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",300,1,1,"True",500
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",300,1,1,"False",500
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",300,1,1,"False",500
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",300,1,1,"False",500
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",300,1,1,"False",500
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",300,1,1,"True",1000
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",300,1,1,"True",1000
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",300,1,1,"True",1000
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",300,1,1,"True",1000
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",300,1,1,"False",1000
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",300,1,1,"False",1000
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",300,1,1,"False",1000
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",300,1,1,"False",1000
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",300,5,1,"True",500
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",300,5,1,"True",500
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",300,5,1,"True",500
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",300,5,1,"True",500
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",300,5,1,"False",500
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",300,5,1,"False",500
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",300,5,1,"False",500
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",300,5,1,"False",500
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",300,5,1,"True",1000
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",300,5,1,"True",1000
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",300,5,1,"True",1000
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",300,5,1,"True",1000
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",300,5,1,"False",1000
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",300,5,1,"False",1000
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",300,5,1,"False",1000
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",300,5,1,"False",1000
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",300,10,1,"True",500
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",300,10,1,"True",500
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",300,10,1,"True",500
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",300,10,1,"True",500
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",300,10,1,"False",500
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",300,10,1,"False",500
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",300,10,1,"False",500
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",300,10,1,"False",500
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",300,10,1,"True",1000
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",300,10,1,"True",1000
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",300,10,1,"True",1000
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",300,10,1,"True",1000
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",300,10,1,"False",1000
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",300,10,1,"False",1000
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",300,10,1,"False",1000
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",300,10,1,"False",1000
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",600,1,1,"True",500
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",600,1,1,"True",500
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",600,1,1,"True",500
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",600,1,1,"True",500
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",600,1,1,"False",500
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",600,1,1,"False",500
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",600,1,1,"False",500
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",600,1,1,"False",500
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",600,1,1,"True",1000
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",600,1,1,"True",1000
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",600,1,1,"True",1000
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",600,1,1,"True",1000
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",600,1,1,"False",1000
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",600,1,1,"False",1000
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",600,1,1,"False",1000
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",600,1,1,"False",1000
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",600,5,1,"True",500
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",600,5,1,"True",500
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",600,5,1,"True",500
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",600,5,1,"True",500
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",600,5,1,"False",500
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",600,5,1,"False",500
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",600,5,1,"False",500
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",600,5,1,"False",500
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",600,5,1,"True",1000
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",600,5,1,"True",1000
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",600,5,1,"True",1000
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",600,5,1,"True",1000
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",600,5,1,"False",1000
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",600,5,1,"False",1000
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",600,5,1,"False",1000
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",600,5,1,"False",1000
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",600,10,1,"True",500
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",600,10,1,"True",500
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",600,10,1,"True",500
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",600,10,1,"True",500
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",600,10,1,"False",500
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",600,10,1,"False",500
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",600,10,1,"False",500
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",600,10,1,"False",500
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",600,10,1,"True",1000
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",600,10,1,"True",1000
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",600,10,1,"True",1000
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",600,10,1,"True",1000
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",600,10,1,"False",1000
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",600,10,1,"False",1000
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",600,10,1,"False",1000
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",600,10,1,"False",1000
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",900,1,1,"True",500
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",900,1,1,"True",500
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",900,1,1,"True",500
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",900,1,1,"True",500
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",900,1,1,"False",500
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",900,1,1,"False",500
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",900,1,1,"False",500
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",900,1,1,"False",500
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",900,1,1,"True",1000
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",900,1,1,"True",1000
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",900,1,1,"True",1000
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",900,1,1,"True",1000
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",900,1,1,"False",1000
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",900,1,1,"False",1000
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",900,1,1,"False",1000
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",900,1,1,"False",1000
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",900,5,1,"True",500
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",900,5,1,"True",500
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",900,5,1,"True",500
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",900,5,1,"True",500
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",900,5,1,"False",500
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",900,5,1,"False",500
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",900,5,1,"False",500
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",900,5,1,"False",500
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",900,5,1,"True",1000
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",900,5,1,"True",1000
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",900,5,1,"True",1000
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",900,5,1,"True",1000
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",900,5,1,"False",1000
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",900,5,1,"False",1000
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",900,5,1,"False",1000
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",900,5,1,"False",1000
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",900,10,1,"True",500
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",900,10,1,"True",500
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",900,10,1,"True",500
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",900,10,1,"True",500
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",900,10,1,"False",500
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",900,10,1,"False",500
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",900,10,1,"False",500
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",900,10,1,"False",500
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",900,10,1,"True",1000
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",900,10,1,"True",1000
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",900,10,1,"True",1000
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",900,10,1,"True",1000
"(Intercept)",-0.0386634557874748,0.129165522889351,"var_4","ods",900,10,1,"False",1000
"var_1B",-0.0353306142494306,0.126994894145283,"var_4","ods",900,10,1,"False",1000
"var_2B",-0.0869742370168971,0.126829820038963,"var_4","ods",900,10,1,"False",1000
"var_3B",0.247712465240613,0.126828828959203,"var_4","ods",900,10,1,"False",1000
"(Intercept)",0.301546308068695,0.129429694989205,"var_1","sds",300,1,1,"True",500
"var_2B",-0.0725076039486623,0.127900396963274,"var_1","sds",300,1,1,"True",500
"var_3B",0.00653169410238211,0.130129072687868,"var_1","sds",300,1,1,"True",500
"var_4B",-0.351736105659987,0.130220082690939,"var_1","sds",300,1,1,"True",500
"(Intercept)",-0.205344381108656,0.113629999530668,"var_1","sds",300,1,1,"False",500
"var_2B",-0.125217480716718,0.130951064612372,"var_1","sds",300,1,1,"False",500
"var_3B",0.523287908907288,0.134619189658194,"var_1","sds",300,1,1,"False",500
"var_4B",0.556030276980714,0.130756748895006,"var_1","sds",300,1,1,"False",500
"(Intercept)",-0.428528207842001,0.126066723398098,"var_1","sds",300,1,1,"True",1000
"var_2B",-0.110430154213336,0.129212128710348,"var_1","sds",300,1,1,"True",1000
"var_3B",0.675758059174619,0.129346012279741,"var_1","sds",300,1,1,"True",1000
"var_4B",0.376585975664911,0.129946855155196,"var_1","sds",300,1,1,"True",1000
"(Intercept)",0.446196643829703,0.139283045605964,"var_1","sds",300,1,1,"False",1000
"var_2B",-0.504154210363894,0.129134068515394,"var_1","sds",300,1,1,"False",1000
"var_3B",0.125646718014974,0.129411399630694,"var_1","sds",300,1,1,"False",1000
"var_4B",-0.418373756716623,0.128410006307712,"var_1","sds",300,1,1,"False",1000
"(Intercept)",0.43437664181719,0.134492536945952,"var_1","sds",300,5,1,"True",500
"var_2B",0.138814968433403,0.130842929039372,"var_1","sds",300,5,1,"True",500
"var_3B",-0.243865435565625,0.129734391677314,"var_1","sds",300,5,1,"True",500
"var_4B",-0.0806123999105388,0.130404686371617,"var_1","sds",300,5,1,"True",500
"(Intercept)",-0.130394675181587,0.140424055078078,"var_1","sds",300,5,1,"False",500
"var_2B",0.21844735742409,0.129880248546956,"var_1","sds",300,5,1,"False",500
"var_3B",0.430770557452665,0.131323375958564,"var_1","sds",300,5,1,"False",500
"var_4B",-0.147608656331116,0.131653433171536,"var_1","sds",300,5,1,"False",500
"(Intercept)",0.656161714702426,0.133219737666898,"var_1","sds",300,5,1,"True",1000
"var_2B",-0.0917786452026285,0.132357896977708,"var_1","sds",300,5,1,"True",1000
"var_3B",-0.432800180130218,0.12928015436158,"var_1","sds",300,5,1,"True",1000
"var_4B",-0.209495810680932,0.130500599814643,"var_1","sds",300,5,1,"True",1000
"(Intercept)",0.245621647484658,0.140893003277309,"var_1","sds",300,5,1,"False",1000
"var_2B",0.117127521325332,0.128096824733675,"var_1","sds",300,5,1,"False",1000
"var_3B",-0.336972206057234,0.130248383789577,"var_1","sds",300,5,1,"False",1000
"var_4B",0.105376792580258,0.128579914160406,"var_1","sds",300,5,1,"False",1000
"(Intercept)",0.263127791637767,0.122335066656285,"var_1","sds",300,10,1,"True",500
"var_2B",-0.133718665165048,0.127526504325588,"var_1","sds",300,10,1,"True",500
"var_3B",-0.41287448843838,0.127892450780341,"var_1","sds",300,10,1,"True",500
"var_4B",0.0697955227187032,0.128589038727452,"var_1","sds",300,10,1,"True",500
"(Intercept)",0.424196707382573,0.126864528411385,"var_1","sds",300,10,1,"False",500
"var_2B",-0.198066367331038,0.129931151452137,"var_1","sds",300,10,1,"False",500
"var_3B",0.226926061052471,0.129709580139207,"var_1","sds",300,10,1,"False",500
"var_4B",-0.141684888914447,0.129507815137504,"var_1","sds",300,10,1,"False",500
"(Intercept)",0.00854274101625528,0.134266424747314,"var_1","sds",300,10,1,"True",1000
"var_2B",-0.0242665579716886,0.129104741039568,"var_1","sds",300,10,1,"True",1000
"var_3B",-0.0257329415514724,0.129002986158124,"var_1","sds",300,10,1,"True",1000
"var_4B",0.278935968163032,0.127382590907589,"var_1","sds",300,10,1,"True",1000
"(Intercept)",-0.0106078521814473,0.131968533098998,"var_1","sds",300,10,1,"False",1000
"var_2B",-0.0485893665525336,0.128014624312848,"var_1","sds",300,10,1,"False",1000
"var_3B",0.347966632422463,0.12795771214235,"var_1","sds",300,10,1,"False",1000
"var_4B",-0.233106995878951,0.127840106870521,"var_1","sds",300,10,1,"False",1000
"(Intercept)",0.32334838438421,0.120286610479065,"var_1","sds",600,1,1,"True",500
"var_2B",-0.0342195654716549,0.130724897326561,"var_1","sds",600,1,1,"True",500
"var_3B",0.139461174564667,0.136609098627203,"var_1","sds",600,1,1,"True",500
"var_4B",0.25678363683001,0.135805268683135,"var_1","sds",600,1,1,"True",500
"(Intercept)",0.18368332815634,0.152000267773861,"var_1","sds",600,1,1,"False",500
"var_2B",-0.257566990451332,0.133969573030855,"var_1","sds",600,1,1,"False",500
"var_3B",0.403524335312623,0.133735121858804,"var_1","sds",600,1,1,"False",500
"var_4B",0.358293887025143,0.134706841424164,"var_1","sds",600,1,1,"False",500
"(Intercept)",0.21009506825408,0.143629401131584,"var_1","sds",600,1,1,"True",1000
"var_2B",-0.254293583331925,0.129291952623677,"var_1","sds",600,1,1,"True",1000
"var_3B",0.0250315506969622,0.13108466947995,"var_1","sds",600,1,1,"True",1000
"var_4B",-0.110283617079305,0.131666637984423,"var_1","sds",600,1,1,"True",1000
"(Intercept)",0.539097232337056,0.151970791266649,"var_1","sds",600,1,1,"False",1000
"var_2B",0.340159448852984,0.131508922304068,"var_1","sds",600,1,1,"False",1000
"var_3B",-0.0465802328782985,0.134140959563894,"var_1","sds",600,1,1,"False",1000
"var_4B",-0.449971759134858,0.136897366984846,"var_1","sds",600,1,1,"False",1000
"(Intercept)",0.247195021327661,0.128053776528871,"var_1","sds",600,5,1,"True",500
"var_2B",-0.0390393272135079,0.130640585579922,"var_1","sds",600,5,1,"True",500
"var_3B",-0.709528008731284,0.132199604230479,"var_1","sds",600,5,1,"True",500
"var_4B",0.474069825614456,0.133764919654009,"var_1","sds",600,5,1,"True",500
"(Intercept)",0.354127891168951,0.133128432551543,"var_1","sds",600,5,1,"False",500
"var_2B",0.0939686868866079,0.130278281144219,"var_1","sds",600,5,1,"False",500
"var_3B",-0.523788335803628,0.131967657058,"var_1","sds",600,5,1,"False",500
"var_4B",0.389816094770064,0.13124759698742,"var_1","sds",600,5,1,"False",500
"(Intercept)",0.160282883646393,0.127105930845809,"var_1","sds",600,5,1,"True",1000
"var_2B",-0.114164199416205,0.127970854989768,"var_1","sds",600,5,1,"True",1000
"var_3B",0.287821109817849,0.128272827314006,"var_1","sds",600,5,1,"True",1000
"var_4B",-0.0034327789554981,0.129202255454403,"var_1","sds",600,5,1,"True",1000
"(Intercept)",0.310788660383488,0.11918180271538,"var_1","sds",600,5,1,"False",1000
"var_2B",-0.0790080281153554,0.129037544857572,"var_1","sds",600,5,1,"False",1000
"var_3B",-0.13231183858921,0.128663683267856,"var_1","sds",600,5,1,"False",1000
"var_4B",0.299805566443748,0.132789930563489,"var_1","sds",600,5,1,"False",1000
"(Intercept)",0.0855120661072139,0.135249398050406,"var_1","sds",600,10,1,"True",500
"var_2B",-0.02872696748178,0.127468646528206,"var_1","sds",600,10,1,"True",500
"var_3B",0.202471698126078,0.129544468104795,"var_1","sds",600,10,1,"True",500
"var_4B",-0.124516091726846,0.129398739188845,"var_1","sds",600,10,1,"True",500
"(Intercept)",0.207662085547714,0.120727471161627,"var_1","sds",600,10,1,"False",500
"var_2B",0.0110032790690451,0.127344753710511,"var_1","sds",600,10,1,"False",500
"var_3B",-0.115965639674517,0.128472393504108,"var_1","sds",600,10,1,"False",500
"var_4B",0.0662043942285624,0.128293812170398,"var_1","sds",600,10,1,"False",500
"(Intercept)",0.348624896764833,0.125952577130259,"var_1","sds",600,10,1,"True",1000
"var_2B",0.00859897903473469,0.128382993591158,"var_1","sds",600,10,1,"True",1000
"var_3B",-0.024112319619219,0.128368437399687,"var_1","sds",600,10,1,"True",1000
"var_4B",-0.258237005950507,0.128890284657543,"var_1","sds",600,10,1,"True",1000
"(Intercept)",0.237034552760726,0.132589061161059,"var_1","sds",600,10,1,"False",1000
"var_2B",-0.090096561544679,0.128871941941022,"var_1","sds",600,10,1,"False",1000
"var_3B",0.00114420848441843,0.128230518403988,"var_1","sds",600,10,1,"False",1000
"var_4B",-0.0841727965348002,0.127607330628398,"var_1","sds",600,10,1,"False",1000
"(Intercept)",0.128757038369059,0.122413397052787,"var_1","sds",900,1,1,"True",500
"var_2B",0.334183905914021,0.128183281303671,"var_1","sds",900,1,1,"True",500
"var_3B",-0.209717418282179,0.131487504368084,"var_1","sds",900,1,1,"True",500
"var_4B",-0.036356579523879,0.128086586281612,"var_1","sds",900,1,1,"True",500
"(Intercept)",0.251450305998823,0.11933484412221,"var_1","sds",900,1,1,"False",500
"var_2B",-0.0265358487317134,0.127127236034555,"var_1","sds",900,1,1,"False",500
"var_3B",-0.102076416492372,0.133075993834888,"var_1","sds",900,1,1,"False",500
"var_4B",-0.0886738043977686,0.127252194355908,"var_1","sds",900,1,1,"False",500
"(Intercept)",0.441418302409344,0.133154833669498,"var_1","sds",900,1,1,"True",1000
"var_2B",0.214546259555274,0.136508587669586,"var_1","sds",900,1,1,"True",1000
"var_3B",-0.26018562066796,0.137692365542946,"var_1","sds",900,1,1,"True",1000
"var_4B",0.328453332320007,0.13481864537369,"var_1","sds",900,1,1,"True",1000
"(Intercept)",0.458161324832835,0.141302140537904,"var_1","sds",900,1,1,"False",1000
"var_2B",0.369704646419696,0.130189974656194,"var_1","sds",900,1,1,"False",1000
"var_3B",-0.231011177434907,0.132075781893973,"var_1","sds",900,1,1,"False",1000
"var_4B",-0.25171565000562,0.131641728186729,"var_1","sds",900,1,1,"False",1000
"(Intercept)",0.261582211934681,0.121264636057983,"var_1","sds",900,5,1,"True",500
"var_2B",-0.193398849213599,0.128777025487268,"var_1","sds",900,5,1,"True",500
"var_3B",0.237682514574123,0.128823981414481,"var_1","sds",900,5,1,"True",500
"var_4B",-0.326954045072068,0.129392267100616,"var_1","sds",900,5,1,"True",500
"(Intercept)",-0.158572391601094,0.133268813200922,"var_1","sds",900,5,1,"False",500
"var_2B",0.116700540463004,0.12900839379772,"var_1","sds",900,5,1,"False",500
"var_3B",0.0547428735260503,0.128312731839614,"var_1","sds",900,5,1,"False",500
"var_4B",0.431275319288152,0.127858051891852,"var_1","sds",900,5,1,"False",500
"(Intercept)",0.116244096730865,0.121547810540496,"var_1","sds",900,5,1,"True",1000
"var_2B",0.251413989304154,0.128516291021744,"var_1","sds",900,5,1,"True",1000
"var_3B",0.147430444285484,0.128784540200588,"var_1","sds",900,5,1,"True",1000
"var_4B",-0.0485581198055475,0.128526302662914,"var_1","sds",900,5,1,"True",1000
"(Intercept)",-0.360924204476984,0.133886943395059,"var_1","sds",900,5,1,"False",1000
"var_2B",0.525269055587674,0.132100325423383,"var_1","sds",900,5,1,"False",1000
"var_3B",-0.117317487558934,0.133155377548258,"var_1","sds",900,5,1,"False",1000
"var_4B",0.539058853723493,0.129409850376391,"var_1","sds",900,5,1,"False",1000
"(Intercept)",0.108112416477063,0.119727232722305,"var_1","sds",900,10,1,"True",500
"var_2B",-0.0100884363054546,0.126790652345954,"var_1","sds",900,10,1,"True",500
"var_3B",-0.0845008186667254,0.127747695459633,"var_1","sds",900,10,1,"True",500
"var_4B",0.0866903457048907,0.127823825834036,"var_1","sds",900,10,1,"True",500
"(Intercept)",0.382128825670255,0.1247576004561,"var_1","sds",900,10,1,"False",500
"var_2B",-0.0143831258841989,0.128612300541877,"var_1","sds",900,10,1,"False",500
"var_3B",0.0908946738144767,0.129063983091615,"var_1","sds",900,10,1,"False",500
"var_4B",-0.344502572974658,0.129015543680079,"var_1","sds",900,10,1,"False",500
"(Intercept)",0.206586235849816,0.127021193786714,"var_1","sds",900,10,1,"True",1000
"var_2B",-0.357769895209432,0.128381308948138,"var_1","sds",900,10,1,"True",1000
"var_3B",0.233974114799892,0.128982016587748,"var_1","sds",900,10,1,"True",1000
"var_4B",-0.176014689992574,0.130463764798419,"var_1","sds",900,10,1,"True",1000
"(Intercept)",0.0769103580602467,0.127041838854658,"var_1","sds",900,10,1,"False",1000
"var_2B",0.153835232223717,0.127317893800053,"var_1","sds",900,10,1,"False",1000
"var_3B",-0.0787907166649217,0.127776504709287,"var_1","sds",900,10,1,"False",1000
